"race","classtype","yearssmall","hsgrad","g4math","g4reading"
1,3,0,1,724,656
1,2,0,NA,NA,NA
2,NA,1,NA,NA,NA
1,3,0,1,NA,NA
1,1,4,0,689,738
1,3,0,1,693,754
1,2,1,1,681,760
1,2,0,1,779,763
1,1,4,1,714,660
1,1,4,NA,NA,NA
1,1,4,NA,694,749
1,NA,1,0,681,702
2,2,0,1,NA,NA
1,2,0,NA,702,687
1,2,0,NA,NA,NA
1,NA,0,1,NA,NA
1,2,0,1,703,657
1,2,0,0,NA,NA
1,1,1,1,NA,NA
1,2,1,NA,NA,NA
1,1,4,NA,685,669
1,3,0,1,742,836
1,1,4,1,728,714
1,NA,0,1,741,718
1,2,0,NA,NA,NA
1,2,0,NA,NA,NA
1,2,0,1,686,710
1,2,0,1,715,693
1,2,0,NA,731,781
1,1,1,1,NA,NA
1,1,4,NA,NA,NA
1,NA,0,1,NA,NA
1,1,4,1,744,770
1,2,0,NA,NA,NA
2,3,0,NA,NA,NA
2,1,1,NA,NA,NA
2,3,0,1,658,673
2,3,0,1,NA,NA
1,3,0,1,712,711
1,1,2,NA,NA,NA
1,3,0,1,694,732
1,2,0,1,744,750
1,NA,0,1,694,691
1,3,0,1,719,721
1,2,0,NA,NA,NA
1,1,4,1,652,650
1,2,0,1,699,712
1,2,0,NA,821,836
1,2,0,1,NA,NA
1,2,1,NA,615,637
1,NA,0,NA,604,647
1,3,0,1,767,735
1,3,1,NA,NA,NA
1,NA,0,NA,NA,NA
1,2,0,1,711,748
1,3,2,1,710,794
2,NA,0,1,683,650
1,3,0,1,678,760
1,2,0,1,732,749
1,1,4,NA,NA,NA
1,NA,0,NA,695,NA
2,NA,0,NA,NA,NA
1,NA,2,1,NA,NA
1,NA,0,1,710,642
1,NA,2,NA,NA,NA
1,NA,0,1,NA,NA
1,NA,1,1,704,726
1,3,0,1,706,711
1,2,0,NA,703,745
1,1,4,NA,726,738
1,NA,0,1,708,678
1,1,1,NA,NA,734
1,NA,3,1,740,836
1,1,4,1,741,735
1,2,0,1,728,731
1,NA,0,0,NA,NA
2,3,0,1,688,666
1,3,0,NA,730,742
1,3,0,1,717,705
1,1,4,1,728,731
1,NA,0,NA,728,750
1,1,3,NA,NA,NA
1,1,4,1,708,760
1,NA,0,NA,821,778
1,NA,0,1,624,664
1,1,3,1,724,725
1,2,0,NA,674,740
2,2,0,NA,NA,NA
1,NA,1,0,NA,NA
1,NA,0,1,NA,NA
2,NA,0,NA,NA,NA
1,NA,0,NA,NA,NA
1,1,4,1,692,690
1,3,0,1,NA,NA
1,2,0,1,691,712
1,1,4,1,744,684
2,1,4,1,741,733
1,1,2,NA,NA,NA
1,2,3,1,685,705
1,2,0,NA,NA,NA
2,1,1,NA,NA,NA
1,2,3,1,725,836
1,2,0,1,NA,NA
1,NA,3,1,716,743
1,NA,0,NA,NA,NA
2,3,0,0,NA,NA
2,2,0,NA,NA,NA
2,1,2,NA,NA,NA
2,3,0,1,725,742
2,2,0,NA,NA,NA
2,NA,0,NA,NA,NA
2,NA,1,NA,690,656
2,NA,0,1,NA,NA
2,NA,0,0,NA,NA
1,3,0,NA,NA,NA
1,2,0,NA,NA,NA
1,NA,0,NA,688,657
2,1,1,NA,NA,NA
1,NA,0,NA,NA,NA
2,NA,0,NA,NA,NA
1,NA,0,NA,NA,NA
1,2,0,1,729,715
2,1,2,1,NA,NA
1,1,3,1,744,739
2,NA,0,NA,NA,NA
2,NA,0,NA,NA,NA
2,NA,0,NA,NA,NA
2,NA,0,0,NA,NA
1,NA,0,1,664,741
1,NA,0,NA,659,729
1,NA,0,NA,NA,NA
1,NA,0,NA,NA,NA
2,1,4,0,NA,NA
2,1,4,0,NA,NA
2,NA,0,0,NA,NA
2,3,0,NA,NA,NA
1,3,0,1,NA,NA
1,1,2,1,NA,NA
2,2,0,NA,NA,NA
2,2,2,NA,NA,NA
2,NA,0,NA,NA,NA
2,2,0,NA,NA,NA
2,NA,2,0,NA,NA
2,2,3,1,712,778
2,3,0,NA,693,727
2,2,0,1,NA,NA
1,1,4,NA,NA,NA
2,NA,0,NA,NA,NA
1,3,0,NA,NA,NA
2,2,0,1,NA,NA
1,NA,1,1,767,794
1,1,3,NA,NA,NA
2,NA,3,1,NA,NA
2,NA,0,1,667,623
2,3,0,1,NA,NA
2,NA,3,1,NA,NA
2,2,0,NA,633,666
1,1,4,NA,NA,NA
1,1,4,1,738,736
1,3,0,NA,NA,NA
1,2,0,1,NA,NA
1,1,4,NA,639,700
2,NA,0,1,NA,NA
2,NA,0,NA,NA,NA
1,3,0,1,821,784
1,2,0,NA,NA,NA
2,2,0,1,NA,NA
2,1,4,NA,NA,NA
1,NA,0,NA,NA,NA
1,NA,1,0,NA,NA
1,NA,0,NA,NA,NA
1,1,1,NA,NA,NA
2,NA,0,NA,NA,NA
1,NA,0,1,NA,NA
2,NA,0,0,NA,NA
1,NA,1,NA,733,740
1,NA,0,0,NA,NA
1,NA,0,NA,NA,NA
2,NA,0,NA,NA,NA
2,3,0,1,NA,NA
2,3,0,1,NA,NA
2,3,0,NA,NA,NA
2,3,0,NA,NA,NA
2,NA,0,0,NA,NA
1,NA,2,NA,NA,NA
2,3,0,NA,NA,NA
2,3,0,0,NA,NA
1,NA,0,0,660,725
3,2,0,NA,731,782
2,NA,1,NA,NA,NA
1,NA,0,NA,NA,NA
2,NA,0,NA,NA,NA
1,NA,0,NA,NA,NA
2,NA,0,NA,NA,NA
1,1,3,1,NA,NA
2,3,0,0,NA,NA
1,NA,1,NA,NA,NA
2,2,3,1,769,736
1,NA,0,NA,NA,NA
1,NA,0,NA,711,704
1,1,4,NA,693,623
2,NA,0,1,NA,NA
1,1,4,1,752,691
1,1,4,NA,NA,NA
2,NA,0,NA,NA,NA
1,2,0,0,NA,NA
2,NA,0,NA,NA,NA
1,NA,0,NA,NA,NA
2,NA,0,0,NA,NA
1,NA,0,NA,733,760
2,2,0,NA,NA,NA
1,2,2,NA,706,745
1,2,0,NA,632,528
1,NA,1,NA,678,636
1,2,1,0,NA,NA
2,NA,2,NA,NA,NA
1,3,0,NA,NA,NA
1,1,4,1,653,683
1,3,0,NA,687,699
1,3,0,NA,NA,NA
2,NA,0,1,NA,NA
2,2,0,NA,NA,NA
2,1,2,NA,NA,NA
2,NA,0,1,655,683
2,2,0,1,NA,NA
2,3,0,NA,NA,NA
2,1,4,0,707,721
2,1,4,NA,732,733
2,3,1,1,NA,NA
1,3,3,1,714,NA
1,2,0,1,732,700
1,NA,0,NA,NA,NA
2,1,4,NA,NA,NA
2,1,2,NA,NA,NA
2,NA,0,NA,684,691
2,3,0,0,NA,NA
2,2,0,NA,NA,NA
2,NA,1,NA,NA,NA
2,2,0,NA,NA,NA
1,3,0,1,741,714
2,NA,0,NA,NA,NA
1,1,1,NA,NA,NA
2,1,4,NA,NA,NA
2,3,0,0,674,707
1,NA,0,NA,NA,NA
1,NA,1,0,NA,NA
2,NA,0,1,NA,NA
2,NA,0,1,NA,NA
2,NA,0,0,NA,NA
1,NA,2,0,678,690
1,3,1,NA,NA,NA
2,3,0,NA,NA,NA
1,NA,0,NA,NA,NA
2,NA,0,NA,NA,NA
2,NA,0,NA,NA,NA
2,NA,0,NA,NA,NA
1,NA,0,0,NA,NA
2,NA,0,1,715,708
1,NA,0,NA,NA,NA
2,NA,0,1,NA,NA
2,NA,2,NA,NA,NA
1,NA,0,NA,NA,NA
2,NA,0,NA,NA,NA
2,NA,2,0,NA,NA
2,NA,0,0,NA,NA
2,NA,0,NA,NA,NA
2,NA,0,NA,NA,NA
1,NA,0,NA,654,682
2,NA,0,1,677,657
2,NA,2,1,NA,NA
1,NA,0,NA,NA,NA
2,3,0,NA,NA,NA
1,NA,0,NA,758,690
2,NA,1,NA,NA,NA
1,NA,2,NA,NA,NA
1,NA,0,1,677,638
2,NA,0,NA,NA,NA
1,NA,0,1,708,723
1,NA,0,NA,740,682
1,NA,0,1,688,716
2,NA,0,NA,NA,NA
1,1,3,1,736,782
1,2,0,NA,725,744
2,NA,0,1,718,672
1,3,0,NA,NA,NA
2,1,3,NA,NA,NA
2,2,2,0,658,698
2,1,4,NA,729,741
1,2,0,0,NA,NA
1,2,0,NA,NA,NA
1,3,0,1,629,703
1,2,0,NA,NA,NA
1,3,0,1,NA,NA
2,2,0,NA,NA,NA
1,2,0,0,NA,NA
2,1,4,1,NA,NA
1,1,1,NA,NA,NA
1,2,0,NA,NA,NA
1,1,1,NA,NA,NA
1,2,0,NA,NA,NA
1,3,0,NA,NA,NA
2,3,0,NA,687,724
2,3,0,NA,NA,NA
1,NA,3,1,705,750
1,1,4,1,679,742
2,3,0,0,NA,NA
1,1,4,1,731,737
1,3,1,1,NA,NA
1,2,0,1,NA,NA
2,NA,0,1,682,673
2,NA,0,NA,NA,NA
2,2,1,1,NA,NA
2,1,3,1,NA,NA
1,NA,0,NA,674,755
2,1,3,NA,NA,NA
1,3,0,NA,NA,NA
1,2,0,NA,NA,NA
2,3,0,NA,NA,NA
1,NA,3,NA,728,731
2,1,4,NA,652,708
2,2,0,1,821,778
1,2,0,1,686,750
2,3,0,NA,NA,NA
1,1,4,1,704,722
1,3,0,1,NA,NA
1,1,2,NA,NA,NA
2,1,3,NA,NA,NA
1,2,0,1,758,836
1,1,4,1,724,723
1,3,3,1,721,727
2,2,0,NA,NA,NA
1,1,1,NA,659,689
1,2,0,1,728,750
2,3,0,NA,NA,NA
2,1,4,1,740,760
1,3,0,NA,NA,NA
2,3,0,1,NA,NA
2,2,0,1,728,676
2,NA,3,1,719,662
1,1,4,1,821,784
1,NA,1,0,697,718
1,2,0,NA,NA,NA
1,2,0,NA,NA,NA
1,2,0,1,648,677
1,3,0,1,726,695
1,3,0,NA,677,748
2,1,4,1,716,720
1,3,0,1,724,737
2,1,4,1,702,699
1,1,1,NA,NA,NA
1,2,0,1,NA,NA
1,1,1,0,NA,NA
1,2,0,NA,726,785
1,1,4,1,719,836
2,1,4,1,741,729
1,2,0,1,NA,NA
1,1,4,0,NA,NA
1,3,0,NA,741,663
1,2,0,NA,NA,NA
1,NA,1,NA,NA,NA
1,1,2,NA,NA,NA
1,2,0,NA,701,685
1,1,4,1,670,NA
1,3,0,1,NA,NA
2,2,0,0,625,685
2,3,0,1,NA,NA
2,1,4,1,715,696
1,1,4,1,692,744
1,NA,1,NA,NA,NA
2,2,0,NA,NA,NA
1,NA,0,0,NA,NA
2,NA,0,NA,NA,NA
2,3,0,NA,NA,NA
1,1,4,NA,730,785
1,3,0,NA,NA,NA
1,2,0,NA,675,710
1,2,0,NA,NA,NA
2,NA,0,NA,NA,NA
2,3,0,NA,NA,NA
2,3,0,NA,692,696
2,3,0,NA,NA,NA
2,2,0,1,639,635
1,1,1,NA,NA,NA
1,1,4,1,677,740
2,1,1,NA,NA,NA
2,1,1,NA,NA,NA
2,3,0,0,NA,NA
2,3,0,NA,NA,NA
2,2,0,1,NA,NA
2,1,2,NA,657,674
2,1,4,1,699,740
1,3,0,NA,NA,NA
2,2,1,NA,NA,NA
2,1,4,1,NA,NA
2,1,1,NA,NA,NA
2,3,0,NA,NA,NA
1,3,0,1,719,764
2,1,1,NA,NA,NA
2,NA,0,NA,NA,NA
2,2,0,NA,NA,NA
1,1,1,0,NA,NA
1,3,0,NA,NA,NA
2,1,4,NA,821,778
1,3,0,NA,NA,NA
1,2,0,1,NA,NA
1,3,0,1,NA,NA
2,3,1,1,758,836
1,NA,0,NA,NA,NA
2,2,3,1,NA,NA
2,3,0,0,NA,NA
2,2,0,1,NA,NA
1,2,0,1,NA,NA
1,3,0,NA,NA,NA
1,1,4,0,705,785
1,3,0,1,768,705
1,1,2,1,NA,NA
2,2,0,1,NA,NA
1,1,3,1,667,739
2,1,4,NA,NA,NA
1,2,0,1,728,698
2,1,1,NA,NA,NA
2,2,0,NA,671,586
2,NA,2,1,739,767
1,3,0,NA,NA,NA
1,2,0,NA,NA,NA
2,NA,0,NA,NA,NA
1,2,0,NA,NA,NA
2,NA,0,NA,NA,NA
2,NA,0,NA,NA,NA
2,3,0,NA,NA,NA
1,3,0,1,691,716
1,3,0,NA,NA,NA
1,3,0,1,NA,NA
2,2,0,NA,700,688
2,3,2,1,NA,NA
2,2,0,NA,731,695
1,1,4,1,715,683
1,3,0,1,755,690
2,1,3,NA,NA,NA
1,2,0,1,NA,NA
2,1,4,NA,707,671
2,3,0,NA,NA,NA
1,3,0,NA,NA,NA
2,2,0,1,688,689
2,NA,0,NA,NA,NA
1,1,4,NA,705,682
1,NA,0,NA,NA,NA
1,NA,0,1,698,726
2,3,3,0,680,721
2,3,0,1,758,722
2,3,0,NA,NA,NA
1,NA,0,1,710,746
2,3,0,1,NA,NA
1,1,4,1,717,723
1,NA,0,NA,721,794
1,2,3,NA,NA,NA
2,2,1,1,696,648
2,1,4,1,NA,NA
2,2,0,NA,NA,NA
1,3,0,1,NA,NA
2,2,0,0,NA,NA
1,NA,1,NA,767,742
2,1,4,NA,742,836
2,3,0,NA,705,647
2,3,0,NA,NA,NA
2,1,2,NA,NA,NA
1,NA,0,NA,NA,NA
2,3,0,1,NA,NA
2,1,4,1,655,700
2,1,4,1,711,692
2,3,0,NA,NA,NA
1,NA,0,1,NA,NA
2,3,0,1,NA,NA
1,NA,0,NA,NA,NA
1,1,3,NA,NA,NA
2,3,0,NA,NA,NA
1,NA,0,NA,580,731
1,2,0,NA,NA,NA
2,NA,0,1,NA,NA
2,3,0,NA,NA,NA
2,1,2,1,NA,NA
1,NA,0,NA,670,683
2,2,0,1,NA,NA
1,1,3,1,NA,NA
1,NA,0,NA,758,778
1,3,0,NA,726,727
2,2,0,NA,NA,NA
1,2,0,0,NA,NA
1,3,0,1,758,733
1,3,0,1,821,742
1,1,1,1,NA,NA
1,1,4,1,627,702
1,2,1,1,709,741
1,1,2,1,NA,NA
2,1,3,NA,NA,NA
2,2,0,NA,NA,NA
1,2,0,NA,NA,NA
1,1,4,NA,NA,NA
1,1,4,1,668,528
2,3,0,NA,668,589
2,NA,0,1,NA,NA
1,2,0,1,690,688
1,3,0,1,821,836
2,1,4,0,702,737
2,3,0,1,NA,NA
2,3,0,NA,NA,NA
1,2,0,NA,NA,NA
2,3,0,1,NA,NA
1,1,4,1,821,836
1,NA,0,1,NA,NA
2,3,0,0,NA,NA
2,1,3,1,NA,NA
2,2,0,0,NA,NA
1,NA,0,1,NA,NA
1,1,3,0,NA,NA
1,NA,0,NA,NA,NA
2,2,0,1,758,715
1,3,0,NA,NA,NA
1,1,2,NA,NA,NA
1,2,0,NA,NA,NA
1,3,0,1,661,695
2,NA,0,1,NA,NA
2,1,2,1,NA,NA
2,NA,0,1,639,685
1,3,0,1,738,762
2,2,0,NA,706,719
2,NA,0,1,NA,NA
2,3,0,NA,NA,NA
1,2,0,NA,NA,NA
2,3,0,NA,NA,NA
2,2,0,NA,NA,NA
1,3,0,NA,NA,NA
1,1,1,NA,NA,NA
1,2,0,1,767,728
1,1,4,NA,734,794
1,2,0,0,667,744
1,2,0,NA,NA,NA
2,1,3,NA,NA,NA
1,2,0,NA,NA,NA
1,NA,3,NA,721,729
1,2,2,1,758,750
1,2,0,NA,539,528
2,NA,0,NA,NA,NA
1,3,0,1,NA,NA
2,1,1,NA,NA,NA
2,NA,1,1,NA,NA
1,1,2,NA,NA,NA
2,NA,2,1,727,731
2,3,0,NA,709,727
2,2,0,NA,NA,NA
2,3,0,1,733,684
1,1,4,1,693,680
1,3,0,0,NA,NA
2,3,0,1,NA,NA
1,1,4,1,702,714
NA,NA,0,NA,NA,NA
2,2,0,NA,NA,NA
1,2,0,1,691,699
1,2,0,1,NA,NA
1,1,4,1,706,730
1,3,0,1,NA,NA
1,NA,0,1,758,745
1,1,4,0,663,677
2,3,0,1,NA,NA
1,3,0,1,708,731
2,NA,0,NA,NA,NA
1,2,2,1,689,717
2,NA,0,NA,NA,NA
2,3,0,NA,NA,NA
2,1,1,1,687,NA
2,1,2,NA,NA,NA
2,NA,0,NA,NA,NA
2,2,0,NA,NA,NA
2,1,2,NA,NA,NA
2,2,0,NA,NA,NA
2,3,0,NA,NA,NA
2,1,4,NA,NA,NA
1,1,2,1,715,689
1,1,2,NA,NA,NA
1,1,3,NA,NA,NA
2,3,1,1,NA,NA
2,3,1,0,NA,NA
1,2,3,NA,744,724
1,3,0,1,741,682
1,3,3,1,733,760
1,2,0,1,704,731
2,2,0,NA,NA,NA
1,2,0,1,744,760
1,3,0,NA,697,782
2,1,1,NA,NA,NA
2,3,0,NA,NA,NA
2,3,0,NA,NA,NA
1,2,0,1,740,750
1,1,4,1,758,742
2,1,4,NA,NA,NA
1,3,3,1,710,741
2,2,0,NA,NA,NA
1,3,0,1,NA,NA
1,2,0,1,727,767
2,1,1,NA,NA,NA
1,2,2,0,659,728
2,3,0,1,NA,NA
2,3,0,NA,NA,NA
1,3,0,NA,NA,NA
1,1,1,NA,NA,NA
1,1,4,1,758,836
2,NA,0,0,NA,NA
1,1,4,NA,NA,NA
1,1,1,NA,NA,NA
2,1,1,NA,NA,NA
2,1,3,NA,NA,NA
2,3,1,NA,NA,NA
2,3,0,NA,NA,NA
1,2,0,NA,NA,NA
2,3,0,1,736,717
1,1,1,NA,NA,NA
2,NA,0,NA,NA,NA
1,1,4,NA,NA,NA
1,1,2,NA,NA,NA
1,2,2,1,NA,NA
2,3,0,NA,NA,NA
1,3,0,1,NA,NA
2,1,4,NA,731,686
2,1,1,NA,NA,NA
2,2,0,NA,NA,NA
2,1,3,NA,NA,NA
1,NA,0,1,666,600
2,1,3,NA,NA,NA
2,3,0,1,NA,NA
2,2,0,1,NA,NA
2,1,1,NA,NA,NA
2,NA,0,NA,701,695
2,3,1,1,700,634
2,NA,2,1,628,718
1,NA,0,NA,635,749
2,NA,0,NA,711,691
1,3,1,0,NA,NA
1,3,0,1,NA,NA
2,NA,0,0,NA,NA
1,1,1,1,NA,NA
2,2,0,0,NA,NA
2,2,0,1,738,642
1,NA,0,NA,716,700
1,3,0,1,NA,NA
1,NA,0,1,712,796
2,3,0,NA,NA,NA
1,3,0,NA,NA,NA
1,NA,3,NA,620,613
1,1,1,NA,NA,NA
1,2,0,NA,NA,NA
1,1,4,NA,701,672
1,3,0,NA,NA,NA
2,2,0,NA,NA,NA
1,1,4,1,690,701
2,3,0,NA,NA,NA
1,2,0,NA,667,651
1,NA,0,1,692,689
2,NA,0,1,NA,NA
1,2,0,1,707,758
1,3,0,1,667,700
2,2,0,NA,NA,NA
2,1,1,NA,NA,NA
2,1,1,1,NA,NA
2,2,0,NA,NA,NA
2,2,0,1,NA,NA
2,1,2,NA,NA,NA
2,2,0,NA,NA,NA
1,3,0,NA,698,720
1,3,0,1,NA,NA
1,1,2,1,NA,NA
1,1,1,NA,NA,NA
1,3,0,1,NA,NA
2,3,0,NA,NA,NA
1,2,0,NA,821,836
1,3,0,1,742,763
1,2,0,1,729,695
1,NA,1,0,NA,NA
2,1,4,1,NA,NA
1,2,0,NA,665,681
1,2,0,0,NA,NA
1,1,3,0,758,707
2,3,2,NA,651,710
1,2,0,1,664,725
1,3,0,NA,NA,NA
1,2,0,NA,NA,NA
1,2,0,1,NA,NA
1,NA,0,1,716,738
1,3,0,NA,NA,NA
2,NA,0,NA,NA,NA
2,1,3,NA,NA,NA
1,1,1,NA,NA,NA
1,2,0,1,NA,NA
2,3,0,1,NA,NA
2,3,0,NA,NA,NA
1,3,0,1,NA,NA
2,1,4,NA,698,660
2,3,0,NA,NA,NA
1,2,0,NA,NA,NA
2,1,4,1,683,701
2,2,0,NA,NA,NA
2,2,0,NA,NA,NA
1,3,1,1,702,734
1,1,4,NA,692,678
1,1,3,NA,NA,NA
2,NA,1,0,696,666
1,2,0,NA,741,782
1,2,0,1,NA,NA
1,NA,0,NA,NA,NA
1,2,0,NA,NA,NA
1,3,0,NA,NA,NA
2,3,0,NA,NA,NA
NA,NA,1,NA,NA,NA
1,3,0,NA,NA,NA
1,3,0,1,NA,NA
1,NA,0,NA,684,689
1,NA,3,1,704,730
1,3,0,NA,NA,NA
2,1,1,NA,NA,NA
1,1,4,1,725,730
2,3,0,1,NA,NA
2,2,0,NA,NA,NA
2,1,4,NA,650,662
2,3,0,NA,NA,NA
2,NA,0,NA,NA,NA
2,2,0,NA,NA,NA
2,1,1,NA,NA,NA
1,3,0,NA,NA,NA
1,2,0,NA,729,712
1,1,4,NA,711,661
1,3,0,1,NA,NA
1,2,0,NA,NA,NA
2,1,1,1,NA,NA
1,1,2,1,NA,NA
2,NA,0,NA,NA,NA
1,1,1,NA,NA,NA
1,3,0,1,686,699
1,2,0,NA,678,699
1,3,0,NA,NA,NA
1,3,1,NA,758,731
2,2,3,NA,NA,NA
1,2,0,NA,NA,NA
2,1,4,1,NA,NA
2,2,0,1,693,669
1,2,0,1,696,720
2,NA,0,0,NA,NA
1,1,4,1,701,686
1,1,4,1,710,694
1,3,0,NA,NA,NA
1,1,1,0,NA,NA
2,2,3,1,NA,NA
1,2,0,NA,NA,NA
1,2,0,NA,720,691
1,3,0,1,NA,NA
1,3,0,NA,717,571
1,NA,0,1,720,751
2,3,0,1,NA,NA
2,2,0,NA,NA,NA
3,3,0,1,718,726
2,2,0,NA,680,712
2,3,0,0,NA,NA
1,3,0,NA,NA,NA
1,3,3,NA,NA,NA
2,1,4,0,677,700
1,1,1,NA,NA,NA
1,3,0,NA,738,760
2,3,3,1,NA,NA
1,1,4,1,NA,NA
2,3,0,1,747,719
2,3,0,NA,NA,NA
2,2,0,NA,NA,NA
1,1,3,NA,NA,NA
2,1,3,1,734,718
2,3,0,1,705,528
2,NA,0,NA,NA,NA
2,NA,0,NA,NA,NA
1,1,1,1,739,760
2,1,2,1,NA,NA
1,3,0,1,744,716
2,3,0,NA,NA,NA
1,2,0,1,731,757
1,1,4,1,758,708
1,3,0,1,742,771
2,NA,0,NA,NA,NA
2,3,0,NA,NA,NA
1,3,0,1,648,615
1,2,0,NA,NA,NA
2,1,4,NA,713,717
1,2,0,1,NA,NA
2,1,3,NA,NA,NA
1,1,2,1,NA,NA
1,1,4,NA,NA,NA
2,NA,0,0,NA,NA
1,3,0,1,741,836
2,3,3,0,702,598
1,2,0,1,767,760
2,3,0,1,NA,NA
2,2,0,NA,NA,NA
2,2,0,NA,NA,NA
1,3,0,NA,NA,NA
1,2,0,1,NA,NA
1,1,4,1,NA,NA
1,1,4,1,NA,NA
1,2,0,1,NA,NA
2,1,3,1,NA,NA
2,1,4,1,NA,NA
2,3,0,1,NA,NA
1,3,0,1,758,703
1,3,0,1,692,705
2,1,3,1,NA,NA
1,3,0,NA,NA,NA
2,2,0,1,742,672
2,2,2,NA,NA,NA
2,NA,0,0,NA,NA
2,2,0,NA,NA,NA
1,3,0,1,NA,NA
2,3,0,1,697,669
1,3,0,1,744,750
2,3,0,0,NA,NA
1,1,1,NA,NA,NA
2,1,4,NA,NA,NA
2,2,0,NA,NA,NA
1,3,0,1,NA,NA
1,2,0,NA,NA,NA
2,3,0,NA,NA,NA
1,1,1,NA,NA,NA
2,3,0,1,NA,NA
2,2,0,NA,NA,NA
2,1,4,1,NA,NA
2,2,0,NA,NA,NA
2,1,4,1,689,650
2,3,0,NA,NA,NA
2,3,0,1,NA,NA
1,1,1,NA,NA,NA
1,2,0,NA,NA,NA
2,3,0,NA,NA,NA
2,3,0,1,NA,NA
2,1,2,NA,NA,NA
2,2,1,NA,NA,NA
2,3,0,NA,NA,NA
2,2,0,1,651,612
2,2,0,NA,NA,NA
1,NA,0,NA,739,750
2,1,4,NA,758,760
1,2,0,1,NA,NA
2,2,0,1,NA,NA
2,2,0,NA,NA,NA
2,1,2,NA,NA,NA
1,2,0,1,682,719
2,1,2,NA,NA,NA
2,2,3,NA,NA,NA
2,1,3,NA,NA,NA
2,1,3,NA,NA,NA
2,2,0,0,NA,NA
2,2,0,1,NA,NA
2,1,3,1,NA,NA
2,NA,0,1,685,659
1,NA,0,0,NA,NA
2,NA,0,NA,NA,NA
2,1,1,NA,NA,NA
2,1,1,NA,NA,NA
2,3,0,1,NA,NA
2,3,0,0,NA,NA
2,3,0,NA,NA,NA
1,2,0,NA,NA,NA
2,3,0,1,NA,NA
2,1,1,0,NA,NA
2,NA,0,1,NA,NA
1,2,0,NA,NA,NA
1,3,0,NA,NA,NA
2,2,0,NA,NA,NA
2,2,0,NA,NA,NA
2,1,2,NA,NA,NA
2,2,0,NA,NA,NA
1,1,2,1,NA,NA
2,2,0,1,NA,NA
2,1,1,NA,NA,NA
1,1,1,1,NA,NA
2,2,0,0,NA,NA
1,NA,0,NA,NA,NA
2,3,0,NA,NA,NA
1,3,0,NA,727,750
2,1,4,NA,NA,NA
1,3,0,NA,629,621
2,2,0,1,NA,NA
1,3,0,NA,NA,NA
2,1,1,NA,NA,NA
2,1,4,1,NA,NA
1,3,3,1,669,767
2,2,0,1,NA,NA
1,3,0,1,NA,NA
1,NA,0,NA,NA,NA
1,3,0,1,NA,NA
2,2,0,1,NA,NA
2,2,0,1,NA,NA
2,2,2,1,NA,NA
1,3,0,NA,NA,NA
2,2,1,1,NA,NA
2,3,1,NA,NA,NA
2,1,4,1,732,750
2,2,0,1,NA,NA
2,3,0,NA,NA,NA
2,1,1,NA,NA,NA
1,2,0,1,677,689
2,2,0,1,NA,NA
1,NA,3,1,707,717
2,3,0,NA,NA,NA
2,3,0,1,NA,NA
2,1,3,NA,NA,NA
1,3,0,NA,700,671
2,2,1,NA,NA,NA
2,1,2,NA,NA,NA
2,3,0,1,NA,NA
1,2,0,1,691,722
2,2,0,NA,NA,NA
1,3,3,1,725,836
1,3,0,1,686,719
2,2,0,1,NA,NA
1,3,0,NA,NA,NA
2,3,0,NA,NA,NA
1,1,4,1,741,763
1,3,2,1,709,836
2,1,1,NA,NA,NA
2,1,1,NA,NA,NA
2,2,0,0,NA,NA
1,2,1,1,NA,NA
2,3,0,0,700,688
1,1,4,1,741,785
1,2,0,NA,NA,NA
1,1,1,NA,NA,NA
1,2,0,1,739,836
2,NA,0,0,NA,NA
2,2,0,0,NA,NA
2,NA,3,0,NA,NA
2,3,0,1,686,679
1,3,0,1,NA,NA
1,3,0,NA,NA,NA
2,1,1,1,NA,NA
2,3,0,NA,NA,NA
1,3,0,NA,NA,NA
1,2,0,1,NA,NA
2,3,0,1,712,670
1,3,2,1,702,710
1,2,3,NA,NA,NA
1,3,0,1,731,722
1,2,0,NA,NA,NA
2,3,1,NA,NA,NA
1,2,0,1,736,752
2,2,0,1,NA,NA
1,NA,0,1,731,730
1,3,0,1,711,763
1,1,4,1,706,657
2,3,1,1,NA,NA
1,2,0,NA,NA,NA
2,1,2,1,NA,NA
1,NA,0,1,729,836
1,2,0,NA,NA,NA
1,3,0,NA,NA,NA
1,3,0,1,662,691
2,2,0,NA,NA,NA
1,3,0,NA,NA,NA
1,3,0,NA,668,734
2,2,0,1,NA,NA
1,NA,3,1,682,691
1,1,4,NA,NA,NA
1,NA,1,1,644,528
1,1,3,1,NA,NA
1,2,0,1,714,761
1,2,0,1,NA,NA
2,2,0,NA,NA,NA
2,2,0,NA,704,836
1,2,0,NA,740,724
2,1,4,1,NA,NA
2,1,1,NA,NA,NA
2,2,0,NA,NA,NA
1,3,0,NA,708,614
2,3,0,NA,NA,NA
2,3,0,NA,NA,NA
2,3,1,NA,NA,NA
2,3,0,1,NA,NA
2,NA,0,NA,NA,NA
1,2,0,NA,NA,NA
1,3,0,NA,NA,NA
1,2,0,NA,682,711
2,3,0,1,487,589
1,2,1,NA,690,741
1,NA,0,NA,NA,NA
1,3,0,1,698,719
1,3,3,NA,NA,NA
2,1,2,NA,NA,NA
1,3,0,1,725,836
1,NA,2,1,NA,NA
1,3,0,NA,NA,NA
1,3,0,NA,NA,NA
2,NA,0,NA,NA,NA
2,3,3,1,NA,NA
