"following","followed"
"SenCapito","RoyBlunt"
"SenCapito","JohnBoozman"
"SenCapito","SenatorCarper"
"SenCapito","SenDanCoats"
"SenCapito","JohnCornyn"
"SenCapito","SenBobCorker"
"SenCapito","SenTomCotton"
"SenCapito","JeffFlake"
"SenCapito","SenCoryGardner"
"SenCapito","SenDeanHeller"
"SenCapito","InhofePress"
"SenCapito","SenRonJohnson"
"SenCapito","SenatorKirk"
"SenCapito","SenatorLankford"
"SenCapito","SenJohnMcCain"
"SenCapito","lisamurkowski"
"SenCapito","Sen_JoeManchin"
"SenCapito","senrobportman"
"SenCapito","SenatorReid"
"SenCapito","SenatorSessions"
"SenCapito","SenJohnThune"
"SenCapito","SenToomey"
"SenCapito","RonWyden"
"JohnCornyn","SenAlexander"
"JohnCornyn","RoyBlunt"
"JohnCornyn","SenatorBoxer"
"JohnCornyn","SenSherrodBrown"
"JohnCornyn","SenatorBurr"
"JohnCornyn","SenatorBaldwin"
"JohnCornyn","JohnBoozman"
"JohnCornyn","SenJohnBarrasso"
"JohnCornyn","SenBennetCO"
"JohnCornyn","SenBlumenthal"
"JohnCornyn","SenatorCantwell"
"JohnCornyn","SenatorCardin"
"JohnCornyn","SenatorCarper"
"JohnCornyn","SenDanCoats"
"JohnCornyn","SenThadCochran"
"JohnCornyn","MikeCrapo"
"JohnCornyn","SenatorCollins"
"JohnCornyn","SenCapito"
"JohnCornyn","SenBobCasey"
"JohnCornyn","SenBobCorker"
"JohnCornyn","SenCoonsOffice"
"JohnCornyn","SenTomCotton"
"JohnCornyn","SenTedCruz"
"JohnCornyn","SenatorDurbin"
"JohnCornyn","SenDonnelly"
"JohnCornyn","SteveDaines"
"JohnCornyn","SenatorEnzi"
"JohnCornyn","SenJoniErnst"
"JohnCornyn","SenFeinstein"
"JohnCornyn","JeffFlake"
"JohnCornyn","SenatorFischer"
"JohnCornyn","ChuckGrassley"
"JohnCornyn","SenCoryGardner"
"JohnCornyn","SenOrrinHatch"
"JohnCornyn","SenDeanHeller"
"JohnCornyn","maziehirono"
"JohnCornyn","SenJohnHoeven"
"JohnCornyn","SenatorHeitkamp"
"JohnCornyn","InhofePress"
"JohnCornyn","SenatorIsakson"
"JohnCornyn","SenRonJohnson"
"JohnCornyn","SenatorKirk"
"JohnCornyn","SenAngusKing"
"JohnCornyn","SenatorLeahy"
"JohnCornyn","SenatorLankford"
"JohnCornyn","SenMikeLee"
"JohnCornyn","SenJohnMcCain"
"JohnCornyn","McConnellPress"
"JohnCornyn","SenatorMenendez"
"JohnCornyn","SenatorBarb"
"JohnCornyn","JerryMoran"
"JohnCornyn","PattyMurray"
"JohnCornyn","lisamurkowski"
"JohnCornyn","SenJeffMerkley"
"JohnCornyn","Sen_JoeManchin"
"JohnCornyn","SenBillNelson"
"JohnCornyn","senrobportman"
"JohnCornyn","sendavidperdue"
"JohnCornyn","SenJackReed"
"JohnCornyn","SenatorReid"
"JohnCornyn","SenPatRoberts"
"JohnCornyn","SenatorRisch"
"JohnCornyn","SenRubioPress"
"JohnCornyn","SenatorRounds"
"JohnCornyn","SenSanders"
"JohnCornyn","SenSchumer"
"JohnCornyn","SenShelby"
"JohnCornyn","SenatorSessions"
"JohnCornyn","SenatorShaheen"
"JohnCornyn","SenatorTimScott"
"JohnCornyn","SenSasse"
"JohnCornyn","SenDanSullivan"
"JohnCornyn","SenJohnThune"
"JohnCornyn","SenToomey"
"JohnCornyn","SenThomTillis"
"JohnCornyn","SenatorTomUdall"
"JohnCornyn","SenatorWicker"
"JohnCornyn","RonWyden"
"JohnCornyn","SenWhitehouse"
"JohnCornyn","MarkWarner"
"SenBobCasey","SenAlexander"
"SenBobCasey","RoyBlunt"
"SenBobCasey","SenatorBoxer"
"SenBobCasey","SenSherrodBrown"
"SenBobCasey","SenatorBurr"
"SenBobCasey","SenatorBaldwin"
"SenBobCasey","JohnBoozman"
"SenBobCasey","SenJohnBarrasso"
"SenBobCasey","SenBennetCO"
"SenBobCasey","SenBlumenthal"
"SenBobCasey","SenatorCantwell"
"SenBobCasey","SenatorCardin"
"SenBobCasey","SenatorCarper"
"SenBobCasey","SenDanCoats"
"SenBobCasey","SenThadCochran"
"SenBobCasey","MikeCrapo"
"SenBobCasey","SenatorCollins"
"SenBobCasey","SenCapito"
"SenBobCasey","JohnCornyn"
"SenBobCasey","SenBobCorker"
"SenBobCasey","SenCoonsOffice"
"SenBobCasey","SenTomCotton"
"SenBobCasey","SenTedCruz"
"SenBobCasey","SenatorDurbin"
"SenBobCasey","SenDonnelly"
"SenBobCasey","SteveDaines"
"SenBobCasey","SenatorEnzi"
"SenBobCasey","SenJoniErnst"
"SenBobCasey","SenFeinstein"
"SenBobCasey","JeffFlake"
"SenBobCasey","SenatorFischer"
"SenBobCasey","ChuckGrassley"
"SenBobCasey","SenCoryGardner"
"SenBobCasey","SenOrrinHatch"
"SenBobCasey","SenDeanHeller"
"SenBobCasey","maziehirono"
"SenBobCasey","MartinHeinrich"
"SenBobCasey","SenJohnHoeven"
"SenBobCasey","SenatorHeitkamp"
"SenBobCasey","InhofePress"
"SenBobCasey","SenatorIsakson"
"SenBobCasey","SenRonJohnson"
"SenBobCasey","SenatorKirk"
"SenBobCasey","SenAngusKing"
"SenBobCasey","SenatorLeahy"
"SenBobCasey","SenatorLankford"
"SenBobCasey","SenMikeLee"
"SenBobCasey","SenJohnMcCain"
"SenBobCasey","McConnellPress"
"SenBobCasey","SenatorMenendez"
"SenBobCasey","SenatorBarb"
"SenBobCasey","JerryMoran"
"SenBobCasey","PattyMurray"
"SenBobCasey","lisamurkowski"
"SenBobCasey","ChrisMurphyCT"
"SenBobCasey","McCaskillOffice"
"SenBobCasey","SenJeffMerkley"
"SenBobCasey","Sen_JoeManchin"
"SenBobCasey","SenBillNelson"
"SenBobCasey","senrobportman"
"SenBobCasey","SenGaryPeters"
"SenBobCasey","sendavidperdue"
"SenBobCasey","SenJackReed"
"SenBobCasey","SenatorReid"
"SenBobCasey","SenPatRoberts"
"SenBobCasey","SenatorRisch"
"SenBobCasey","SenRubioPress"
"SenBobCasey","SenatorRounds"
"SenBobCasey","SenSanders"
"SenBobCasey","SenSchumer"
"SenBobCasey","SenShelby"
"SenBobCasey","SenStabenow"
"SenBobCasey","SenatorSessions"
"SenBobCasey","SenatorShaheen"
"SenBobCasey","SenatorTimScott"
"SenBobCasey","SenBrianSchatz"
"SenBobCasey","SenSasse"
"SenBobCasey","SenDanSullivan"
"SenBobCasey","SenJohnThune"
"SenBobCasey","SenToomey"
"SenBobCasey","SenatorTester"
"SenBobCasey","SenThomTillis"
"SenBobCasey","SenatorTomUdall"
"SenBobCasey","SenatorWicker"
"SenBobCasey","RonWyden"
"SenBobCasey","SenWhitehouse"
"SenBobCasey","MarkWarner"
"SenBobCasey","SenWarren"
"SenBobCorker","SenAlexander"
"SenBobCorker","RoyBlunt"
"SenBobCorker","SenatorBurr"
"SenBobCorker","JohnBoozman"
"SenBobCorker","SenJohnBarrasso"
"SenBobCorker","SenDanCoats"
"SenBobCorker","SenatorCollins"
"SenBobCorker","JohnCornyn"
"SenBobCorker","SenTomCotton"
"SenBobCorker","SenFeinstein"
"SenBobCorker","JeffFlake"
"SenBobCorker","ChuckGrassley"
"SenBobCorker","SenCoryGardner"
"SenBobCorker","SenOrrinHatch"
"SenBobCorker","SenatorHeitkamp"
"SenBobCorker","InhofePress"
"SenBobCorker","SenatorIsakson"
"SenBobCorker","SenRonJohnson"
"SenBobCorker","SenatorKirk"
"SenBobCorker","SenMikeLee"
"SenBobCorker","SenJohnMcCain"
"SenBobCorker","SenatorMenendez"
"SenBobCorker","JerryMoran"
"SenBobCorker","lisamurkowski"
"SenBobCorker","senrobportman"
"SenBobCorker","SenatorReid"
"SenBobCorker","SenatorRisch"
"SenBobCorker","SenRubioPress"
"SenBobCorker","SenatorRounds"
"SenBobCorker","SenShelby"
"SenBobCorker","SenatorSessions"
"SenBobCorker","SenToomey"
"SenBobCorker","MarkWarner"
"SenCoonsOffice","SenAlexander"
"SenCoonsOffice","RoyBlunt"
"SenCoonsOffice","SenatorBoxer"
"SenCoonsOffice","SenSherrodBrown"
"SenCoonsOffice","SenatorBurr"
"SenCoonsOffice","SenatorBaldwin"
"SenCoonsOffice","JohnBoozman"
"SenCoonsOffice","SenJohnBarrasso"
"SenCoonsOffice","SenBennetCO"
"SenCoonsOffice","SenBlumenthal"
"SenCoonsOffice","SenatorCantwell"
"SenCoonsOffice","SenatorCardin"
"SenCoonsOffice","SenatorCarper"
"SenCoonsOffice","SenDanCoats"
"SenCoonsOffice","MikeCrapo"
"SenCoonsOffice","SenatorCollins"
"SenCoonsOffice","SenBobCasey"
"SenCoonsOffice","SenBobCorker"
"SenCoonsOffice","SenatorDurbin"
"SenCoonsOffice","SenFeinstein"
"SenCoonsOffice","JeffFlake"
"SenCoonsOffice","ChuckGrassley"
"SenCoonsOffice","SenOrrinHatch"
"SenCoonsOffice","SenDeanHeller"
"SenCoonsOffice","maziehirono"
"SenCoonsOffice","SenJohnHoeven"
"SenCoonsOffice","SenatorHeitkamp"
"SenCoonsOffice","InhofePress"
"SenCoonsOffice","SenRonJohnson"
"SenCoonsOffice","SenatorKirk"
"SenCoonsOffice","SenKaineOffice"
"SenCoonsOffice","SenatorLeahy"
"SenCoonsOffice","SenJohnMcCain"
"SenCoonsOffice","McConnellPress"
"SenCoonsOffice","SenatorMenendez"
"SenCoonsOffice","SenatorBarb"
"SenCoonsOffice","JerryMoran"
"SenCoonsOffice","PattyMurray"
"SenCoonsOffice","lisamurkowski"
"SenCoonsOffice","ChrisMurphyCT"
"SenCoonsOffice","McCaskillOffice"
"SenCoonsOffice","SenJeffMerkley"
"SenCoonsOffice","Sen_JoeManchin"
"SenCoonsOffice","SenBillNelson"
"SenCoonsOffice","senrobportman"
"SenCoonsOffice","SenJackReed"
"SenCoonsOffice","SenatorReid"
"SenCoonsOffice","SenPatRoberts"
"SenCoonsOffice","SenatorRisch"
"SenCoonsOffice","SenRubioPress"
"SenCoonsOffice","SenSanders"
"SenCoonsOffice","SenSchumer"
"SenCoonsOffice","SenShelby"
"SenCoonsOffice","SenStabenow"
"SenCoonsOffice","SenatorShaheen"
"SenCoonsOffice","SenatorTimScott"
"SenCoonsOffice","SenJohnThune"
"SenCoonsOffice","SenToomey"
"SenCoonsOffice","SenatorWicker"
"SenCoonsOffice","RonWyden"
"SenCoonsOffice","SenWhitehouse"
"SenCoonsOffice","MarkWarner"
"SenCoonsOffice","SenWarren"
"SenTomCotton","SenAlexander"
"SenTomCotton","RoyBlunt"
"SenTomCotton","SenatorBurr"
"SenTomCotton","JohnBoozman"
"SenTomCotton","SenJohnBarrasso"
"SenTomCotton","SenDanCoats"
"SenTomCotton","SenThadCochran"
"SenTomCotton","MikeCrapo"
"SenTomCotton","SenatorCollins"
"SenTomCotton","SenCapito"
"SenTomCotton","JohnCornyn"
"SenTomCotton","SenBobCorker"
"SenTomCotton","SenTedCruz"
"SenTomCotton","SenatorEnzi"
"SenTomCotton","JeffFlake"
"SenTomCotton","SenatorFischer"
"SenTomCotton","ChuckGrassley"
"SenTomCotton","SenCoryGardner"
"SenTomCotton","SenOrrinHatch"
"SenTomCotton","SenDeanHeller"
"SenTomCotton","SenJohnHoeven"
"SenTomCotton","InhofePress"
"SenTomCotton","SenatorIsakson"
"SenTomCotton","SenRonJohnson"
"SenTomCotton","SenatorKirk"
"SenTomCotton","SenatorLankford"
"SenTomCotton","SenJohnMcCain"
"SenTomCotton","McConnellPress"
"SenTomCotton","JerryMoran"
"SenTomCotton","senrobportman"
"SenTomCotton","sendavidperdue"
"SenTomCotton","SenatorRisch"
"SenTomCotton","SenRubioPress"
"SenTomCotton","SenShelby"
"SenTomCotton","SenatorSessions"
"SenTomCotton","SenatorTimScott"
"SenTomCotton","SenSasse"
"SenTomCotton","SenJohnThune"
"SenTomCotton","SenToomey"
"SenTomCotton","SenThomTillis"
"SenTomCotton","SenatorWicker"
"SenTedCruz","SenAlexander"
"SenTedCruz","RoyBlunt"
"SenTedCruz","SenatorBurr"
"SenTedCruz","SenatorBaldwin"
"SenTedCruz","JohnBoozman"
"SenTedCruz","SenJohnBarrasso"
"SenTedCruz","SenDanCoats"
"SenTedCruz","SenThadCochran"
"SenTedCruz","MikeCrapo"
"SenTedCruz","SenatorCollins"
"SenTedCruz","JohnCornyn"
"SenTedCruz","SenBobCorker"
"SenTedCruz","SteveDaines"
"SenTedCruz","SenatorEnzi"
"SenTedCruz","SenJoniErnst"
"SenTedCruz","JeffFlake"
"SenTedCruz","SenatorFischer"
"SenTedCruz","ChuckGrassley"
"SenTedCruz","SenOrrinHatch"
"SenTedCruz","SenDeanHeller"
"SenTedCruz","SenJohnHoeven"
"SenTedCruz","InhofePress"
"SenTedCruz","SenatorIsakson"
"SenTedCruz","SenRonJohnson"
"SenTedCruz","SenatorKirk"
"SenTedCruz","SenAngusKing"
"SenTedCruz","SenatorLeahy"
"SenTedCruz","SenMikeLee"
"SenTedCruz","SenJohnMcCain"
"SenTedCruz","McConnellPress"
"SenTedCruz","SenatorMenendez"
"SenTedCruz","JerryMoran"
"SenTedCruz","lisamurkowski"
"SenTedCruz","SenBillNelson"
"SenTedCruz","senrobportman"
"SenTedCruz","sendavidperdue"
"SenTedCruz","SenPatRoberts"
"SenTedCruz","SenatorRisch"
"SenTedCruz","SenRubioPress"
"SenTedCruz","SenSanders"
"SenTedCruz","SenShelby"
"SenTedCruz","SenatorSessions"
"SenTedCruz","SenatorTimScott"
"SenTedCruz","SenJohnThune"
"SenTedCruz","SenToomey"
"SenTedCruz","SenatorWicker"
"SenatorDurbin","SenAlexander"
"SenatorDurbin","RoyBlunt"
"SenatorDurbin","SenatorBoxer"
"SenatorDurbin","SenSherrodBrown"
"SenatorDurbin","SenatorBurr"
"SenatorDurbin","SenatorBaldwin"
"SenatorDurbin","SenJohnBarrasso"
"SenatorDurbin","SenBennetCO"
"SenatorDurbin","SenBlumenthal"
"SenatorDurbin","SenatorCantwell"
"SenatorDurbin","SenatorCardin"
"SenatorDurbin","SenatorCarper"
"SenatorDurbin","SenDanCoats"
"SenatorDurbin","SenThadCochran"
"SenatorDurbin","MikeCrapo"
"SenatorDurbin","SenatorCollins"
"SenatorDurbin","JohnCornyn"
"SenatorDurbin","SenBobCasey"
"SenatorDurbin","SenBobCorker"
"SenatorDurbin","SenCoonsOffice"
"SenatorDurbin","SenTedCruz"
"SenatorDurbin","SenDonnelly"
"SenatorDurbin","SenatorEnzi"
"SenatorDurbin","SenFeinstein"
"SenatorDurbin","ChuckGrassley"
"SenatorDurbin","SenDeanHeller"
"SenatorDurbin","maziehirono"
"SenatorDurbin","MartinHeinrich"
"SenatorDurbin","SenJohnHoeven"
"SenatorDurbin","SenatorHeitkamp"
"SenatorDurbin","SenRonJohnson"
"SenatorDurbin","SenatorKirk"
"SenatorDurbin","SenAngusKing"
"SenatorDurbin","SenatorLeahy"
"SenatorDurbin","SenMikeLee"
"SenatorDurbin","SenJohnMcCain"
"SenatorDurbin","SenatorMenendez"
"SenatorDurbin","SenatorBarb"
"SenatorDurbin","JerryMoran"
"SenatorDurbin","PattyMurray"
"SenatorDurbin","lisamurkowski"
"SenatorDurbin","ChrisMurphyCT"
"SenatorDurbin","McCaskillOffice"
"SenatorDurbin","SenJeffMerkley"
"SenatorDurbin","Sen_JoeManchin"
"SenatorDurbin","SenBillNelson"
"SenatorDurbin","senrobportman"
"SenatorDurbin","SenJackReed"
"SenatorDurbin","SenatorReid"
"SenatorDurbin","SenPatRoberts"
"SenatorDurbin","SenSanders"
"SenatorDurbin","SenSchumer"
"SenatorDurbin","SenShelby"
"SenatorDurbin","SenStabenow"
"SenatorDurbin","SenatorSessions"
"SenatorDurbin","SenatorShaheen"
"SenatorDurbin","SenJohnThune"
"SenatorDurbin","SenToomey"
"SenatorDurbin","SenatorTomUdall"
"SenatorDurbin","SenatorWicker"
"SenatorDurbin","RonWyden"
"SenatorDurbin","SenWhitehouse"
"SenatorDurbin","MarkWarner"
"SenatorDurbin","SenWarren"
"SenDonnelly","RoyBlunt"
"SenDonnelly","JohnBoozman"
"SenDonnelly","SenDanCoats"
"SenDonnelly","SenCapito"
"SenDonnelly","SenRonJohnson"
"SenDonnelly","lisamurkowski"
"SenDonnelly","SenJeffMerkley"
"SenDonnelly","Sen_JoeManchin"
"SteveDaines","SenAlexander"
"SteveDaines","RoyBlunt"
"SteveDaines","SenatorBurr"
"SteveDaines","JohnBoozman"
"SteveDaines","SenJohnBarrasso"
"SteveDaines","SenDanCoats"
"SteveDaines","SenThadCochran"
"SteveDaines","MikeCrapo"
"SteveDaines","SenatorCollins"
"SteveDaines","SenCapito"
"SteveDaines","JohnCornyn"
"SteveDaines","SenBobCorker"
"SteveDaines","SenTomCotton"
"SteveDaines","SenTedCruz"
"SteveDaines","SenatorEnzi"
"SteveDaines","SenJoniErnst"
"SteveDaines","JeffFlake"
"SteveDaines","SenatorFischer"
"SteveDaines","ChuckGrassley"
"SteveDaines","SenCoryGardner"
"SteveDaines","SenOrrinHatch"
"SteveDaines","SenDeanHeller"
"SteveDaines","SenJohnHoeven"
"SteveDaines","InhofePress"
"SteveDaines","SenatorIsakson"
"SteveDaines","SenRonJohnson"
"SteveDaines","SenatorKirk"
"SteveDaines","SenatorLankford"
"SteveDaines","SenMikeLee"
"SteveDaines","SenJohnMcCain"
"SteveDaines","McConnellPress"
"SteveDaines","JerryMoran"
"SteveDaines","lisamurkowski"
"SteveDaines","senrobportman"
"SteveDaines","sendavidperdue"
"SteveDaines","SenPatRoberts"
"SteveDaines","SenatorRisch"
"SteveDaines","SenRubioPress"
"SteveDaines","SenatorRounds"
"SteveDaines","SenatorSessions"
"SteveDaines","SenatorTimScott"
"SteveDaines","SenSasse"
"SteveDaines","SenDanSullivan"
"SteveDaines","SenJohnThune"
"SteveDaines","SenToomey"
"SteveDaines","SenatorTester"
"SteveDaines","SenatorWicker"
"SenatorEnzi","SenAlexander"
"SenatorEnzi","RoyBlunt"
"SenatorEnzi","SenatorBoxer"
"SenatorEnzi","SenSherrodBrown"
"SenatorEnzi","SenatorBurr"
"SenatorEnzi","JohnBoozman"
"SenatorEnzi","SenJohnBarrasso"
"SenatorEnzi","SenBennetCO"
"SenatorEnzi","SenBlumenthal"
"SenatorEnzi","SenatorCantwell"
"SenatorEnzi","SenatorCardin"
"SenatorEnzi","SenatorCarper"
"SenatorEnzi","SenDanCoats"
"SenatorEnzi","SenThadCochran"
"SenatorEnzi","MikeCrapo"
"SenatorEnzi","SenatorCollins"
"SenatorEnzi","SenCapito"
"SenatorEnzi","JohnCornyn"
"SenatorEnzi","SenBobCasey"
"SenatorEnzi","SenBobCorker"
"SenatorEnzi","SenCoonsOffice"
"SenatorEnzi","SenTomCotton"
"SenatorEnzi","SenTedCruz"
"SenatorEnzi","SenatorDurbin"
"SenatorEnzi","SteveDaines"
"SenatorEnzi","SenJoniErnst"
"SenatorEnzi","SenFeinstein"
"SenatorEnzi","JeffFlake"
"SenatorEnzi","SenatorFischer"
"SenatorEnzi","ChuckGrassley"
"SenatorEnzi","SenCoryGardner"
"SenatorEnzi","SenOrrinHatch"
"SenatorEnzi","SenDeanHeller"
"SenatorEnzi","SenJohnHoeven"
"SenatorEnzi","InhofePress"
"SenatorEnzi","SenatorIsakson"
"SenatorEnzi","SenRonJohnson"
"SenatorEnzi","SenatorKirk"
"SenatorEnzi","SenKaineOffice"
"SenatorEnzi","SenatorLeahy"
"SenatorEnzi","SenatorLankford"
"SenatorEnzi","SenMikeLee"
"SenatorEnzi","SenJohnMcCain"
"SenatorEnzi","McConnellPress"
"SenatorEnzi","SenatorMenendez"
"SenatorEnzi","SenatorBarb"
"SenatorEnzi","JerryMoran"
"SenatorEnzi","PattyMurray"
"SenatorEnzi","lisamurkowski"
"SenatorEnzi","McCaskillOffice"
"SenatorEnzi","SenJeffMerkley"
"SenatorEnzi","Sen_JoeManchin"
"SenatorEnzi","SenBillNelson"
"SenatorEnzi","senrobportman"
"SenatorEnzi","SenGaryPeters"
"SenatorEnzi","sendavidperdue"
"SenatorEnzi","SenJackReed"
"SenatorEnzi","SenatorReid"
"SenatorEnzi","SenPatRoberts"
"SenatorEnzi","SenatorRisch"
"SenatorEnzi","SenRubioPress"
"SenatorEnzi","SenatorRounds"
"SenatorEnzi","SenSanders"
"SenatorEnzi","SenSchumer"
"SenatorEnzi","SenShelby"
"SenatorEnzi","SenStabenow"
"SenatorEnzi","SenatorSessions"
"SenatorEnzi","SenatorShaheen"
"SenatorEnzi","SenatorTimScott"
"SenatorEnzi","SenSasse"
"SenatorEnzi","SenDanSullivan"
"SenatorEnzi","SenJohnThune"
"SenatorEnzi","SenToomey"
"SenatorEnzi","SenatorTester"
"SenatorEnzi","SenThomTillis"
"SenatorEnzi","SenatorTomUdall"
"SenatorEnzi","SenatorWicker"
"SenatorEnzi","RonWyden"
"SenatorEnzi","SenWhitehouse"
"SenatorEnzi","MarkWarner"
"SenatorEnzi","SenWarren"
"SenFeinstein","SenAlexander"
"SenFeinstein","SenatorBoxer"
"SenFeinstein","SenSherrodBrown"
"SenFeinstein","SenatorBurr"
"SenFeinstein","SenatorBaldwin"
"SenFeinstein","SenBennetCO"
"SenFeinstein","SenBlumenthal"
"SenFeinstein","SenatorCantwell"
"SenFeinstein","SenatorCardin"
"SenFeinstein","SenatorCarper"
"SenFeinstein","SenatorCollins"
"SenFeinstein","SenBobCasey"
"SenFeinstein","SenatorDurbin"
"SenFeinstein","ChuckGrassley"
"SenFeinstein","maziehirono"
"SenFeinstein","MartinHeinrich"
"SenFeinstein","SenAngusKing"
"SenFeinstein","SenatorLeahy"
"SenFeinstein","SenatorMenendez"
"SenFeinstein","SenatorBarb"
"SenFeinstein","PattyMurray"
"SenFeinstein","lisamurkowski"
"SenFeinstein","ChrisMurphyCT"
"SenFeinstein","McCaskillOffice"
"SenFeinstein","SenJeffMerkley"
"SenFeinstein","Sen_JoeManchin"
"SenFeinstein","SenBillNelson"
"SenFeinstein","SenJackReed"
"SenFeinstein","SenatorReid"
"SenFeinstein","SenSanders"
"SenFeinstein","SenSchumer"
"SenFeinstein","SenStabenow"
"SenFeinstein","SenatorShaheen"
"SenFeinstein","SenatorTomUdall"
"SenFeinstein","RonWyden"
"SenFeinstein","SenWhitehouse"
"SenFeinstein","MarkWarner"
"SenFeinstein","SenWarren"
"JeffFlake","MikeCrapo"
"JeffFlake","SenDeanHeller"
"JeffFlake","SenJohnMcCain"
"JeffFlake","SenToomey"
"SenatorFischer","SenAlexander"
"SenatorFischer","RoyBlunt"
"SenatorFischer","SenatorBoxer"
"SenatorFischer","SenSherrodBrown"
"SenatorFischer","SenatorBurr"
"SenatorFischer","SenatorBaldwin"
"SenatorFischer","JohnBoozman"
"SenatorFischer","SenJohnBarrasso"
"SenatorFischer","SenBennetCO"
"SenatorFischer","SenBlumenthal"
"SenatorFischer","SenatorCantwell"
"SenatorFischer","SenatorCardin"
"SenatorFischer","SenatorCarper"
"SenatorFischer","SenDanCoats"
"SenatorFischer","SenThadCochran"
"SenatorFischer","MikeCrapo"
"SenatorFischer","SenatorCollins"
"SenatorFischer","SenCapito"
"SenatorFischer","JohnCornyn"
"SenatorFischer","SenBobCasey"
"SenatorFischer","SenBobCorker"
"SenatorFischer","SenCoonsOffice"
"SenatorFischer","SenTomCotton"
"SenatorFischer","SenTedCruz"
"SenatorFischer","SenatorDurbin"
"SenatorFischer","SenDonnelly"
"SenatorFischer","SteveDaines"
"SenatorFischer","SenatorEnzi"
"SenatorFischer","SenJoniErnst"
"SenatorFischer","SenFeinstein"
"SenatorFischer","JeffFlake"
"SenatorFischer","ChuckGrassley"
"SenatorFischer","SenOrrinHatch"
"SenatorFischer","SenDeanHeller"
"SenatorFischer","maziehirono"
"SenatorFischer","MartinHeinrich"
"SenatorFischer","SenJohnHoeven"
"SenatorFischer","SenatorHeitkamp"
"SenatorFischer","InhofePress"
"SenatorFischer","SenRonJohnson"
"SenatorFischer","SenatorKirk"
"SenatorFischer","SenAngusKing"
"SenatorFischer","SenatorLeahy"
"SenatorFischer","SenatorLankford"
"SenatorFischer","SenMikeLee"
"SenatorFischer","SenJohnMcCain"
"SenatorFischer","McConnellPress"
"SenatorFischer","SenatorMenendez"
"SenatorFischer","SenatorBarb"
"SenatorFischer","JerryMoran"
"SenatorFischer","PattyMurray"
"SenatorFischer","lisamurkowski"
"SenatorFischer","ChrisMurphyCT"
"SenatorFischer","McCaskillOffice"
"SenatorFischer","SenJeffMerkley"
"SenatorFischer","Sen_JoeManchin"
"SenatorFischer","SenBillNelson"
"SenatorFischer","senrobportman"
"SenatorFischer","SenGaryPeters"
"SenatorFischer","sendavidperdue"
"SenatorFischer","SenJackReed"
"SenatorFischer","SenatorReid"
"SenatorFischer","SenPatRoberts"
"SenatorFischer","SenatorRisch"
"SenatorFischer","SenRubioPress"
"SenatorFischer","SenatorRounds"
"SenatorFischer","SenSanders"
"SenatorFischer","SenSchumer"
"SenatorFischer","SenShelby"
"SenatorFischer","SenStabenow"
"SenatorFischer","SenatorSessions"
"SenatorFischer","SenatorShaheen"
"SenatorFischer","SenatorTimScott"
"SenatorFischer","SenBrianSchatz"
"SenatorFischer","SenSasse"
"SenatorFischer","SenJohnThune"
"SenatorFischer","SenToomey"
"SenatorFischer","SenatorTester"
"SenatorFischer","SenThomTillis"
"SenatorFischer","SenatorTomUdall"
"SenatorFischer","SenatorWicker"
"SenatorFischer","RonWyden"
"SenatorFischer","SenWhitehouse"
"SenatorFischer","MarkWarner"
"SenatorFischer","SenWarren"
"ChuckGrassley","SenAlexander"
"ChuckGrassley","RoyBlunt"
"ChuckGrassley","SenatorBurr"
"ChuckGrassley","JohnBoozman"
"ChuckGrassley","SenJohnBarrasso"
"ChuckGrassley","SenDanCoats"
"ChuckGrassley","SenatorCollins"
"ChuckGrassley","JohnCornyn"
"ChuckGrassley","SenOrrinHatch"
"ChuckGrassley","SenatorIsakson"
"ChuckGrassley","SenRonJohnson"
"ChuckGrassley","SenatorKirk"
"ChuckGrassley","SenMikeLee"
"ChuckGrassley","SenJohnMcCain"
"ChuckGrassley","JerryMoran"
"ChuckGrassley","Sen_JoeManchin"
"ChuckGrassley","senrobportman"
"ChuckGrassley","SenPatRoberts"
"ChuckGrassley","SenRubioPress"
"ChuckGrassley","SenToomey"
"ChuckGrassley","SenatorWicker"
"ChuckGrassley","RonWyden"
"ChuckGrassley","MarkWarner"
"SenCoryGardner","SenAlexander"
"SenCoryGardner","RoyBlunt"
"SenCoryGardner","SenatorBurr"
"SenCoryGardner","JohnBoozman"
"SenCoryGardner","SenJohnBarrasso"
"SenCoryGardner","SenBennetCO"
"SenCoryGardner","SenDanCoats"
"SenCoryGardner","SenThadCochran"
"SenCoryGardner","MikeCrapo"
"SenCoryGardner","SenatorCollins"
"SenCoryGardner","SenCapito"
"SenCoryGardner","JohnCornyn"
"SenCoryGardner","SenBobCorker"
"SenCoryGardner","SenTomCotton"
"SenCoryGardner","SenTedCruz"
"SenCoryGardner","SteveDaines"
"SenCoryGardner","SenatorEnzi"
"SenCoryGardner","SenJoniErnst"
"SenCoryGardner","JeffFlake"
"SenCoryGardner","SenatorFischer"
"SenCoryGardner","ChuckGrassley"
"SenCoryGardner","SenJohnHoeven"
"SenCoryGardner","InhofePress"
"SenCoryGardner","SenatorIsakson"
"SenCoryGardner","SenRonJohnson"
"SenCoryGardner","SenatorKirk"
"SenCoryGardner","SenatorLankford"
"SenCoryGardner","SenMikeLee"
"SenCoryGardner","SenJohnMcCain"
"SenCoryGardner","McConnellPress"
"SenCoryGardner","JerryMoran"
"SenCoryGardner","lisamurkowski"
"SenCoryGardner","senrobportman"
