"year","state","county","rep","dem","other"
1972,"north carolina","new hanover",19060,5894,661
1972,"north carolina","northampton",2997,3233,52
1972,"north carolina","onslow",10343,2424,154
1972,"north carolina","orange",11632,12634,142
1972,"north carolina","pamlico",1847,919,28
1972,"north carolina","pasquotank",3906,2115,172
1972,"north carolina","pender",3327,1415,87
1972,"north carolina","perquimans",1299,723,54
1972,"north carolina","person",5941,2246,77
1972,"north carolina","pitt",14406,5858,195
1972,"north carolina","polk",3121,1416,100
1972,"north carolina","randolph",18724,5346,559
1972,"north carolina","richmond",5692,3508,156
1972,"north carolina","robeson",11362,7391,188
1972,"north carolina","rockingham",14519,5530,358
1972,"north carolina","rowan",20735,6834,705
1972,"north carolina","rutherford",9506,4140,170
1972,"north carolina","sampson",9684,4888,154
1972,"north carolina","scotland",3485,1938,49
1972,"north carolina","stanly",12459,5218,295
1972,"north carolina","stokes",7118,3254,274
1972,"north carolina","surry",10497,4706,284
1972,"north carolina","swain",2052,1101,31
1972,"north carolina","transylvania",5860,2321,223
1972,"north carolina","tyrrell",676,459,5
1972,"north carolina","union",10264,3886,186
1972,"north carolina","vance",6491,3117,102
1972,"north carolina","wake",56808,22807,1174
1972,"north carolina","warren",2603,1698,65
1972,"north carolina","washington",2559,1546,46
1972,"north carolina","watauga",6017,3451,105
1972,"north carolina","wayne",14352,5234,256
1972,"north carolina","wilkes",13105,4634,255
1972,"north carolina","wilson",12060,4166,286
1972,"north carolina","yadkin",6824,1592,205
1972,"north carolina","yancey",3106,2278,56
1972,"north dakota","adams",1177,665,33
1972,"north dakota","barnes",4518,2804,67
1972,"north dakota","benson",2050,1635,36
1972,"north dakota","billings",509,192,28
1972,"north dakota","bottineau",3263,1369,56
1972,"north dakota","bowman",1111,643,47
1972,"north dakota","burke",1446,651,82
1972,"north dakota","burleigh",13909,5841,894
1972,"north dakota","cass",21770,14073,463
1972,"north dakota","cavalier",2898,1867,59
1972,"north dakota","dickey",2277,1266,38
1972,"north dakota","divide",1230,774,36
1972,"north dakota","dunn",1438,644,115
1972,"north dakota","eddy",1022,911,31
1972,"north dakota","emmons",2194,1115,91
1972,"north dakota","foster",1352,861,30
1972,"north dakota","golden valley",774,362,93
1972,"north dakota","grand forks",13361,9416,698
1972,"north dakota","grant",1569,596,71
1972,"north dakota","griggs",1312,901,45
1972,"north dakota","hettinger",1511,726,90
1972,"north dakota","kidder",1315,557,89
1972,"north dakota","lamoure",2110,1399,30
1972,"north dakota","logan",1408,554,69
1972,"north dakota","mchenry",2765,1554,27
1972,"north dakota","mcintosh",2440,521,29
1972,"north dakota","mckenzie",1913,937,54
1972,"north dakota","mclean",3575,1703,120
1972,"north dakota","mercer",2567,784,105
1972,"north dakota","morton",5494,3312,371
1972,"north dakota","mountrail",2038,1391,67
1972,"north dakota","nelson",1625,1358,45
1972,"north dakota","oliver",669,293,65
1972,"north dakota","pembina",3317,1801,85
1972,"north dakota","pierce",1970,973,35
1972,"north dakota","ramsey",3954,2384,62
1972,"north dakota","ransom",2056,1355,24
1972,"north dakota","renville",1121,702,12
1972,"north dakota","richland",5194,3367,63
1972,"north dakota","rolette",1713,1803,43
1972,"north dakota","sargent",1616,1331,19
1972,"north dakota","sheridan",1460,334,15
1972,"north dakota","sioux",561,557,24
1972,"north dakota","slope",413,249,28
1972,"north dakota","stark",5115,2636,380
1972,"north dakota","steele",1063,892,15
1972,"north dakota","stutsman",6269,3589,170
1972,"north dakota","towner",1349,944,32
1972,"north dakota","traill",3118,1892,68
1972,"north dakota","walsh",3991,2908,191
1972,"north dakota","ward",13900,6706,262
1972,"north dakota","wells",2519,1297,94
1972,"north dakota","williams",4800,2989,225
1972,"ohio","adams",4980,2709,193
1972,"ohio","allen",26966,10184,1393
1972,"ohio","ashland",12470,4302,302
1972,"ohio","ashtabula",22762,15052,794
1972,"ohio","athens",9735,9977,203
1972,"ohio","auglaize",11900,4617,530
1972,"ohio","belmont",17628,14800,450
1972,"ohio","brown",6772,3770,262
1972,"ohio","butler",50380,21194,2061
1972,"ohio","carroll",5984,2755,275
1972,"ohio","champaign",8756,3626,221
1972,"ohio","clark",34447,19725,1578
1972,"ohio","clermont",22936,8276,777
1972,"ohio","clinton",8140,2709,139
1972,"ohio","columbiana",27308,15683,611
1972,"ohio","coshocton",8082,3790,334
1972,"ohio","crawford",14632,5518,903
1972,"ohio","cuyahoga",329493,317670,12588
1972,"ohio","darke",13862,6534,700
1972,"ohio","defiance",8914,4377,339
1972,"ohio","delaware",12950,4452,484
1972,"ohio","erie",16714,10889,988
1972,"ohio","fairfield",21909,7746,913
1972,"ohio","fayette",6970,2344,201
1972,"ohio","franklin",219771,117562,7475
1972,"ohio","fulton",8387,3615,232
1972,"ohio","gallia",6506,2341,139
1972,"ohio","geauga",15624,7329,624
1972,"ohio","greene",25349,12736,824
1972,"ohio","guernsey",9648,4757,214
1972,"ohio","hamilton",239212,119054,6119
1972,"ohio","hancock",18111,6084,1429
1972,"ohio","hardin",8713,3535,354
1972,"ohio","harrison",4554,2388,68
1972,"ohio","henry",8099,3145,231
1972,"ohio","highland",8524,3464,238
1972,"ohio","hocking",5407,2874,211
1972,"ohio","holmes",3752,1507,103
1972,"ohio","huron",10942,5491,907
1972,"ohio","jackson",7351,3410,162
1972,"ohio","jefferson",21531,16198,545
1972,"ohio","knox",10705,5370,664
1972,"ohio","lake",42488,27523,2130
1972,"ohio","lawrence",15125,7112,330
1972,"ohio","licking",28070,12460,1702
1972,"ohio","logan",10938,3786,656
1972,"ohio","lorain",51102,36634,3280
1972,"ohio","lucas",88401,90142,4166
1972,"ohio","madison",8372,2484,208
1972,"ohio","mahoning",64144,62428,2516
1972,"ohio","marion",17197,7970,492
1972,"ohio","medina",21010,10643,758
1972,"ohio","meigs",5961,2335,137
1972,"ohio","mercer",8587,5798,522
1972,"ohio","miami",21226,9121,665
1972,"ohio","monroe",3721,2483,88
1972,"ohio","montgomery",120998,82231,5323
1972,"ohio","morgan",3679,1554,138
1972,"ohio","morrow",6886,2527,346
1972,"ohio","muskingum",19897,10313,884
1972,"ohio","noble",3274,1449,76
1972,"ohio","ottawa",9772,6465,652
1972,"ohio","paulding",4553,2283,189
1972,"ohio","perry",6716,3728,365
1972,"ohio","pickaway",9661,2978,363
1972,"ohio","pike",5037,3531,193
1972,"ohio","portage",23294,20769,939
1972,"ohio","preble",8993,3472,330
1972,"ohio","putnam",8185,3729,428
1972,"ohio","richland",31117,13468,1056
1972,"ohio","ross",15573,5879,436
1972,"ohio","sandusky",15489,8308,546
1972,"ohio","scioto",19998,11008,673
1972,"ohio","seneca",13939,8180,799
1972,"ohio","shelby",9089,4721,893
1972,"ohio","stark",92110,51565,3135
1972,"ohio","summit",112419,108534,4263
1972,"ohio","trumbull",47680,35278,2308
1972,"ohio","tuscarawas",18413,12255,501
1972,"ohio","union",8389,2447,218
1972,"ohio","van wert",9545,3644,202
1972,"ohio","vinton",2725,1537,74
1972,"ohio","warren",20210,6941,746
1972,"ohio","washington",14023,5814,597
1972,"ohio","wayne",20368,9260,448
1972,"ohio","williams",9083,4278,244
1972,"ohio","wood",21080,13494,1051
1972,"ohio","wyandot",6414,2771,227
1972,"oklahoma","adair",4720,1601,134
1972,"oklahoma","alfalfa",3208,641,88
1972,"oklahoma","atoka",2905,993,89
1972,"oklahoma","beaver",2562,522,102
1972,"oklahoma","beckham",4472,1608,155
1972,"oklahoma","blaine",3958,963,171
1972,"oklahoma","bryan",5397,3144,177
1972,"oklahoma","caddo",7683,2921,308
1972,"oklahoma","canadian",11400,2751,413
1972,"oklahoma","carter",9368,4577,161
1972,"oklahoma","cherokee",7080,2899,227
1972,"oklahoma","choctaw",3399,1798,81
1972,"oklahoma","cimarron",1350,323,212
1972,"oklahoma","cleveland",25777,11126,615
1972,"oklahoma","coal",1461,680,38
1972,"oklahoma","comanche",19759,4559,427
1972,"oklahoma","cotton",2050,798,71
1972,"oklahoma","craig",4163,1642,112
1972,"oklahoma","creek",12396,3705,402
1972,"oklahoma","custer",7267,2298,215
1972,"oklahoma","delaware",5476,2135,178
1972,"oklahoma","dewey",2106,626,84
1972,"oklahoma","ellis",2059,473,116
1972,"oklahoma","garfield",19348,4557,564
1972,"oklahoma","garvin",7245,2685,315
1972,"oklahoma","grady",7762,3440,297
1972,"oklahoma","grant",2829,805,121
1972,"oklahoma","greer",2154,1004,86
1972,"oklahoma","harmon",1319,568,42
1972,"oklahoma","harper",1976,385,114
1972,"oklahoma","haskell",2815,1408,237
1972,"oklahoma","hughes",3497,1787,108
1972,"oklahoma","jackson",5519,2054,134
1972,"oklahoma","jefferson",1709,969,73
1972,"oklahoma","johnston",2205,983,68
1972,"oklahoma","kay",17244,4246,494
1972,"oklahoma","kingfisher",4861,912,162
1972,"oklahoma","kiowa",3711,1495,110
1972,"oklahoma","latimer",2520,1239,130
1972,"oklahoma","le flore",7932,3433,394
1972,"oklahoma","lincoln",6512,1919,254
1972,"oklahoma","logan",6543,2760,200
1972,"oklahoma","love",1407,671,30
1972,"oklahoma","mcclain",4241,1350,206
1972,"oklahoma","mccurtain",6441,2568,166
1972,"oklahoma","mcintosh",3216,1686,132
1972,"oklahoma","major",3203,512,103
1972,"oklahoma","marshall",2273,1113,91
1972,"oklahoma","mayes",7535,2656,263
1972,"oklahoma","murray",2983,1294,95
1972,"oklahoma","muskogee",15161,7380,551
1972,"oklahoma","noble",4085,999,128
1972,"oklahoma","nowata",3293,1096,146
1972,"oklahoma","okfuskee",2862,1328,99
1972,"oklahoma","oklahoma",156437,46986,4502
1972,"oklahoma","okmulgee",8706,4494,442
1972,"oklahoma","osage",9288,2968,335
1972,"oklahoma","ottawa",8348,3657,158
1972,"oklahoma","pawnee",4280,1135,122
1972,"oklahoma","payne",17019,5644,407
1972,"oklahoma","pittsburg",9989,4748,303
1972,"oklahoma","pontotoc",8762,3160,240
1972,"oklahoma","pottawatomie",13308,4822,534
1972,"oklahoma","pushmataha",2456,1016,127
1972,"oklahoma","roger mills",1696,420,54
1972,"oklahoma","rogers",9697,2607,424
1972,"oklahoma","seminole",6879,2746,199
1972,"oklahoma","sequoyah",6842,2519,190
1972,"oklahoma","stephens",10309,3623,464
1972,"oklahoma","texas",5726,924,287
1972,"oklahoma","tillman",3331,1256,110
1972,"oklahoma","tulsa",125278,32779,3069
1972,"oklahoma","wagoner",6569,2257,281
1972,"oklahoma","washington",16347,3658,495
1972,"oklahoma","washita",3578,1305,125
1972,"oklahoma","woods",4413,1234,142
1972,"oklahoma","woodward",5350,1104,229
1972,"oregon","baker",3441,2047,732
1972,"oregon","benton",14906,10842,708
1972,"oregon","clackamas",41767,32540,3782
1972,"oregon","clatsop",5998,6017,632
1972,"oregon","columbia",5348,5997,939
1972,"oregon","coos",10370,11778,1065
1972,"oregon","crook",2167,1743,213
1972,"oregon","curry",2832,2108,530
1972,"oregon","deschutes",7747,6319,753
1972,"oregon","douglas",15881,9009,2618
1972,"oregon","gilliam",665,355,49
1972,"oregon","grant",1781,932,238
1972,"oregon","harney",1693,1004,166
1972,"oregon","hood river",3152,2330,359
1972,"oregon","jackson",24003,14529,3029
1972,"oregon","jefferson",1816,1229,176
1972,"oregon","josephine",9911,5090,1926
1972,"oregon","klamath",11169,5719,2066
1972,"oregon","lake",1619,777,257
1972,"oregon","lane",47739,46177,4271
1972,"oregon","lincoln",6112,5117,625
1972,"oregon","linn",15079,11178,1557
1972,"oregon","malheur",5908,1870,993
1972,"oregon","marion",36441,23908,3012
1972,"oregon","morrow",1059,718,230
1972,"oregon","multnomah",118219,125470,9269
1972,"oregon","polk",8985,5908,716
1972,"oregon","sherman",677,330,36
1972,"oregon","tillamook",4120,3544,380
1972,"oregon","umatilla",10470,6090,1511
1972,"oregon","union",5073,3272,640
1972,"oregon","wallowa",1909,899,257
1972,"oregon","wasco",4537,3749,489
1972,"oregon","washington",43958,27890,3390
1972,"oregon","wheeler",474,267,45
1972,"oregon","yamhill",9660,6008,841
1972,"pennsylvania","adams",13593,5529,243
1972,"pennsylvania","allegheny",371737,282496,14302
1972,"pennsylvania","armstrong",17557,10490,451
1972,"pennsylvania","beaver",43637,31570,2130
1972,"pennsylvania","bedford",11243,3836,259
1972,"pennsylvania","berks",66172,36563,3392
1972,"pennsylvania","blair",33126,10023,961
1972,"pennsylvania","bradford",15050,5204,204
1972,"pennsylvania","bucks",99684,56784,3591
1972,"pennsylvania","butler",29665,14695,1214
1972,"pennsylvania","cambria",43825,27950,1200
1972,"pennsylvania","cameron",1935,828,64
1972,"pennsylvania","carbon",11639,7774,299
1972,"pennsylvania","centre",20683,13194,320
1972,"pennsylvania","chester",72726,31118,2415
1972,"pennsylvania","clarion",10073,4509,239
1972,"pennsylvania","clearfield",16780,9246,383
1972,"pennsylvania","clinton",8205,4772,142
1972,"pennsylvania","columbia",14187,7222,900
1972,"pennsylvania","crawford",18393,9371,805
1972,"pennsylvania","cumberland",42099,14562,1114
1972,"pennsylvania","dauphin",54307,22587,1376
1972,"pennsylvania","delaware",175414,94144,4893
1972,"pennsylvania","elk",7900,4710,298
1972,"pennsylvania","erie",61542,42022,2149
1972,"pennsylvania","fayette",27288,22475,716
1972,"pennsylvania","forest",1374,509,32
1972,"pennsylvania","franklin",24093,9456,866
1972,"pennsylvania","fulton",2515,1192,90
1972,"pennsylvania","greene",7790,5562,191
1972,"pennsylvania","huntingdon",9606,3394,216
1972,"pennsylvania","indiana",18122,10833,319
1972,"pennsylvania","jefferson",11631,5024,221
1972,"pennsylvania","juniata",4412,2156,85
1972,"pennsylvania","lackawanna",58838,45465,566
1972,"pennsylvania","lancaster",81036,24223,1879
1972,"pennsylvania","lawrence",23712,17595,990
1972,"pennsylvania","lebanon",25008,6683,629
1972,"pennsylvania","lehigh",58023,33325,1654
1972,"pennsylvania","luzerne",81358,51128,1120
1972,"pennsylvania","lycoming",28913,11999,1175
1972,"pennsylvania","mckean",11958,4513,202
1972,"pennsylvania","mercer",27961,18087,1052
1972,"pennsylvania","mifflin",9989,3667,199
1972,"pennsylvania","monroe",12701,5619,494
1972,"pennsylvania","montgomery",173662,91959,4397
1972,"pennsylvania","montour",4386,1755,157
1972,"pennsylvania","northampton",41822,32335,124
1972,"pennsylvania","northumberland",25912,13885,588
1972,"pennsylvania","perry",8082,2731,212
1972,"pennsylvania","philadelphia",344096,431736,8138
1972,"pennsylvania","pike",4568,1385,155
1972,"pennsylvania","potter",4422,1710,104
1972,"pennsylvania","schuylkill",44071,26077,1447
1972,"pennsylvania","snyder",7308,1834,203
1972,"pennsylvania","somerset",19739,8743,359
1972,"pennsylvania","sullivan",1886,885,37
1972,"pennsylvania","susquehanna",9476,4154,349
1972,"pennsylvania","tioga",10028,3733,157
1972,"pennsylvania","union",6905,2278,202
1972,"pennsylvania","venango",13991,6302,501
1972,"pennsylvania","warren",10018,4877,272
1972,"pennsylvania","washington",42587,34781,1494
1972,"pennsylvania","wayne",8948,2733,328
1972,"pennsylvania","westmoreland",75085,59322,3120
1972,"pennsylvania","wyoming",6423,2112,96
1972,"pennsylvania","york",63606,27520,2154
1972,"rhode island","bristol",12009,9928,48
1972,"rhode island","kent",40534,29004,115
1972,"rhode island","newport",19142,12844,49
1972,"rhode island","providence",129418,129232,506
1972,"rhode island","washington",19280,13637,62
1972,"south carolina","abbeville",3266,1349,122
1972,"south carolina","aiken",21117,5745,545
1972,"south carolina","allendale",1741,1386,19
1972,"south carolina","anderson",17514,5241,537
1972,"south carolina","bamberg",2537,1680,36
1972,"south carolina","barnwell",3955,1560,0
1972,"south carolina","beaufort",5929,3237,81
1972,"south carolina","berkeley",9345,4497,177
1972,"south carolina","calhoun",1867,1148,50
1972,"south carolina","charleston",39863,16855,1229
1972,"south carolina","cherokee",7570,2107,123
1972,"south carolina","chester",4724,2352,60
1972,"south carolina","chesterfield",5230,2938,61
1972,"south carolina","clarendon",3958,3276,50
1972,"south carolina","colleton",5723,2376,134
1972,"south carolina","darlington",11756,4414,149
1972,"south carolina","dillon",4364,1604,66
1972,"south carolina","dorchester",8095,3606,185
1972,"south carolina","edgefield",2812,1326,80
1972,"south carolina","fairfield",2608,2492,46
1972,"south carolina","florence",18106,9455,165
1972,"south carolina","georgetown",6114,4446,116
1972,"south carolina","greenville",46360,10143,1726
1972,"south carolina","greenwood",9370,3400,205
1972,"south carolina","hampton",2891,2086,46
1972,"south carolina","horry",15324,4437,183
1972,"south carolina","jasper",1650,1203,31
1972,"south carolina","kershaw",8035,2531,178
1972,"south carolina","lancaster",9016,2461,103
1972,"south carolina","laurens",8141,2650,142
1972,"south carolina","lee",3076,1996,28
1972,"south carolina","lexington",25327,4069,490
1972,"south carolina","mccormick",1302,844,16
1972,"south carolina","marion",4719,2545,34
1972,"south carolina","marlboro",3838,1999,15
1972,"south carolina","newberry",7325,2035,161
1972,"south carolina","oconee",6824,1740,164
1972,"south carolina","orangeburg",11711,7652,382
1972,"south carolina","pickens",11776,2255,265
1972,"south carolina","richland",39746,21462,787
1972,"south carolina","saluda",3095,1022,74
1972,"south carolina","spartanburg",31308,9586,662
1972,"south carolina","sumter",10892,5801,107
1972,"south carolina","union",8337,2676,52
1972,"south carolina","williamsburg",5729,5213,73
1972,"south carolina","york",14441,6374,211
1972,"south dakota","aurora",1075,1257,7
1972,"south dakota","beadle",5922,4297,25
1972,"south dakota","bennett",808,476,2
1972,"south dakota","bon homme",2116,2368,9
1972,"south dakota","brookings",5182,4701,33
1972,"south dakota","brown",8134,8216,101
1972,"south dakota","brule",1421,1665,11
1972,"south dakota","buffalo",221,275,1
1972,"south dakota","butte",2452,1085,26
1972,"south dakota","campbell",1169,361,7
1972,"south dakota","charles mix",2020,2691,10
1972,"south dakota","clark",1617,1336,9
1972,"south dakota","clay",2518,2821,13
1972,"south dakota","codington",4936,4601,27
1972,"south dakota","corson",975,689,9
1972,"south dakota","custer",1476,798,15
1972,"south dakota","davison",3796,4710,25
1972,"south dakota","day",1971,2719,9
1972,"south dakota","deuel",1357,1370,9
1972,"south dakota","dewey",1008,699,5
1972,"south dakota","douglas",1434,887,4
1972,"south dakota","edmunds",1567,1646,3
1972,"south dakota","fall river",2374,1107,16
1972,"south dakota","faulk",1004,986,15
1972,"south dakota","grant",2247,2231,12
1972,"south dakota","gregory",1670,1555,12
1972,"south dakota","haakon",1021,366,9
1972,"south dakota","hamlin",1693,1276,9
1972,"south dakota","hand",1806,1307,6
1972,"south dakota","hanson",876,1022,8
1972,"south dakota","harding",637,253,0
1972,"south dakota","hughes",4231,2037,14
1972,"south dakota","hutchinson",3092,2248,8
1972,"south dakota","hyde",789,533,4
1972,"south dakota","jackson",581,261,4
1972,"south dakota","jerauld",988,829,3
1972,"south dakota","jones",642,346,9
1972,"south dakota","kingsbury",2320,1632,6
1972,"south dakota","lake",2919,2886,17
1972,"south dakota","lawrence",4795,2533,24
1972,"south dakota","lincoln",3201,2617,10
1972,"south dakota","lyman",1166,774,4
1972,"south dakota","mccook",1963,1993,7
1972,"south dakota","mcpherson",1950,579,6
1972,"south dakota","marshall",1500,1646,1
1972,"south dakota","meade",3416,1633,31
1972,"south dakota","mellette",637,433,6
1972,"south dakota","miner",1059,1337,9
1972,"south dakota","minnehaha",22447,22386,155
1972,"south dakota","moody",1648,1895,11
1972,"south dakota","pennington",13654,8592,80
1972,"south dakota","perkins",1691,900,7
1972,"south dakota","potter",1389,858,6
1972,"south dakota","roberts",2187,2976,9
1972,"south dakota","sanborn",1064,1074,7
1972,"south dakota","shannon",356,1246,9
1972,"south dakota","spink",2547,2321,12
1972,"south dakota","stanley",779,492,7
1972,"south dakota","sully",773,414,4
1972,"south dakota","todd",806,907,10
1972,"south dakota","tripp",2592,1538,2
1972,"south dakota","turner",3007,1993,10
1972,"south dakota","union",2271,2554,17
1972,"south dakota","walworth",2416,1287,8
1972,"south dakota","washabaugh",245,211,0
1972,"south dakota","yankton",4366,3835,24
1972,"south dakota","ziebach",486,378,6
1972,"tennessee","anderson",13865,6713,421
1972,"tennessee","bedford",4262,2565,308
1972,"tennessee","benton",2614,1479,135
1972,"tennessee","bledsoe",1952,899,111
1972,"tennessee","blount",16078,5303,390
1972,"tennessee","bradley",10440,2804,269
1972,"tennessee","campbell",4909,1629,149
1972,"tennessee","cannon",1615,911,63
1972,"tennessee","carroll",5784,2290,275
1972,"tennessee","carter",11102,2191,221
1972,"tennessee","cheatham",2235,1321,163
1972,"tennessee","chester",2787,961,139
1972,"tennessee","claiborne",3632,1230,50
1972,"tennessee","clay",982,648,34
1972,"tennessee","cocke",5268,805,80
1972,"tennessee","coffee",6416,2973,306
1972,"tennessee","crockett",2642,735,127
1972,"tennessee","cumberland",4593,1482,150
1972,"tennessee","davidson",82636,48869,3292
1972,"tennessee","decatur",2368,1187,100
1972,"tennessee","dekalb",2014,1243,63
1972,"tennessee","dickson",3645,2619,182
1972,"tennessee","dyer",6066,1600,322
1972,"tennessee","fayette",3264,2067,132
1972,"tennessee","fentress",2154,665,34
1972,"tennessee","franklin",4136,2896,160
1972,"tennessee","gibson",9900,3625,409
1972,"tennessee","giles",2914,1875,262
1972,"tennessee","grainger",2842,828,43
1972,"tennessee","greene",9772,2764,173
1972,"tennessee","grundy",1364,1005,134
1972,"tennessee","hamblen",8879,2563,182
1972,"tennessee","hamilton",58469,20657,3668
1972,"tennessee","hancock",1813,393,16
1972,"tennessee","hardeman",3494,1550,250
1972,"tennessee","hardin",4401,1202,166
1972,"tennessee","hawkins",7791,2608,376
1972,"tennessee","haywood",3123,1966,164
1972,"tennessee","henderson",5122,1313,162
1972,"tennessee","henry",4613,2694,304
1972,"tennessee","hickman",1943,1393,130
1972,"tennessee","houston",800,870,55
1972,"tennessee","humphreys",2263,1973,102
1972,"tennessee","jackson",956,1085,38
1972,"tennessee","jefferson",5925,1357,100
1972,"tennessee","johnson",3362,450,49
1972,"tennessee","knox",64747,24076,1661
1972,"tennessee","lake",1147,536,63
1972,"tennessee","lauderdale",3597,1771,217
1972,"tennessee","lawrence",6438,2824,220
1972,"tennessee","lewis",1056,1138,54
1972,"tennessee","lincoln",3266,1867,148
1972,"tennessee","loudon",5357,1604,170
1972,"tennessee","mcminn",7423,2838,259
1972,"tennessee","mcnairy",4774,1610,135
1972,"tennessee","macon",2295,653,85
1972,"tennessee","madison",15481,5203,725
1972,"tennessee","marion",3711,1929,199
1972,"tennessee","marshall",2593,1526,259
1972,"tennessee","maury",7371,3262,488
1972,"tennessee","meigs",1052,539,44
1972,"tennessee","monroe",5657,2870,107
1972,"tennessee","montgomery",7839,5691,369
1972,"tennessee","moore",608,356,32
1972,"tennessee","morgan",2531,1084,88
1972,"tennessee","obion",5800,2243,200
1972,"tennessee","overton",1947,1573,74
1972,"tennessee","perry",900,937,34
1972,"tennessee","pickett",957,357,11
1972,"tennessee","polk",2285,1431,56
1972,"tennessee","putnam",6038,3738,223
1972,"tennessee","rhea",3842,1312,145
1972,"tennessee","roane",8742,3433,295
1972,"tennessee","robertson",4175,2985,239
1972,"tennessee","rutherford",11256,5811,487
1972,"tennessee","scott",2775,679,48
1972,"tennessee","sequatchie",1298,629,83
1972,"tennessee","sevier",8273,1128,177
1972,"tennessee","shelby",161922,81089,4871
1972,"tennessee","smith",1812,1260,116
1972,"tennessee","stewart",790,1098,47
1972,"tennessee","sullivan",27593,10007,917
1972,"tennessee","sumner",10020,4596,541
1972,"tennessee","tipton",5542,1853,354
1972,"tennessee","trousdale",663,539,28
1972,"tennessee","unicoi",3877,822,67
1972,"tennessee","union",1927,570,30
1972,"tennessee","van buren",629,364,28
1972,"tennessee","warren",3565,2118,211
1972,"tennessee","washington",17343,5284,561
1972,"tennessee","wayne",2898,673,61
1972,"tennessee","weakley",5836,2027,302
1972,"tennessee","white",2252,1392,83
1972,"tennessee","williamson",7556,2616,392
1972,"tennessee","wilson",6486,3096,279
1972,"texas","anderson",5826,2233,6
1972,"texas","andrews",2615,677,18
1972,"texas","angelina",11453,4970,166
1972,"texas","aransas",2037,844,9
1972,"texas","archer",1494,632,26
1972,"texas","armstrong",768,177,6
1972,"texas","atascosa",3400,1804,4
1972,"texas","austin",3084,1043,27
1972,"texas","bailey",1837,465,3
1972,"texas","bandera",1796,434,29
1972,"texas","bastrop",3097,1906,7
1972,"texas","baylor",1190,598,1
1972,"texas","bee",3779,2067,20
1972,"texas","bell",17525,6848,38
1972,"texas","bexar",137572,91662,959
1972,"texas","blanco",1215,460,20
1972,"texas","borden",330,96,7
1972,"texas","bosque",2947,1014,15
1972,"texas","bowie",14722,5227,66
1972,"texas","brazoria",21045,11350,37
1972,"texas","brazos",14243,5692,116
1972,"texas","brewster",1524,904,18
1972,"texas","briscoe",642,349,9
1972,"texas","brooks",1117,1657,7
1972,"texas","brown",5990,2171,72
1972,"texas","burleson",1762,1361,2
1972,"texas","burnet",3438,1227,23
1972,"texas","caldwell",3171,1974,15
1972,"texas","calhoun",3614,1936,16
1972,"texas","callahan",2223,665,51
1972,"texas","cameron",20816,13340,144
1972,"texas","camp",1599,1041,1
1972,"texas","carson",1868,561,37
1972,"texas","cass",5303,1981,4
1972,"texas","castro",1685,751,15
1972,"texas","chambers",2390,1206,6
1972,"texas","cherokee",5743,2467,78
1972,"texas","childress",1716,729,13
1972,"texas","clay",1893,1023,29
1972,"texas","cochran",1106,415,15
1972,"texas","coke",761,358,15
1972,"texas","coleman",2386,721,5
1972,"texas","collin",17667,4783,187
1972,"texas","collingsworth",1250,501,0
1972,"texas","colorado",3495,1502,20
1972,"texas","comal",6761,1823,44
1972,"texas","comanche",2608,1176,34
1972,"texas","concho",709,350,0
1972,"texas","cooke",6317,1702,51
1972,"texas","coryell",5077,1235,54
1972,"texas","cottle",564,571,0
1972,"texas","crane",1123,349,50
1972,"texas","crockett",851,329,0
1972,"texas","crosby",1503,1021,17
1972,"texas","culberson",555,238,10
1972,"texas","dallam",1271,327,31
1972,"texas","dallas",305112,129662,4021
1972,"texas","dawson",3247,846,2
1972,"texas","deaf smith",3690,1240,79
1972,"texas","delta",957,581,8
1972,"texas","denton",19138,9720,62
1972,"texas","dewitt",3755,1357,35
1972,"texas","dickens",708,534,3
1972,"texas","dimmit",1172,1078,12
1972,"texas","donley",1229,350,2
1972,"texas","duval",623,3729,0
1972,"texas","eastland",4106,1630,7
1972,"texas","ector",21386,5449,125
1972,"texas","edwards",520,109,5
1972,"texas","ellis",8779,3839,8
1972,"texas","el paso",49981,32435,674
1972,"texas","erath",4777,1648,8
1972,"texas","falls",3017,1825,15
1972,"texas","fannin",3826,2295,60
1972,"texas","fayette",3882,1400,9
1972,"texas","fisher",1207,933,7
1972,"texas","floyd",2181,841,0
1972,"texas","foard",369,312,4
1972,"texas","fort bend",10475,4541,73
1972,"texas","franklin",1059,546,2
1972,"texas","freestone",2459,1283,6
1972,"texas","frio",1904,1588,19
1972,"texas","gaines",1923,669,33
1972,"texas","galveston",30936,22565,310
1972,"texas","garza",1153,446,0
1972,"texas","gillespie",3490,526,58
1972,"texas","glasscock",288,75,6
1972,"texas","goliad",1018,464,2
1972,"texas","gonzales",2707,1164,5
1972,"texas","gray",7968,1367,109
1972,"texas","grayson",16769,6952,13
1972,"texas","gregg",19927,5325,464
1972,"texas","grimes",2243,1116,17
1972,"texas","guadalupe",8287,3404,7
1972,"texas","hale",7051,2135,87
1972,"texas","hall",1303,607,24
1972,"texas","hamilton",1931,685,1
1972,"texas","hansford",1947,202,41
1972,"texas","hardeman",1357,614,16
1972,"texas","hardin",5190,2952,15
1972,"texas","harris",365672,215916,2943
1972,"texas","harrison",9600,4333,127
1972,"texas","hartley",946,206,28
1972,"texas","haskell",1744,950,0
1972,"texas","hays",5406,4068,45
1972,"texas","hemphill",942,214,1
1972,"texas","henderson",6263,2741,9
1972,"texas","hidalgo",22920,18366,213
