Year,CountryAbb,CountryName,idealpoint,PctAgreeUS,PctAgreeRUSSIA
1987,NIC,Nicaragua,-1.162776,0.07913669,0.95
1988,NIC,Nicaragua,-0.5516818,0.07575758,0.9618321
1989,NIC,Nicaragua,-0.7483867,0.05555556,0.9814815
1990,NIC,Nicaragua,-0.7019895,0.1585366,0.9512195
1991,NIC,Nicaragua,-0.6962451,0.1408451,0.5857143
1992,NIC,Nicaragua,-0.5430171,0.1851852,0.5740741
1993,NIC,Nicaragua,-0.2294106,0.1904762,0.5079365
1994,NIC,Nicaragua,-0.1309157,0.3230769,0.5692308
1995,NIC,Nicaragua,-0.1135887,0.2631579,0.6184211
1996,NIC,Nicaragua,-0.1482798,0.3448276,0.5438596
1997,NIC,Nicaragua,-0.09331958,0.3,0.6333333
1998,NIC,Nicaragua,0.0980221,0.2222222,0.5849057
1999,NIC,Nicaragua,-0.0502051,0.2222222,0.6296296
2000,NIC,Nicaragua,-0.1198261,0.2258065,0.6774194
2001,NIC,Nicaragua,0.1872253,0.2222222,0.5714286
2002,NIC,Nicaragua,-0.1659058,0.1694915,0.6949153
2003,NIC,Nicaragua,-0.08232325,0.1756757,0.7297297
2004,NIC,Nicaragua,-0.09194282,0.1594203,0.7205882
2005,NIC,Nicaragua,-0.08963414,0.1641791,0.7164179
2006,NIC,Nicaragua,-0.1365856,0.1325301,0.746988
2007,NIC,Nicaragua,-0.5546859,0.05194805,0.7368421
2008,NIC,Nicaragua,-0.7788841,0.05633803,0.7464789
2009,NIC,Nicaragua,-1.005696,0.06153846,0.7384615
2010,NIC,Nicaragua,-1.077941,0.1230769,0.7575758
2011,NIC,Nicaragua,-1.364779,0.1076923,0.6923077
2012,NIC,Nicaragua,-1.516106,0.07352941,0.6617647
1946,COS,Costa Rica,2.044152,0.6944444,0.1666667
1947,COS,Costa Rica,2.13255,0.8484848,0.1515152
1948,COS,Costa Rica,1.122342,0.6666667,0.3076923
1949,COS,Costa Rica,1.145494,0.8666667,0.1666667
1950,COS,Costa Rica,1.439948,0.7209302,0.1666667
1951,COS,Costa Rica,1.559334,0.76,0.16
1952,COS,Costa Rica,1.020153,0.6,0.3111111
1953,COS,Costa Rica,1.086291,0.625,0.4166667
1954,COS,Costa Rica,0.7548386,0.5,0.5
1955,COS,Costa Rica,0.6368996,0.4074074,0.5555556
1956,COS,Costa Rica,0.8686922,0.8135593,0.1694915
1957,COS,Costa Rica,0.6068847,0.6875,0.46875
1958,COS,Costa Rica,0.8809089,0.8484848,0.3939394
1959,COS,Costa Rica,0.9320576,0.6792453,0.3207547
1960,COS,Costa Rica,1.085262,0.7395833,0.2395833
1961,COS,Costa Rica,1.147444,0.7666667,0.1147541
1962,COS,Costa Rica,0.9775013,0.6744186,0.2790698
1963,COS,Costa Rica,0.8947978,0.5483871,0.3870968
1965,COS,Costa Rica,0.9983464,0.6,0.375
1966,COS,Costa Rica,0.8852237,0.5813953,0.3488372
1967,COS,Costa Rica,1.059989,0.725,0.35
1968,COS,Costa Rica,0.955286,0.4242424,0.2121212
1969,COS,Costa Rica,0.9942914,0.6428571,0.3103448
1970,COS,Costa Rica,1.00122,0.6595745,0.3404255
1971,COS,Costa Rica,1.170949,0.5438596,0.3596491
1972,COS,Costa Rica,0.9589695,0.4795918,0.4747475
1973,COS,Costa Rica,1.016278,0.3902439,0.4390244
1974,COS,Costa Rica,1.1383,0.4520548,0.4246575
1975,COS,Costa Rica,1.294603,0.4492754,0.3768116
1976,COS,Costa Rica,1.118631,0.2352941,0.4942529
1977,COS,Costa Rica,0.7960263,0.4044944,0.4888889
1978,COS,Costa Rica,0.4775861,0.3454545,0.5357143
1979,COS,Costa Rica,0.2395963,0.2905983,0.5932203
1980,COS,Costa Rica,0.3003605,0.2164948,0.5979381
1981,COS,Costa Rica,0.2207578,0.216,0.6666667
1982,COS,Costa Rica,0.2403889,0.1690141,0.6690141
1983,COS,Costa Rica,0.2631623,0.1798561,0.647482
1984,COS,Costa Rica,0.1218792,0.1118881,0.7412587
1985,COS,Costa Rica,0.3649561,0.1759259,0.682243
1986,COS,Costa Rica,0.5834583,0.2323944,0.6170213
1987,COS,Costa Rica,0.4458708,0.1838235,0.7737226
1988,COS,Costa Rica,0.3589577,0.1271186,0.8205128
1989,COS,Costa Rica,0.1864296,0.09259259,0.8611111
1990,COS,Costa Rica,0.1395424,0.1948052,0.8701299
1991,COS,Costa Rica,-0.03060298,0.1594203,0.6764706
1992,COS,Costa Rica,0.02158377,0.2112676,0.6056338
1993,COS,Costa Rica,-0.06445748,0.2459016,0.4918033
1994,COS,Costa Rica,-0.09960845,0.3492063,0.6031746
1995,COS,Costa Rica,-0.1122625,0.3114754,0.6393443
1996,COS,Costa Rica,-0.1892493,0.35,0.559322
1997,COS,Costa Rica,-0.1863737,0.3529412,0.5882353
1998,COS,Costa Rica,-0.1656135,0.3191489,0.5434783
1999,COS,Costa Rica,-0.235254,0.2622951,0.6557377
2000,COS,Costa Rica,-0.1272633,0.2666667,0.6440678
2001,COS,Costa Rica,-0.28075,0.1639344,0.7704918
2002,COS,Costa Rica,-0.2162697,0.1594203,0.6911765
2003,COS,Costa Rica,-0.02103936,0.1842105,0.7236842
2004,COS,Costa Rica,-0.07909325,0.1594203,0.7352941
2005,COS,Costa Rica,-0.06717572,0.1805556,0.6388889
2006,COS,Costa Rica,-0.3134439,0.09195402,0.7356322
2007,COS,Costa Rica,-0.2599017,0.1038961,0.7236842
2008,COS,Costa Rica,-0.2205419,0.1126761,0.6901408
2009,COS,Costa Rica,-0.2205792,0.1515152,0.7121212
2010,COS,Costa Rica,-0.2736453,0.1666667,0.7313433
2011,COS,Costa Rica,-0.2169625,0.2769231,0.6923077
2012,COS,Costa Rica,-0.2522031,0.1911765,0.6911765
1946,PAN,Panama,1.235794,0.6666667,0.2777778
1947,PAN,Panama,1.013225,0.7777778,0.4444444
1948,PAN,Panama,1.309956,0.71875,0.1578947
1949,PAN,Panama,1.383362,0.6571429,0.1142857
1950,PAN,Panama,1.262424,0.8085106,0.2173913
1951,PAN,Panama,1.148856,0.6153846,0.3076923
1952,PAN,Panama,0.9575047,0.7346939,0.3265306
1953,PAN,Panama,1.3333,0.64,0.24
1954,PAN,Panama,1.16592,0.6,0.36
1955,PAN,Panama,1.211989,0.5925926,0.4444444
1956,PAN,Panama,0.9704828,0.8947368,0.2280702
1957,PAN,Panama,0.7462681,0.6764706,0.3529412
1958,PAN,Panama,0.8961023,0.90625,0.375
1959,PAN,Panama,0.7090325,0.490566,0.4528302
1960,PAN,Panama,1.009837,0.6666667,0.2525253
1961,PAN,Panama,1.109636,0.7808219,0.1216216
1962,PAN,Panama,0.7969085,0.5945946,0.2432432
1963,PAN,Panama,0.7418733,0.4516129,0.3548387
1965,PAN,Panama,0.8749578,0.6111111,0.3888889
1966,PAN,Panama,0.6375667,0.5581395,0.4186047
1967,PAN,Panama,0.7751331,0.5555556,0.4666667
1968,PAN,Panama,0.7009102,0.5208333,0.3125
1969,PAN,Panama,0.7587971,0.6060606,0.4117647
1970,PAN,Panama,0.8985949,0.5967742,0.3548387
1971,PAN,Panama,0.707887,0.5272727,0.4144144
1972,PAN,Panama,0.5636777,0.4431818,0.505618
1973,PAN,Panama,0.2788814,0.34375,0.625
1974,PAN,Panama,0.525994,0.3484848,0.5454545
1975,PAN,Panama,0.2410827,0.2923077,0.6
1976,PAN,Panama,-0.1000313,0.1948052,0.6883117
1977,PAN,Panama,0.3506137,0.3493976,0.6071429
1978,PAN,Panama,0.3322524,0.3548387,0.547619
1979,PAN,Panama,0.2128181,0.275,0.5950413
1980,PAN,Panama,0.01547905,0.245098,0.6666667
1981,PAN,Panama,-0.3778884,0.1515152,0.7575758
1982,PAN,Panama,-0.5239821,0.1096774,0.7677419
1983,PAN,Panama,-0.3413989,0.1468531,0.7342657
1984,PAN,Panama,-0.1476576,0.09333333,0.76
1985,PAN,Panama,-0.02420161,0.1578947,0.7615894
1986,PAN,Panama,-0.03556015,0.1586207,0.7986111
1987,PAN,Panama,-0.1618911,0.1240876,0.9057971
1988,PAN,Panama,-0.2536123,0.1,0.9379845
1989,PAN,Panama,-0.2716315,0.1037736,0.9339623
1990,PAN,Panama,-0.0815177,0.2142857,0.6428571
1991,PAN,Panama,0.3155167,0.220339,0.6896552
1992,PAN,Panama,0.1833294,0.2465753,0.5890411
1993,PAN,Panama,0.2289183,0.265625,0.625
1994,PAN,Panama,-0.1223027,0.3181818,0.530303
1995,PAN,Panama,-0.1275372,0.275,0.625
1996,PAN,Panama,-0.270248,0.260274,0.5833333
1997,PAN,Panama,-0.3727372,0.2238806,0.6865672
1998,PAN,Panama,-0.3590912,0.2166667,0.6333333
1999,PAN,Panama,-0.3296134,0.1746032,0.6825397
2000,PAN,Panama,-0.3997716,0.2238806,0.7272727
2001,PAN,Panama,-0.3124339,0.1846154,0.7230769
2002,PAN,Panama,-0.2627922,0.1408451,0.6956522
2003,PAN,Panama,-0.3508242,0.16,0.7733333
2004,PAN,Panama,-0.3256609,0.1428571,0.7681159
2005,PAN,Panama,-0.2736672,0.125,0.6944444
2006,PAN,Panama,-0.2572715,0.1046512,0.7209302
2007,PAN,Panama,-0.1928934,0.09210526,0.72
2008,PAN,Panama,-0.1245036,0.1267606,0.6901408
2009,PAN,Panama,0.1539335,0.3030303,0.530303
2010,PAN,Panama,0.210074,0.2153846,0.6060606
2011,PAN,Panama,0.2177453,0.3174603,0.5714286
2012,PAN,Panama,0.2325831,0.238806,0.5671642
1946,COL,Colombia,0.308968,0.3571429,0.4047619
1947,COL,Colombia,0.7227101,0.6285714,0.3428571
1948,COL,Colombia,1.018799,0.65,0.2727273
1949,COL,Colombia,1.126477,0.4098361,0.3606557
1950,COL,Colombia,1.216715,0.7115385,0.254902
1951,COL,Colombia,1.065031,0.5217391,0.3478261
1952,COL,Colombia,1.19528,0.6938776,0.2040816
1953,COL,Colombia,1.672888,0.5416667,0.125
1954,COL,Colombia,1.773058,0.6333333,0.1666667
1955,COL,Colombia,1.726642,0.6666667,0.3333333
1956,COL,Colombia,1.312933,0.8813559,0.1864407
1957,COL,Colombia,1.244002,0.8235294,0.2647059
1958,COL,Colombia,1.149125,0.9090909,0.3939394
1959,COL,Colombia,1.402075,0.7222222,0.2222222
1960,COL,Colombia,1.330907,0.8019802,0.2079208
1961,COL,Colombia,1.084719,0.7534247,0.1351351
1962,COL,Colombia,1.017288,0.6976744,0.255814
1963,COL,Colombia,0.8374081,0.4827586,0.3793103
1965,COL,Colombia,0.9626474,0.5641026,0.4615385
1966,COL,Colombia,0.8926647,0.6136364,0.3409091
1967,COL,Colombia,0.8414047,0.5263158,0.4561404
1968,COL,Colombia,0.6212537,0.3541667,0.4166667
1969,COL,Colombia,0.7895738,0.5666667,0.3666667
1970,COL,Colombia,0.7308036,0.5692308,0.4
1971,COL,Colombia,0.7633308,0.4727273,0.4504505
1972,COL,Colombia,0.7960175,0.4777778,0.4285714
1973,COL,Colombia,0.7641666,0.3376623,0.5064935
1974,COL,Colombia,0.8044559,0.3571429,0.4714286
1975,COL,Colombia,0.6120113,0.3382353,0.5441176
1976,COL,Colombia,0.3564529,0.2235294,0.6551724
1977,COL,Colombia,0.3159087,0.3571429,0.5411765
1978,COL,Colombia,0.300625,0.3934426,0.5483871
1979,COL,Colombia,0.1180124,0.32,0.6237624
1980,COL,Colombia,0.3059849,0.25,0.5543478
1981,COL,Colombia,0.1798323,0.2061069,0.6666667
1982,COL,Colombia,0.0294929,0.1392405,0.6835443
1983,COL,Colombia,0.02256991,0.1438356,0.6986301
1984,COL,Colombia,0.02307167,0.12,0.76
1985,COL,Colombia,0.0996996,0.170068,0.7260274
1986,COL,Colombia,0.07701909,0.1543624,0.7972973
1987,COL,Colombia,-0.03743015,0.1176471,0.9124088
1988,COL,Colombia,0.1419865,0.09774436,0.9166667
1989,COL,Colombia,-0.1933754,0.09734513,0.9557522
1990,COL,Colombia,-0.4753233,0.1325301,0.9156627
1991,COL,Colombia,-0.5627791,0.1408451,0.5915493
1992,COL,Colombia,-0.5875705,0.1369863,0.4657534
1993,COL,Colombia,-0.5973669,0.1587302,0.4126984
1994,COL,Colombia,-0.6558106,0.2686567,0.4776119
1995,COL,Colombia,-0.6308016,0.225,0.525
1996,COL,Colombia,-0.6605679,0.2465753,0.6111111
1997,COL,Colombia,-0.7239335,0.2028986,0.6521739
1998,COL,Colombia,-0.7138992,0.1666667,0.6101695
1999,COL,Colombia,-0.5310831,0.2205882,0.6764706
2000,COL,Colombia,-0.3518504,0.2089552,0.6818182
2001,COL,Colombia,-0.3471859,0.1343284,0.7121212
2002,COL,Colombia,-0.2709693,0.1428571,0.6764706
2003,COL,Colombia,-0.3406754,0.1621622,0.7702703
2004,COL,Colombia,-0.4548072,0.05633803,0.7285714
2005,COL,Colombia,-0.5106534,0.06944444,0.6944444
2006,COL,Colombia,-0.3418621,0.05882353,0.7764706
2007,COL,Colombia,-0.2415226,0.03896104,0.6973684
2008,COL,Colombia,-0.2387614,0.05633803,0.6901408
2009,COL,Colombia,-0.1778214,0.09090909,0.7121212
2010,COL,Colombia,-0.1671918,0.1060606,0.7164179
2011,COL,Colombia,-0.1167797,0.2615385,0.7076923
2012,COL,Colombia,-0.06991917,0.1764706,0.6764706
1946,VEN,Venezuela,0.6506772,0.5121951,0.3170732
1947,VEN,Venezuela,0.8340701,0.7368421,0.3684211
1948,VEN,Venezuela,0.6694138,0.5196078,0.2871287
1949,VEN,Venezuela,0.7462818,0.5322581,0.4193548
1950,VEN,Venezuela,0.9496529,0.6792453,0.25
1951,VEN,Venezuela,1.098986,0.56,0.2
1952,VEN,Venezuela,1.104163,0.5744681,0.2340426
1953,VEN,Venezuela,1.067577,0.48,0.36
1954,VEN,Venezuela,0.9739999,0.5333333,0.4666667
1955,VEN,Venezuela,1.068889,0.6296296,0.4444444
1956,VEN,Venezuela,0.9676314,0.8833333,0.2
1957,VEN,Venezuela,1.005709,0.8823529,0.2647059
1958,VEN,Venezuela,0.972313,0.8787879,0.3636364
1959,VEN,Venezuela,0.4910279,0.3518519,0.5925926
1960,VEN,Venezuela,0.3457721,0.4117647,0.4215686
1961,VEN,Venezuela,0.7301387,0.6438356,0.1756757
1962,VEN,Venezuela,0.797033,0.6222222,0.3111111
1963,VEN,Venezuela,0.7798671,0.516129,0.4193548
1965,VEN,Venezuela,0.8256596,0.55,0.45
1966,VEN,Venezuela,0.9005591,0.5625,0.3541667
1967,VEN,Venezuela,0.8394896,0.5087719,0.4561404
1968,VEN,Venezuela,0.6261063,0.3529412,0.3921569
1969,VEN,Venezuela,0.4877795,0.3953488,0.4772727
1970,VEN,Venezuela,0.5325356,0.5,0.4090909
1971,VEN,Venezuela,0.620318,0.4913793,0.5042735
1972,VEN,Venezuela,0.4794346,0.3608247,0.5204082
1973,VEN,Venezuela,0.6332327,0.3181818,0.5
1974,VEN,Venezuela,0.653972,0.3561644,0.5205479
1975,VEN,Venezuela,0.485525,0.2727273,0.5757576
1976,VEN,Venezuela,0.2851565,0.2142857,0.6627907
1977,VEN,Venezuela,0.1229196,0.3452381,0.6
1978,VEN,Venezuela,0.05035691,0.3709677,0.5873016
1979,VEN,Venezuela,0.06915714,0.2809917,0.6147541
1980,VEN,Venezuela,0.04219172,0.2621359,0.6504854
1981,VEN,Venezuela,-0.03463767,0.1818182,0.7218045
1982,VEN,Venezuela,-0.1657327,0.1372549,0.7058824
1983,VEN,Venezuela,-0.2465272,0.1448276,0.7448276
1984,VEN,Venezuela,-0.2176479,0.1,0.7666667
1985,VEN,Venezuela,-0.2455818,0.1644737,0.8013245
1986,VEN,Venezuela,-0.1418149,0.1456954,0.8333333
1987,VEN,Venezuela,-0.1379483,0.1142857,0.9148936
1988,VEN,Venezuela,-0.1574907,0.09774436,0.9242424
1989,VEN,Venezuela,-0.2803841,0.07894737,0.9473684
1990,VEN,Venezuela,-0.3902081,0.1547619,0.9285714
1991,VEN,Venezuela,-0.4406999,0.1666667,0.5915493
1992,VEN,Venezuela,-0.402856,0.1830986,0.4929577
1993,VEN,Venezuela,-0.3953053,0.1746032,0.4603175
1994,VEN,Venezuela,-0.5506168,0.2352941,0.5294118
1995,VEN,Venezuela,-0.4029282,0.225,0.5375
1996,VEN,Venezuela,-0.3639029,0.2837838,0.630137
1997,VEN,Venezuela,-0.3318996,0.2463768,0.6376812
1998,VEN,Venezuela,-0.4259068,0.2,0.6271186
1999,VEN,Venezuela,-0.5051361,0.2089552,0.6567164
2000,VEN,Venezuela,-0.5207783,0.1940299,0.7272727
2001,VEN,Venezuela,-0.5198142,0.1343284,0.7424242
2002,VEN,Venezuela,-0.4835251,0.1267606,0.7246377
2003,VEN,Venezuela,-0.5346764,0.1315789,0.75
2004,VEN,Venezuela,-0.7948325,0.05714286,0.7571429
2005,VEN,Venezuela,-1.003294,0.06849315,0.739726
2006,VEN,Venezuela,-1.154541,0.05747126,0.816092
2007,VEN,Venezuela,-1.18623,0.03896104,0.7631579
2008,VEN,Venezuela,-1.248419,0.02857143,0.7428571
2009,VEN,Venezuela,-1.329669,0.05970149,0.7313433
2010,VEN,Venezuela,-1.365204,0.07692308,0.7424242
2011,VEN,Venezuela,-1.662042,0.09230769,0.6923077
2012,VEN,Venezuela,-1.563735,0.08823529,0.6764706
1966,GUY,Guyana,0.4747604,0.3888889,0.3888889
1967,GUY,Guyana,0.6996437,0.5,0.4782609
1968,GUY,Guyana,0.3639298,0.2340426,0.4255319
1969,GUY,Guyana,0.4807438,0.3333333,0.45
1970,GUY,Guyana,0.275844,0.3230769,0.4615385
1971,GUY,Guyana,-0.1000473,0.3947368,0.626087
1972,GUY,Guyana,-0.2681796,0.3265306,0.6262626
1973,GUY,Guyana,-0.272296,0.2738095,0.6666667
1974,GUY,Guyana,-0.4370588,0.2608696,0.7391304
1975,GUY,Guyana,-0.5454239,0.2678571,0.7678571
1976,GUY,Guyana,-0.554571,0.2048193,0.7411765
1977,GUY,Guyana,-0.63456,0.3218391,0.6818182
1978,GUY,Guyana,-0.3120909,0.3739837,0.608
1979,GUY,Guyana,-0.3658294,0.2666667,0.661157
1980,GUY,Guyana,-0.3324584,0.2323232,0.7070707
1981,GUY,Guyana,-0.3364073,0.1551724,0.8461538
1982,GUY,Guyana,-0.464201,0.1217949,0.7564103
1983,GUY,Guyana,-0.5347266,0.1292517,0.7891156
1984,GUY,Guyana,-0.4637778,0.09271523,0.8211921
1985,GUY,Guyana,-0.5026641,0.1283784,0.8095238
1986,GUY,Guyana,-0.6757269,0.114094,0.8716216
1987,GUY,Guyana,-0.7494835,0.1021898,0.9492754
1988,GUY,Guyana,-0.832484,0.06818182,0.9618321
1989,GUY,Guyana,-0.8361708,0.07894737,0.9649123
1990,GUY,Guyana,-0.8502751,0.1309524,0.9285714
1991,GUY,Guyana,-0.75724,0.1527778,0.5915493
1992,GUY,Guyana,-0.7111657,0.1388889,0.4722222
1993,GUY,Guyana,-0.4287627,0.2063492,0.4761905
1994,GUY,Guyana,-0.4557879,0.3283582,0.5223881
1995,GUY,Guyana,-0.4283377,0.2592593,0.5555556
1996,GUY,Guyana,-0.4253403,0.3150685,0.6666667
1997,GUY,Guyana,-0.4309808,0.2647059,0.6764706
1998,GUY,Guyana,-0.4611191,0.1896552,0.6140351
1999,GUY,Guyana,-0.4619197,0.203125,0.703125
2000,GUY,Guyana,-0.4820563,0.2238806,0.7424242
2001,GUY,Guyana,-0.4930805,0.140625,0.75
2002,GUY,Guyana,-0.4876616,0.1527778,0.7285714
2003,GUY,Guyana,-0.5964679,0.1333333,0.76
2004,GUY,Guyana,-0.6324001,0.09859155,0.7857143
2005,GUY,Guyana,-0.6440969,0.08450704,0.7183099
2006,GUY,Guyana,-0.6030628,0.06896552,0.7586207
2007,GUY,Guyana,-0.5999535,0.07792208,0.6973684
2008,GUY,Guyana,-0.6715937,0.08955224,0.7014925
2009,GUY,Guyana,-0.6019481,0.1230769,0.6769231
2010,GUY,Guyana,-0.7029831,0.1230769,0.7076923
2011,GUY,Guyana,-0.673333,0.1774194,0.7258065
2012,GUY,Guyana,-0.7382041,0.1911765,0.6911765
1975,SUR,Suriname,0.4085362,0.8,0.2
1976,SUR,Suriname,0.4142779,0.2650602,0.6352941
1977,SUR,Suriname,0.4977889,0.3908046,0.5340909
1978,SUR,Suriname,0.4129152,0.4083333,0.5327869
1979,SUR,Suriname,0.162368,0.3017241,0.5897436
1980,SUR,Suriname,0.08767352,0.2446809,0.6595745
1981,SUR,Suriname,-0.1532893,0.1640625,0.7286822
1982,SUR,Suriname,-0.2646331,0.1310345,0.7310345
1983,SUR,Suriname,-0.1910353,0.1448276,0.7310345
1984,SUR,Suriname,-0.3009488,0.09027778,0.7986111
1985,SUR,Suriname,-0.3260965,0.1575342,0.7862069
1986,SUR,Suriname,-0.4184004,0.1342282,0.8445946
1987,SUR,Suriname,-0.5297365,0.1083333,0.942623
1988,SUR,Suriname,-0.5040656,0.0952381,0.9428571
1989,SUR,Suriname,-0.5432107,0.0877193,0.9473684
1990,SUR,Suriname,-0.5813618,0.1428571,0.9285714
1991,SUR,Suriname,-0.6298022,0.1527778,0.5915493
1992,SUR,Suriname,-0.500222,0.1780822,0.5205479
1993,SUR,Suriname,-0.5091837,0.1875,0.453125
1994,SUR,Suriname,-0.4504691,0.3235294,0.5294118
1995,SUR,Suriname,-0.2558565,0.2716049,0.6049383
1996,SUR,Suriname,-0.1317387,0.3108108,0.6575342
1997,SUR,Suriname,-0.4753963,0.2063492,0.6507937
1998,SUR,Suriname,-0.6204773,0.2166667,0.6440678
1999,SUR,Suriname,-0.7875761,0.1311475,0.6393443
2000,SUR,Suriname,-0.5811908,0.4166667,0.6944444
2001,SUR,Suriname,-0.4530423,0.32,0.8
2002,SUR,Suriname,-0.6088398,0.1111111,0.8604651
2003,SUR,Suriname,-0.5772039,0.1388889,0.7222222
2004,SUR,Suriname,-0.6202969,0.08695652,0.7794118
2005,SUR,Suriname,-0.6553019,0.08695652,0.7246377
2006,SUR,Suriname,-0.6703753,0.05813953,0.7674419
2007,SUR,Suriname,-0.6853365,0.05882353,0.6865672
2008,SUR,Suriname,-0.5977745,0.09230769,0.7076923
2009,SUR,Suriname,-0.6385762,0.1111111,0.6984127
2010,SUR,Suriname,-0.6853509,0.1428571,0.68
2011,SUR,Suriname,-0.7351103,0.173913,0.673913
2012,SUR,Suriname,-0.7037193,0.1384615,0.6923077
1946,ECU,Ecuador,0.9748685,0.5,0.175
1947,ECU,Ecuador,1.251243,0.7714286,0.1714286
1948,ECU,Ecuador,1.001996,0.5652174,0.1978022
1949,ECU,Ecuador,0.7691523,0.5084746,0.3898305
1950,ECU,Ecuador,0.9094462,0.7358491,0.2115385
1951,ECU,Ecuador,0.667361,0.36,0.48
1952,ECU,Ecuador,0.8662661,0.6875,0.3125
1953,ECU,Ecuador,1.017751,0.56,0.44
1954,ECU,Ecuador,0.5539025,0.3666667,0.6
1955,ECU,Ecuador,0.5588886,0.5185185,0.5555556
1956,ECU,Ecuador,0.8021132,0.8983051,0.2711864
1957,ECU,Ecuador,0.7896616,0.7575758,0.3636364
1958,ECU,Ecuador,1.010217,0.9090909,0.3636364
1959,ECU,Ecuador,0.9155235,0.5925926,0.3333333
1960,ECU,Ecuador,0.5312824,0.5054945,0.3846154
1961,ECU,Ecuador,0.7848163,0.6,0.1690141
1962,ECU,Ecuador,0.7747528,0.6388889,0.3333333
1963,ECU,Ecuador,0.8120977,0.6296296,0.3703704
1965,ECU,Ecuador,0.7612915,0.5,0.55
1966,ECU,Ecuador,0.8248818,0.6969697,0.2727273
1967,ECU,Ecuador,0.7117491,0.4528302,0.490566
1968,ECU,Ecuador,0.3931569,0.2647059,0.5588235
1969,ECU,Ecuador,0.516705,0.5,0.3939394
1970,ECU,Ecuador,0.4002247,0.3818182,0.4181818
1971,ECU,Ecuador,0.3407625,0.4210526,0.573913
1972,ECU,Ecuador,0.2442236,0.3658537,0.5421687
1973,ECU,Ecuador,0.3588746,0.3522727,0.6363636
1974,ECU,Ecuador,0.5426855,0.4090909,0.5151515
1975,ECU,Ecuador,0.3655893,0.2586207,0.6551724
1976,ECU,Ecuador,0.2033495,0.2289157,0.6823529
1977,ECU,Ecuador,0.2176025,0.3777778,0.6043956
1978,ECU,Ecuador,0.2600519,0.3852459,0.5322581
1979,ECU,Ecuador,0.01168231,0.3,0.6280992
1980,ECU,Ecuador,0.004727616,0.2621359,0.6601942
1981,ECU,Ecuador,-0.1711731,0.1578947,0.7238806
1982,ECU,Ecuador,-0.2132762,0.1329114,0.721519
1983,ECU,Ecuador,-0.2633924,0.1486486,0.7364865
1984,ECU,Ecuador,-0.2216271,0.1073826,0.7785235
1985,ECU,Ecuador,-0.1494581,0.1655629,0.7466667
1986,ECU,Ecuador,-0.1364897,0.1333333,0.7986577
1987,ECU,Ecuador,-0.2295101,0.1167883,0.9057971
1988,ECU,Ecuador,-0.3036064,0.09848485,0.9389313
1989,ECU,Ecuador,-0.4050268,0.07964602,0.9557522
1990,ECU,Ecuador,-0.5249937,0.1309524,0.9047619
1991,ECU,Ecuador,-0.4971205,0.1666667,0.5915493
1992,ECU,Ecuador,-0.4492758,0.1917808,0.4931507
1993,ECU,Ecuador,-0.3817302,0.2063492,0.4285714
1994,ECU,Ecuador,-0.4946756,0.2985075,0.4925373
1995,ECU,Ecuador,-0.09692016,0.2592593,0.6049383
1996,ECU,Ecuador,-0.2657524,0.2816901,0.6142857
1997,ECU,Ecuador,-0.1366011,0.2647059,0.6911765
1998,ECU,Ecuador,-0.09937402,0.2372881,0.6724138
1999,ECU,Ecuador,-0.3309256,0.2461538,0.6923077
2000,ECU,Ecuador,-0.376722,0.2238806,0.7121212
2001,ECU,Ecuador,-0.3938946,0.1515152,0.7272727
2002,ECU,Ecuador,-0.3193464,0.1549296,0.7101449
2003,ECU,Ecuador,-0.4196172,0.16,0.7733333
2004,ECU,Ecuador,-0.4449346,0.1142857,0.7826087
2005,ECU,Ecuador,-0.3058109,0.1388889,0.6805556
2006,ECU,Ecuador,-0.4105319,0.1149425,0.7586207
2007,ECU,Ecuador,-0.4773314,0.05194805,0.6973684
2008,ECU,Ecuador,-0.5559718,0.07142857,0.7
2009,ECU,Ecuador,-0.6800862,0.07575758,0.6666667
2010,ECU,Ecuador,-0.6914829,0.1212121,0.7313433
2011,ECU,Ecuador,-1.257815,0.06153846,0.6461538
2012,ECU,Ecuador,-1.215926,0.08823529,0.6617647
1946,PER,Peru,1.878773,0.725,0.2
1947,PER,Peru,1.699483,0.8157895,0.1578947
1948,PER,Peru,1.636422,0.6888889,0.1348315
1949,PER,Peru,1.346062,0.6190476,0.3015873
1950,PER,Peru,1.488645,0.6530612,0.2291667
1951,PER,Peru,1.4321,0.6666667,0.25
1952,PER,Peru,1.410951,0.6122449,0.1632653
1953,PER,Peru,1.326115,0.64,0.24
1954,PER,Peru,1.350695,0.5517241,0.3103448
1955,PER,Peru,1.283536,0.5555556,0.4074074
1956,PER,Peru,1.283116,0.9,0.1833333
1957,PER,Peru,1.101816,0.78125,0.25
1958,PER,Peru,1.062411,0.90625,0.34375
1959,PER,Peru,1.777329,0.7222222,0.1666667
1960,PER,Peru,1.164287,0.7395833,0.25
1961,PER,Peru,1.191473,0.8028169,0.09722222
1962,PER,Peru,1.135499,0.7380952,0.2380952
1963,PER,Peru,0.7497832,0.4482759,0.3448276
1965,PER,Peru,1.049266,0.675,0.425
1966,PER,Peru,0.7979537,0.55,0.35
1967,PER,Peru,0.9083156,0.5957447,0.4255319
1968,PER,Peru,0.5458156,0.3673469,0.3673469
1969,PER,Peru,0.3775218,0.3571429,0.5348837
1970,PER,Peru,0.3702335,0.3384615,0.4153846
1971,PER,Peru,-0.0358162,0.3859649,0.6608696
