"altitude","population","village.surveyed"
761.32,3794,1
792.44,729,0
831.08,157,0
779.96,1369,0
798.44,1444,0
792.24,641,0
764.4,1576,0
805.48,448,0
795.44,428,1
795.44,1370,0
783.24,1198,0
795.4,945,0
795.44,332,0
795.44,473,0
795.44,303,0
788.88,823,0
770.6,956,0
825.52,209,0
792.24,1048,0
792.24,61,1
792.44,827,0
795.4,285,0
792.8,698,0
795.4,3471,0
783.24,1451,0
796.32,281,0
786.76,541,1
771.68,263,0
770.6,35900,0
770.6,5179,1
737,75,0
786.16,1524,0
784.24,2193,0
779.96,426,1
786.16,813,0
784,500,0
809.44,731,0
792.24,917,0
788.4,1267,0
795.44,325,0
789,2000,0
764.4,1055,0
764.4,422,0
788,100,0
792.24,1376,0
771.68,1216,0
786.16,1447,0
786.16,1135,0
795.44,215,0
825.52,449,0
795.44,354,0
771.68,170,0
795.44,1014,0
786.76,400,1
777.44,24491,0
795.44,72,0
761.32,3173,0
805.48,669,0
786.76,503,0
792.44,177,0
3031.04,38,1
2089.5601,953,0
2759.5601,76,0
3180.2,173,0
2057.0801,2487,1
3116.04,133,0
2954.6399,95,0
2077.3201,111,0
3031.04,56,0
2401.72,289,0
2686.8401,485,0
2708.6001,611,0
2237.52,782,0
2596.8799,388,0
2003.6801,360,0
2169.0801,450,0
2708.6001,84,0
2603.0801,412,0
2917.3601,164,0
2865.52,198,0
2945.72,306,0
2208.6399,870,0
2782,508,0
2588.04,55,0
2129.6799,659,0
2089.5601,659,0
2865.52,206,0
2857.6001,203,0
2759.5601,616,0
2910.48,467,0
2129.6799,2287,0
2211,2000,0
2077.3201,360,0
2239,3500,0
2857.6001,543,0
2919.8401,179,0
2263.6799,481,0
2134,73,0
2057.0801,155,1
2596.8799,500,0
2310.72,507,1
2747.28,933,0
2596.8799,348,1
2239.72,982,1
2747.28,192,0
1938,1225,0
2766,214,0
2129.6799,539,0
2732.1201,561,0
2280.96,128,0
2280.96,631,0
2083.3201,425,0
2003.6801,445,0
2199,200,0
2708.6001,241,1
2578.04,1337,1
2093,75,0
2089.5601,186,0
2970.8401,65,0
2057.0801,29,1
1871.24,778,0
2759.5601,249,0
2702,241,0
2390.1201,535,0
2083.3201,421,0
2887.72,733,0
3263.1201,23,0
2078,100,0
2595.8,340,0
2865.52,560,0
3151.3601,200,0
2134,808,0
2954.6399,56,0
2001,500,0
2595.8,327,0
2706.9199,673,0
2208.6399,116,0
2129.6799,1230,0
2754.3201,157,0
2129.6799,219,0
2747.28,226,0
2239.72,252,0
2782,349,0
3158,213,0
2754.3201,231,0
2089.5601,749,0
1149.52,570,0
1277.64,319,0
1277.64,906,0
1922.04,252,0
1220.5601,583,0
1230.52,185,0
1175.6,688,0
1730.8,301,0
1649.4,164,0
1262.36,727,0
1175.6,1259,0
1649.4,90,0
1149.52,200,0
1403.24,204,0
1230.52,257,0
1198.6,619,0
1264.88,960,0
1230.52,222,0
1339.64,730,0
1268.4399,1640,0
1227.28,149,0
1264.88,106,0
1626.5601,1076,0
1277.64,751,0
1265,386,0
1143.6,1518,0
1215,1104,0
1220.92,1567,0
1207.88,1085,0
1491.5601,279,0
1149.52,486,1
1175.6,575,0
1354.4,417,0
1279.04,702,1
1215,680,0
1175.6,649,0
1181,477,0
1128,1150,0
1143.6,1167,0
1241.12,758,0
1328.16,2239,0
1403.24,1061,1
1497.3199,768,0
1227.28,108,0
1220.92,572,1
1277.64,283,0
1264.88,1273,0
1121,750,0
1143.6,167,0
1279.04,414,0
1626.5601,622,1
1277.64,886,0
1264.88,264,1
1264.88,464,0
1268.4399,150,0
1268.4399,532,0
1277.64,450,1
1149.52,599,0
1227.28,92,0
1198.6,1328,1
1220.92,244,0
1149.52,338,0
1149.52,562,0
1149.52,629,0
1220.92,266,0
1143.6,400,0
1349.8,821,0
1265,183,0
1230.52,723,0
1227.28,327,1
1277.64,980,0
1626.5601,1039,0
1250.36,490,0
1198.6,631,0
1862.6,401,0
1277.64,615,0
1241.12,199,0
1279.04,627,0
1207.88,962,0
1354.4,464,0
1227.28,144,0
1264.88,955,0
1279.04,797,0
1626.5601,965,0
1268.4399,669,1
1354.4,455,0
1783,600,0
1072.48,596,0
1552.16,75,0
1087.16,559,0
1326.64,488,1
1042.3199,52,0
1129.08,433,0
1402.08,530,0
1274.3199,935,0
1072.48,2925,0
1165.16,306,0
1591.16,423,0
1205.96,485,0
1402.08,56,0
1047.16,446,0
1072.48,2059,0
1047.16,93,1
1047.16,84,0
1042.3199,248,0
1165.16,259,0
1274.3199,446,0
1047.16,289,0
1072.48,94,0
1047.16,393,0
1070.16,117,0
1337.4399,337,0
1042.3199,714,0
1047.16,1237,0
1274.3199,456,1
1070.16,1825,0
1081.5601,527,0
1072.48,323,0
1028.08,570,0
1102.48,352,0
1042.3199,95,0
1063.5601,106,0
1028.08,403,0
1102.48,662,0
1102.48,321,0
1028.08,83,0
1081.5601,748,0
1079.4399,2090,0
1417.64,404,1
1102.48,200,0
1087.16,373,0
1650.3199,355,0
1181,877,0
1028.08,366,0
1072.48,374,1
1149.04,527,0
1153.28,141,0
1047.16,393,0
1153.28,616,0
1181,280,1
1087.16,905,1
1079.4399,426,0
1028.08,276,0
1042.3199,81,0
1110.64,1322,0
1079.4399,4000,0
1153.28,243,0
1042.3199,1088,0
1134.92,372,1
1070.16,623,0
1028.08,555,0
1028.08,430,0
1072.48,211,0
1072.48,1053,0
1205.96,278,0
1102.48,1572,1
1417.64,296,0
1274.3199,274,0
1047.16,471,0
1047.16,357,0
1326.64,811,0
1153.28,276,0
1110.64,330,0
1102.48,249,0
1102.48,315,0
1063.5601,54,0
1072.48,655,0
1153.28,1448,0
1079.4399,1090,0
1063.5601,28,0
1476,412,0
1165.16,290,0
1134.92,511,0
1042.3199,144,0
1028.08,37,0
1647,500,0
