"cty_name","year","logGDPcp","regime","oil","metal","illit","life"
"Ecuador",1996,8.461512,9,9.125059,0.0497763,NA,NA
"Ecuador",1997,8.471584,8,7.7005424,0.039018907,9.28,70.2473
"Egypt, Arab Rep.",1966,5.7268476,-7,0.6588138,0.13156241,NA,NA
"Egypt, Arab Rep.",1967,5.786897,-7,0.37633204,0.25179735,NA,49.7195
"Egypt, Arab Rep.",1968,5.897154,-7,0.29550615,0.08633656,NA,NA
"Egypt, Arab Rep.",1969,5.976351,-7,0.323514,0.06579523,NA,NA
"Egypt, Arab Rep.",1970,6.070738,-7,0.47343752,0.05497959,68.5,51.1288
"Egypt, Arab Rep.",1971,6.156979,-7,0.08082505,0.041884813,NA,NA
"Egypt, Arab Rep.",1972,6.204558,-7,0.612877,0.029288141,NA,52.0683
"Egypt, Arab Rep.",1973,6.25575,-7,1.1707903,0.020306256,NA,NA
"Egypt, Arab Rep.",1974,6.338594,-7,1.4283363,0.053007297,NA,NA
"Egypt, Arab Rep.",1975,6.514713,-7,1.1583354,0.06418799,64.7,NA
"Egypt, Arab Rep.",1976,6.638568,-6,2.8528032,0.19226487,NA,NA
"Egypt, Arab Rep.",1977,6.727432,-6,2.824965,0.2516003,NA,54.0707
"Egypt, Arab Rep.",1978,6.828712,-6,3.2451465,0.59591746,NA,NA
"Egypt, Arab Rep.",1979,6.9584484,-6,4.214379,0.50987554,NA,NA
"Egypt, Arab Rep.",1980,7.156956,-5,8.540835,0.32885897,60.8,55.54
"Egypt, Arab Rep.",1981,7.293018,-5,8.914712,0.5742037,NA,NA
"Egypt, Arab Rep.",1982,7.3498735,-5,8.082436,0.47099474,NA,56.5195
"Egypt, Arab Rep.",1983,7.436028,-5,7.1256623,0.36110768,NA,NA
"Egypt, Arab Rep.",1984,7.521859,-5,5.899453,0.44056705,NA,NA
"Egypt, Arab Rep.",1985,7.5771217,-5,3.6107914,0.21522036,56.8,NA
"Egypt, Arab Rep.",1986,7.5812097,-5,3.161867,0.35712612,NA,NA
"Egypt, Arab Rep.",1987,7.570443,-5,1.7971119,0.40831757,NA,61.0707
"Egypt, Arab Rep.",1988,7.5948844,-5,2.0069559,0.7911491,NA,NA
"Egypt, Arab Rep.",1989,7.629004,-5,2.0347202,0.68449426,NA,NA
"Egypt, Arab Rep.",1990,7.6746173,-3,1.7609257,0.53068256,53,62.8049
"Egypt, Arab Rep.",1991,7.730175,-3,5.3867598,0.44885015,NA,NA
"Egypt, Arab Rep.",1992,7.7292957,-3,3.186789,0.4972935,NA,63.961
"Egypt, Arab Rep.",1993,7.834666,-3,3.2762752,0.32301542,NA,NA
"Egypt, Arab Rep.",1994,7.8718653,-3,2.611715,0.35680825,NA,NA
"Egypt, Arab Rep.",1995,7.925192,-3,2.1660202,0.37354434,49,NA
"Egypt, Arab Rep.",1996,7.962566,-3,2.4853618,0.310363,NA,NA
"Egypt, Arab Rep.",1997,7.995372,-3,2.2357316,0.256304,47.32,66.261
"Eritrea",1991,NA,-2,NA,NA,NA,NA
"Eritrea",1992,6.5477204,-2,NA,NA,NA,49.6585
"Eritrea",1993,6.519884,-2,NA,NA,NA,NA
"Eritrea",1994,6.614099,-2,NA,NA,NA,NA
"Eritrea",1995,6.639464,-2,NA,NA,NA,NA
"Eritrea",1996,6.6883416,-2,NA,NA,NA,NA
"Eritrea",1997,6.723493,-2,NA,NA,NA,50.8122
"Spain",1966,7.3356338,-7,0.20684509,0.21620326,NA,NA
"Spain",1967,7.403061,-7,0.26807275,0.26482958,NA,71.6366
"Spain",1968,7.495542,-7,0.46243754,0.2999966,NA,NA
"Spain",1969,7.6172676,-7,0.35978597,0.24528484,NA,NA
"Spain",1970,7.7012,-7,0.34882692,0.2562764,9.1,72.3244
"Spain",1971,7.775696,-7,0.2943,0.19820039,NA,NA
"Spain",1972,7.9021177,-7,0.2537571,0.1303197,NA,72.7829
"Spain",1973,8.025189,-7,0.33583447,0.14535217,NA,NA
"Spain",1974,8.155075,-7,0.5359083,0.19253412,NA,NA
"Spain",1975,8.250881,0,0.23983607,0.19274259,7.6,73.2293
"Spain",1976,8.331104,0,0.29897496,0.21385273,NA,NA
"Spain",1977,8.404696,0,0.31181133,0.22644547,NA,73.478
"Spain",1978,8.483637,9,0.22391623,0.22363326,NA,NA
"Spain",1979,8.567125,9,0.17621702,0.25672182,NA,NA
"Spain",1980,8.653122,9,0.35695532,0.44269505,6.1,75.5268
"Spain",1981,8.714896,9,0.54086846,0.46126696,NA,NA
"Spain",1982,8.789355,9,0.782779,0.39293906,NA,75.7756
"Spain",1983,8.831566,10,1.0939962,0.46255797,NA,NA
"Spain",1984,8.865312,10,1.2653913,0.5832026,NA,NA
"Spain",1985,8.927446,10,1.2950664,0.5024009,4.9,75.9341
"Spain",1986,9.006999,10,0.72881603,0.33113143,NA,NA
"Spain",1987,9.102978,10,0.6835633,0.29695818,NA,75.9268
"Spain",1988,9.196038,10,0.52268505,0.35145634,NA,76.6683
"Spain",1989,9.289983,10,0.5844146,0.3917472,NA,76.6659
"Spain",1990,9.372885,10,0.5538447,0.27566192,3.9,76.7146
"Spain",1991,9.439148,10,0.47325224,0.2870706,NA,76.7146
"Spain",1992,9.471627,10,0.31657338,0.2736585,NA,76.8317
"Spain",1993,9.485375,10,0.34208715,0.3087517,NA,76.8634
"Spain",1994,9.525299,10,0.30423975,0.34624293,NA,NA
"Spain",1995,9.578378,10,0.26010767,0.3707388,3,77.1024
"Spain",1996,9.609053,10,0.41951412,0.40420943,NA,77.9122
"Spain",1997,9.635689,10,NA,NA,2.76,77.9146
"Estonia",1966,NA,0,NA,NA,NA,NA
"Estonia",1967,NA,0,NA,NA,NA,69.8463
"Estonia",1968,NA,0,NA,NA,NA,NA
"Estonia",1969,NA,0,NA,NA,NA,NA
"Estonia",1970,NA,0,NA,NA,NA,69.9634
"Estonia",1971,NA,0,NA,NA,NA,NA
"Estonia",1972,NA,0,NA,NA,NA,70.0415
"Estonia",1973,NA,0,NA,NA,NA,NA
"Estonia",1974,NA,0,NA,NA,NA,NA
"Estonia",1975,NA,0,NA,NA,NA,NA
"Estonia",1976,NA,0,NA,NA,NA,NA
"Estonia",1977,NA,0,NA,NA,NA,69.3293
"Estonia",1978,NA,0,NA,NA,NA,NA
"Estonia",1979,NA,0,NA,NA,NA,NA
"Estonia",1980,NA,0,NA,NA,NA,69.078
"Estonia",1981,NA,0,NA,NA,NA,NA
"Estonia",1982,NA,0,NA,NA,NA,69.278
"Estonia",1983,NA,0,NA,NA,NA,NA
"Estonia",1984,NA,0,NA,NA,NA,NA
"Estonia",1985,NA,0,NA,NA,NA,70.0366
"Estonia",1986,NA,0,NA,NA,NA,NA
"Estonia",1987,8.50121,0,NA,NA,NA,70.6951
"Estonia",1988,8.579777,0,NA,NA,NA,70.6976
"Estonia",1989,8.604651,0,NA,NA,NA,70.0902
"Estonia",1990,8.548717,0,NA,NA,NA,69.478
"Estonia",1991,8.497311,8,NA,NA,NA,69.4732
"Estonia",1992,8.318053,8,NA,NA,NA,68.9634
"Estonia",1993,8.270181,8,NA,NA,NA,67.961
"Estonia",1994,8.282365,8,NA,NA,NA,66.9537
"Estonia",1995,8.361503,8,2.2189133,1.3190348,NA,67.8463
"Estonia",1996,8.422278,8,2.7605062,1.1264043,NA,69.8407
"Estonia",1997,8.5299835,8,3.7544281,1.9428273,NA,70.0849
"Ethiopia",1966,4.5325994,-9,NA,NA,NA,NA
"Ethiopia",1967,4.553877,-9,NA,NA,NA,38.9122
"Ethiopia",1968,4.6151204,-9,NA,NA,NA,NA
"Ethiopia",1969,4.6821313,-9,NA,NA,NA,NA
"Ethiopia",1970,4.7004805,-9,NA,NA,87.3,40.1415
"Ethiopia",1971,4.787492,-9,NA,NA,NA,NA
"Ethiopia",1972,4.8675346,-9,NA,NA,NA,40.961
"Ethiopia",1973,4.890349,-9,NA,NA,NA,NA
"Ethiopia",1974,4.94876,0,NA,NA,NA,NA
"Ethiopia",1975,5.09375,-7,NA,NA,84,NA
"Ethiopia",1976,5.117994,-7,NA,NA,NA,NA
"Ethiopia",1977,5.187386,-7,NA,NA,NA,41.961
"Ethiopia",1978,5.293305,-7,NA,NA,NA,NA
"Ethiopia",1979,5.3936276,-7,NA,NA,NA,NA
"Ethiopia",1980,5.5174527,-7,NA,NA,80.3,41.961
"Ethiopia",1981,5.605802,-7,0.57767624,0.009586074,NA,NA
"Ethiopia",1982,5.669881,-7,0.5671403,0.0062921047,NA,41.961
"Ethiopia",1983,5.7365723,-7,0.54724586,0.010379735,NA,NA
"Ethiopia",1984,5.7137327,-8,0.5392213,0.009707302,NA,NA
"Ethiopia",1985,5.7004437,-8,0.49499366,0.008901891,76.2,NA
"Ethiopia",1986,5.7838254,-8,0.15242815,0.004637493,NA,NA
"Ethiopia",1987,6.0626698,-8,0.28409335,0.009401117,NA,44.6098
"Ethiopia",1988,6.0847197,-8,0.16435619,0.011975954,NA,NA
"Ethiopia",1989,6.0626698,-8,0.22461613,0.014285082,NA,NA
"Ethiopia",1990,6.0626698,-8,0.26376218,0.0020003784,71.7,45.0034
"Ethiopia",1991,5.9934435,0,0.03427479,0.0003398284,NA,NA
"Ethiopia",1992,5.96926,0,0.23637234,NA,NA,45.2659
"Ethiopia",1993,6.127413,0,0.12824836,0.0014232177,NA,NA
"Ethiopia",1994,6.127413,0,NA,NA,NA,NA
"Ethiopia",1995,6.1683574,1,0.208637,0.005128522,66.8,NA
"Ethiopia",1996,6.2455363,1,NA,NA,NA,NA
"Ethiopia",1997,6.282001,1,NA,NA,64.6,43.3268
"Finland",1966,7.6333694,10,0.015519184,0.66533643,NA,NA
"Finland",1967,7.667158,10,0.070298605,0.5773278,NA,69.6073
"Finland",1968,7.7164607,10,0.055546563,0.68218756,NA,NA
"Finland",1969,7.862882,10,0.1197891,0.7431669,NA,NA
"Finland",1970,8.023552,10,0.17411377,0.7282438,NA,70.2615
"Finland",1971,8.081475,10,0.040325433,0.60321593,NA,NA
"Finland",1972,8.185907,10,0.043473285,0.643165,NA,70.6976
"Finland",1973,8.309184,10,0.051913198,0.80629754,NA,NA
"Finland",1974,8.431199,10,0.19682588,0.78323483,NA,NA
"Finland",1975,8.53149,10,0.081598856,0.6680699,NA,NA
"Finland",1976,8.588956,10,0.33205646,0.7787175,NA,NA
"Finland",1977,8.655562,10,0.5160993,0.896815,NA,72.1951
"Finland",1978,8.736008,10,0.64566225,0.76339275,NA,NA
"Finland",1979,8.894808,10,0.7135579,1.0099108,NA,NA
"Finland",1980,9.025576,10,1.2045608,1.0131986,NA,73.1902
"Finland",1981,9.118444,10,1.1777858,0.99330056,NA,NA
"Finland",1982,9.212338,10,1.0528488,0.81103915,NA,73.8537
"Finland",1983,9.263597,10,1.3250278,0.8942629,NA,NA
"Finland",1984,9.3258095,10,1.4666098,0.9609797,NA,NA
"Finland",1985,9.396903,10,1.0844945,0.85794985,NA,NA
"Finland",1986,9.441055,10,0.56462765,0.6496564,NA,NA
"Finland",1987,9.519735,10,0.5049886,0.63489693,NA,74.6024
"Finland",1988,9.614471,10,0.3552446,0.77444565,NA,NA
"Finland",1989,9.711843,10,0.1923032,0.8837233,NA,NA
"Finland",1990,9.745664,10,0.2911255,0.709225,NA,75.0524
"Finland",1991,9.680594,10,0.5794665,0.6577836,NA,75.2024
"Finland",1992,9.656243,10,0.71975595,0.8439228,NA,75.4124
"Finland",1993,9.653676,10,0.75469524,0.9761112,NA,NA
"Finland",1994,9.713329,10,0.6832893,0.992227,NA,76.3956
"Finland",1995,9.785373,10,0.60509145,0.9829827,NA,76.4095
"Finland",1996,9.824472,10,0.98871523,1.0020509,NA,76.6934
"Finland",1997,9.870053,10,0.7993142,1.2190405,NA,76.8634
"Fiji",1970,6.8501263,9,0.0003178293,0.25043437,26.8,64.1532
"Fiji",1971,6.9411902,9,NA,0.06533209,NA,NA
"Fiji",1972,7.0396605,9,NA,0.044054896,NA,65.1122
"Fiji",1973,7.1777825,9,0.0004460686,0.041200798,NA,NA
"Fiji",1974,7.3727465,9,0.0001254002,0.041443687,NA,NA
"Fiji",1975,7.5131636,9,1.4615229e-05,0.02514194,21.5,NA
"Fiji",1976,7.591357,9,7.211047e-05,0.0099344235,NA,NA
"Fiji",1977,7.6884556,9,0.0002638753,0.0046398523,NA,67.2073
"Fiji",1978,7.747165,9,0.0001086132,0.02832172,NA,NA
"Fiji",1979,7.894318,9,NA,0.03277496,NA,NA
"Fiji",1980,7.9564767,9,NA,0.02768192,17.6,68.2537
"Fiji",1981,8.057694,9,9.692776e-05,0.022806935,NA,NA
"Fiji",1982,8.057378,9,8.297916e-06,0.030715024,NA,68.9512
"Fiji",1983,8.038189,9,5.3448242e-05,0.012670182,NA,NA
"Fiji",1984,8.125039,9,1.693179e-05,0.01936033,NA,NA
"Fiji",1985,8.095903,9,0.0001665474,0.022561891,13.9,NA
"Fiji",1986,8.153925,9,NA,0.023805667,NA,NA
"Fiji",1987,8.128585,-3,NA,0.034788806,NA,70.3488
"Fiji",1988,8.26101,-3,8.103732e-05,0.05000647,NA,NA
"Fiji",1989,8.420682,-3,7.929598e-06,0.04759164,NA,NA
"Fiji",1990,8.520587,4,0.000622815,0.05031431,11.4,71.0688
"Fiji",1991,8.099488,4,0.0008950658,0.04396971,NA,NA
"Fiji",1992,8.573195,4,0.0005519884,0.042003248,NA,71.5488
"Fiji",1993,8.196422,4,0.0001941767,0.050673082,NA,NA
"Fiji",1994,8.235251,4,0.000302054,0.09193741,NA,NA
"Fiji",1995,8.270181,4,NA,NA,9,NA
"Fiji",1996,8.292007,4,NA,NA,NA,NA
"Fiji",1997,8.2603245,4,NA,NA,8.24,72.5578
"France",1966,7.794823,5,0.34483176,0.51396686,NA,NA
"France",1967,7.864804,5,0.29920724,0.47512063,NA,71.5585
"France",1968,7.9444923,5,0.25780448,0.49524346,NA,NA
"France",1969,8.056427,8,0.25335455,0.46919003,NA,NA
"France",1970,8.164795,8,0.26328406,0.53528553,NA,72.0078
"France",1971,8.251403,8,0.2850846,0.421126,NA,NA
"France",1972,8.33327,8,0.29780653,0.4240638,NA,72.3073
"France",1973,8.443546,8,0.30076936,0.4667483,NA,NA
"France",1974,8.535623,8,0.44782105,0.6765735,NA,NA
"France",1975,8.624252,8,0.4119524,0.4259292,NA,NA
"France",1976,8.716372,8,0.45600006,0.45919093,NA,NA
"France",1977,8.806125,8,0.48406598,0.48601514,NA,73.8
"France",1978,8.91355,8,0.42324778,0.4731977,NA,NA
"France",1979,9.027019,8,0.5985173,0.5426012,NA,NA
"France",1980,9.11548,8,0.6836257,0.6478546,NA,74.2507
"France",1981,9.198268,8,0.8112104,0.55775964,NA,NA
"France",1982,9.2794,8,0.6635112,0.4902544,NA,74.5512
"France",1983,9.315961,8,0.658417,0.5611126,NA,NA
"France",1984,9.354614,8,0.68032205,0.6505412,NA,NA
"France",1985,9.409683,8,0.71700644,0.6007726,NA,NA
"France",1986,9.47662,9,0.4419809,0.43628168,NA,NA
"France",1987,9.5306835,9,0.3530086,0.41033933,NA,76.0488
"France",1988,9.607168,8,0.34715995,0.5020377,NA,NA
"France",1989,9.672815,8,0.39276448,0.5919114,NA,76.5
"France",1990,9.738377,8,0.41102624,0.48824924,NA,76.8
"France",1991,9.778321,8,0.45062685,0.4418582,NA,76.9
"France",1992,9.810933,8,0.4134894,0.41496646,NA,77.2193
"France",1993,9.834783,9,0.44696817,0.38210866,NA,77.2
"France",1994,9.877943,9,0.42814323,0.42240444,NA,77.6512
"France",1995,9.922611,8,0.442294,0.44303757,NA,77.8024
"France",1996,9.943529,8,0.48023936,0.4214734,NA,77.9537
"France",1997,9.959048,9,0.5097025,0.43162596,NA,78.0537
"Gabon",1966,6.4676986,-7,6.400972,16.395493,NA,NA
"Gabon",1967,6.504288,-7,13.356225,14.980392,NA,42.9861
"Gabon",1968,6.744059,-7,14.696658,11.321544,NA,NA
"Gabon",1969,6.8501263,-9,15.748319,11.3425455,NA,NA
"Gabon",1970,6.942157,-9,15.997307,5.134315,NA,44.1829
"Gabon",1971,7.0596175,-9,21.182545,10.342092,NA,NA
"Gabon",1972,7.109062,-9,14.289846,12.660431,NA,44.9807
"Gabon",1973,7.226209,-9,17.215858,7.056342,NA,NA
"Gabon",1974,7.738488,-9,42.323826,6.460851,NA,NA
"Gabon",1975,7.816014,-9,36.18687,4.4503984,NA,NA
"Gabon",1976,8.056744,-9,29.746647,4.5893335,NA,NA
"Gabon",1977,8.007367,-9,35.152252,4.0535655,NA,47.0098
"Gabon",1978,7.9932823,-9,33.56075,8.489492,NA,NA
"Gabon",1979,8.133881,-9,47.66887,7.992259,NA,NA
"Gabon",1980,8.443546,-9,44.99367,6.167287,NA,48.1975
"Gabon",1981,8.428362,-9,36.324146,2.333999,NA,NA
"Gabon",1982,8.368229,-9,36.617634,2.214035,NA,48.9893
"Gabon",1983,8.386401,-9,34.571705,3.0609565,NA,NA
"Gabon",1984,8.368229,-9,NA,NA,NA,NA
"Gabon",1985,8.31189,-9,NA,NA,NA,NA
"Gabon",1986,8.05896,-9,NA,NA,NA,NA
"Gabon",1987,7.94094,-9,NA,NA,NA,51.1561
"Gabon",1988,7.9069157,-9,NA,NA,NA,NA
"Gabon",1989,8.101981,-9,NA,NA,NA,NA
"Gabon",1990,8.276649,0,NA,NA,NA,51.879
"Gabon",1991,8.254789,-3,NA,NA,NA,NA
"Gabon",1992,8.28979,-3,NA,NA,NA,52.361
"Gabon",1993,8.773768,-3,53.765926,3.6793551,NA,NA
"Gabon",1994,8.801534,-3,49.4082,1.9430426,NA,NA
"Gabon",1995,8.871117,-3,NA,NA,NA,NA
"Gabon",1996,8.88712,-3,46.05558,1.128905,NA,NA
"Gabon",1997,8.892398,-3,NA,NA,NA,52.4171
"United Kingdom",1966,7.7993436,10,0.3504605,0.5967786,NA,NA
"United Kingdom",1967,7.854769,10,0.31859717,0.6226044,NA,71.3732
"United Kingdom",1968,7.9294868,10,0.3811336,0.73976374,NA,NA
"United Kingdom",1969,7.9810495,10,0.36477974,0.78074616,NA,NA
"United Kingdom",1970,8.065893,10,0.40083966,0.82311696,NA,71.6732
"United Kingdom",1971,8.131531,10,0.41027668,0.6529414,NA,71.7732
"United Kingdom",1972,8.217709,10,0.37026438,0.6594958,NA,72.0244
"United Kingdom",1973,8.324336,10,0.49982044,0.85651064,NA,NA
"United Kingdom",1974,8.374938,10,0.91900426,1.0075171,NA,72.2732
"United Kingdom",1975,8.481359,10,0.771118,0.66843396,NA,NA
"United Kingdom",1976,8.562931,10,1.0027694,0.74173456,NA,NA
"United Kingdom",1977,8.654517,10,1.4300357,0.75759643,NA,72.7732
"United Kingdom",1978,8.772611,10,1.3944772,0.71020305,NA,73.0244
"United Kingdom",1979,8.890962,10,2.1827834,0.84392977,NA,NA
"United Kingdom",1980,8.986321,10,2.7743227,1.088582,NA,73.7756
"United Kingdom",1981,9.059982,10,3.7897964,0.73324573,NA,NA
"United Kingdom",1982,9.136263,10,4.031103,0.66355115,NA,74.0244
"United Kingdom",1983,9.208239,10,4.3067384,0.8103702,NA,NA
"United Kingdom",1984,9.261603,10,4.739636,0.78465587,NA,NA
"United Kingdom",1985,9.326967,10,4.744614,0.6613061,NA,NA
"United Kingdom",1986,9.387816,10,2.2513812,0.62567985,NA,NA
"United Kingdom",1987,9.467692,10,2.0526774,0.5474928,NA,74.9805
"United Kingdom",1988,9.555347,10,1.24915,0.5625076,NA,75.1317
"United Kingdom",1989,9.620395,10,1.2165375,0.6091458,NA,NA
"United Kingdom",1990,9.664024,10,1.433427,0.5929922,NA,75.6317
"United Kingdom",1991,9.679781,10,1.2568662,0.5130902,NA,75.8829
"United Kingdom",1992,9.699043,10,1.1685814,0.43812782,NA,76.202
"United Kingdom",1993,9.727131,10,1.2962595,0.46965617,NA,76.1854
"United Kingdom",1994,9.785912,10,1.3231428,0.5039924,NA,76.4854
"United Kingdom",1995,9.837343,10,1.3065176,0.5907224,NA,NA
"United Kingdom",1996,9.866581,10,1.4757252,0.52942955,NA,76.7902
"United Kingdom",1997,9.898363,10,1.3090053,0.5065551,NA,77.0854
"Georgia",1991,8.25037,1,NA,NA,NA,NA
"Georgia",1992,7.713967,4,NA,NA,NA,72.5488
"Georgia",1993,7.4174848,4,NA,NA,NA,NA
"Georgia",1994,7.308188,4,NA,NA,NA,NA
"Georgia",1995,7.3582444,5,NA,NA,NA,NA
"Georgia",1996,7.467957,5,NA,NA,NA,NA
"Georgia",1997,7.5618477,5,NA,NA,NA,72.5488
"Ghana",1966,5.575949,-7,0.06271763,1.6724612,NA,NA
"Ghana",1967,5.652489,-7,0.10679455,2.1545055,NA,48.0251
"Ghana",1968,5.7525725,-7,0.099033095,3.3173265,NA,NA
"Ghana",1969,5.8348107,0,0.103412,3.3294098,NA,NA
"Ghana",1970,5.961005,3,0.029560216,2.4751418,70.4,49.2302
"Ghana",1971,5.9506426,3,0.11035426,2.059014,NA,NA
"Ghana",1972,5.880533,-7,0.14504845,3.1981208,NA,50.0337
"Ghana",1973,6.0282784,-7,0.14862294,2.4233687,NA,NA
"Ghana",1974,6.244167,-7,0.42673412,1.8893671,NA,NA
"Ghana",1975,6.1800165,-7,0.72310793,2.1163433,63.9,NA
"Ghana",1976,6.156979,-7,0.58295214,4.5635314,NA,NA
"Ghana",1977,6.313548,-7,0.47354758,3.664494,NA,52.0098
"Ghana",1978,6.481577,0,0.17360571,4.0371757,NA,NA
"Ghana",1979,6.496775,6,0.21593308,2.5339632,NA,NA
"Ghana",1980,6.639876,6,0.082956456,3.528035,56.8,53.2098
"Ghana",1981,6.675823,-7,2.4539852,5.9469643,NA,NA
"Ghana",1982,6.5496507,-7,1.7079259,4.475477,NA,54.0098
"Ghana",1983,6.5736804,-7,2.0502505,1.066329,NA,NA
"Ghana",1984,6.6306834,-7,0.3849915,0.29227066,NA,NA
"Ghana",1985,6.6745615,-7,NA,NA,49.8,NA
"Ghana",1986,6.7153835,-7,NA,NA,NA,NA
"Ghana",1987,6.7417006,-7,NA,NA,NA,55.9585
"Ghana",1988,6.7719355,-7,NA,NA,NA,NA
"Ghana",1989,6.809039,-7,NA,NA,NA,NA
"Ghana",1990,7.003974,-7,NA,NA,42.7,57.1585
"Ghana",1991,7.0604763,0,NA,NA,NA,NA
"Ghana",1992,7.1300983,1,1.0386885,1.9031379,NA,57.9585
"Ghana",1993,7.2821875,1,NA,NA,NA,NA
"Ghana",1994,7.308188,1,NA,NA,NA,NA
"Ghana",1995,7.3521223,1,NA,NA,36.2,NA
"Ghana",1996,7.3763876,5,NA,NA,NA,NA
"Ghana",1997,7.388303,5,NA,NA,33.64,60.0073
"Guinea",1966,5.043425,-9,NA,NA,NA,NA
"Guinea",1967,5.0369525,-9,NA,NA,NA,35.7878
"Guinea",1968,5.0689044,-9,NA,NA,NA,NA
"Guinea",1969,5.09375,-9,NA,NA,NA,NA
"Guinea",1970,5.1059456,-9,NA,NA,NA,36.6878
"Guinea",1971,5.3471074,-9,NA,NA,NA,NA
"Guinea",1972,5.3471074,-9,NA,NA,NA,37.2878
"Guinea",1973,5.4026775,-9,NA,NA,NA,NA
"Guinea",1974,5.655992,-9,NA,NA,NA,NA
"Guinea",1975,5.8318825,-9,NA,NA,NA,NA
"Guinea",1976,6.0306854,-9,NA,NA,NA,NA
"Guinea",1977,6.100319,-9,NA,NA,NA,38.7878
"Guinea",1978,6.1944056,-9,NA,NA,NA,NA
"Guinea",1979,6.2709885,-9,NA,NA,NA,NA
"Guinea",1980,6.455199,-9,NA,NA,NA,39.8078
"Guinea",1981,6.455199,-9,NA,NA,NA,NA
"Guinea",1982,6.4800444,-9,NA,NA,NA,40.4878
"Guinea",1983,6.4441314,-9,NA,NA,NA,NA
"Guinea",1984,6.4052286,-7,NA,NA,NA,NA
"Guinea",1985,6.568078,-7,NA,NA,NA,NA
"Guinea",1986,6.222576,-7,NA,NA,NA,NA
"Guinea",1987,6.228511,-7,NA,NA,NA,42.5544
"Guinea",1988,6.2595816,-7,NA,NA,NA,NA
"Guinea",1989,6.302619,-7,NA,NA,NA,NA
"Guinea",1990,6.359574,-7,NA,NA,NA,43.7144
"Guinea",1991,6.391917,-5,NA,NA,NA,NA
"Guinea",1992,6.403574,-5,NA,NA,NA,44.4878
"Guinea",1993,7.3582444,-4,NA,NA,NA,NA
"Guinea",1994,7.4289227,-4,NA,NA,NA,NA
"Guinea",1995,7.473411,-1,NA,NA,NA,NA
"Guinea",1996,7.505524,-1,NA,NA,NA,NA
"Guinea",1997,7.5212026,-1,NA,NA,NA,46.4878
"Gambia, The",1966,5.556828,8,NA,0.004750554,NA,NA
"Gambia, The",1967,5.525453,8,NA,NA,NA,34.9634
"Gambia, The",1968,5.587249,8,NA,0.011418844,NA,NA
"Gambia, The",1969,5.627621,8,0.021032412,NA,NA,NA
"Gambia, The",1970,5.710427,8,NA,NA,90.3,36.1927
"Gambia, The",1971,5.9401712,8,NA,NA,NA,NA
"Gambia, The",1972,5.9788857,8,NA,NA,NA,37.0122
"Gambia, The",1973,6.0210233,8,NA,NA,NA,NA
"Gambia, The",1974,6.115892,8,NA,NA,NA,NA
"Gambia, The",1975,6.135565,8,NA,NA,87.3,NA
"Gambia, The",1976,6.3885612,8,NA,NA,NA,NA
"Gambia, The",1977,6.50129,8,NA,NA,NA,39.0122
"Gambia, The",1978,6.7117405,8,NA,NA,NA,NA
"Gambia, The",1979,6.6424866,8,NA,NA,NA,NA
"Gambia, The",1980,6.7417006,8,NA,NA,83.7,40.1815
"Gambia, The",1981,6.64379,7,NA,0.2690326,NA,NA
"Gambia, The",1982,6.6821084,7,NA,0.019814389,NA,40.961
"Gambia, The",1983,6.4488893,7,0.05496349,0.44711187,NA,NA
"Gambia, The",1984,6.658011,7,NA,NA,NA,NA
"Gambia, The",1985,6.645091,8,NA,NA,79.5,NA
"Gambia, The",1986,6.7719355,8,NA,NA,NA,NA
"Gambia, The",1987,6.812345,8,NA,NA,NA,47.0024
"Gambia, The",1988,6.785588,8,NA,NA,NA,NA
"Gambia, The",1989,6.8112445,8,NA,NA,NA,NA
"Gambia, The",1990,6.858565,8,NA,NA,74.5,49.2795
"Gambia, The",1991,7.221091,8,NA,NA,NA,NA
"Gambia, The",1992,7.255493,8,NA,NA,NA,50.7976
"Gambia, The",1993,7.2689295,8,NA,NA,NA,NA
"Gambia, The",1994,7.255493,-7,NA,NA,NA,NA
"Gambia, The",1995,7.262234,-7,NA,NA,69.1,NA
"Gambia, The",1996,7.262234,-6,NA,NA,NA,NA
"Gambia, The",1997,7.2821875,-5,NA,NA,66.86,53.1561
"Guinea-Bissau",1974,5.961005,-7,NA,NA,NA,NA
"Guinea-Bissau",1975,5.9558372,-7,0.01698267,NA,84.5,NA
"Guinea-Bissau",1976,5.986452,-7,NA,NA,NA,NA
"Guinea-Bissau",1977,5.826,-7,NA,0,NA,37.5122
"Guinea-Bissau",1978,5.913503,-7,NA,NA,NA,NA
"Guinea-Bissau",1979,5.857933,-7,NA,0.0023633079,NA,NA
"Guinea-Bissau",1980,5.7899604,-7,NA,0.03207462,81.2,38.6229
"Guinea-Bissau",1981,6.150603,-7,0.0061409767,4.275132,NA,NA
"Guinea-Bissau",1982,6.3117347,-7,0.004289969,0.8141834,NA,39.3634
"Guinea-Bissau",1983,6.3207684,-7,0.0043411376,0.5600074,NA,NA
"Guinea-Bissau",1984,6.398595,-8,NA,NA,NA,NA
"Guinea-Bissau",1985,6.4769726,-8,NA,NA,77.5,NA
"Guinea-Bissau",1986,6.475433,-8,NA,NA,NA,NA
"Guinea-Bissau",1987,6.49224,-8,NA,NA,NA,41.5585
"Guinea-Bissau",1988,6.561031,-8,NA,NA,NA,NA
"Guinea-Bissau",1989,6.669498,-8,NA,NA,NA,NA
