"congress","district","state","party","name","dwnom1","dwnom2"
86,4,"OREGON","Democrat","PORTER",-0.538999974727631,0.458999991416931
86,1,"PENNSYL","Democrat","BARRETT",-0.441000014543533,0.148000001907349
86,2,"PENNSYL","Democrat","GRANAHAN",-0.444000005722046,-0.0260000005364418
86,3,"PENNSYL","Democrat","BYRNE",-0.40599998831749,0.151999995112419
86,4,"PENNSYL","Democrat","NIX",-0.5,0.105999998748302
86,5,"PENNSYL","Democrat","GREEN  W.",-0.462000012397766,-0.0230000000447035
86,6,"PENNSYL","Democrat","TOLL",-0.437999993562698,0.0549999997019768
86,7,"PENNSYL","Republican","MILLIKEN",0.148000001907349,-0.540000021457672
86,8,"PENNSYL","Republican","CURTIN",0.11599999666214,-0.537999987602234
86,9,"PENNSYL","Republican","DAGUE",0.27700001001358,-0.398999989032745
86,10,"PENNSYL","Democrat","PROKOP",-0.544000029563904,0.165999993681908
86,11,"PENNSYL","Democrat","FLOOD",-0.331999987363815,0.342000007629395
86,12,"PENNSYL","Republican","FENTON",0.136000007390976,-0.40200001001358
86,13,"PENNSYL","Republican","LAFORE",0.344999998807907,-0.820999979972839
86,14,"PENNSYL","Democrat","RHODES  G.",-0.333999991416931,0.0329999998211861
86,15,"PENNSYL","Democrat","WALTER",-0.123999997973442,0.118000000715256
86,16,"PENNSYL","Republican","MUMMA",0.303000003099442,-0.771000027656555
86,17,"PENNSYL","Republican","BUSH",0.209000006318092,-0.41499999165535
86,17,"PENNSYL","Republican","SCHNEEBELI",0.212999999523163,-0.533999979496002
86,18,"PENNSYL","Republican","SIMPSON  R.",0.345999985933304,-0.559000015258789
86,19,"PENNSYL","Democrat","QUIGLEY",-0.388999998569489,-0.170000001788139
86,20,"PENNSYL","Republican","VAN ZANDT",0.0540000014007092,-0.500999987125397
86,21,"PENNSYL","Democrat","DENT",-0.298000007867813,0.273000001907349
86,22,"PENNSYL","Republican","SAYLOR",0.129999995231628,-0.233999997377396
86,23,"PENNSYL","Republican","GAVIN",0.14300000667572,-0.0439999997615814
86,24,"PENNSYL","Republican","KEARNS",0.0920000001788139,-0.296999990940094
86,25,"PENNSYL","Democrat","CLARK",-0.218999996781349,0.140000000596046
86,26,"PENNSYL","Democrat","MORGAN",-0.361000001430511,0.275999993085861
86,27,"PENNSYL","Republican","FULTON",0.0140000004321337,-0.574000000953674
86,28,"PENNSYL","Democrat","MOORHEAD",-0.381999999284744,-0.0839999988675117
86,29,"PENNSYL","Republican","CORBETT",0.0610000006854534,-0.554000020027161
86,30,"PENNSYL","Democrat","HOLLAND",-0.437999993562698,0.141000002622604
86,1,"RHODE I","Democrat","FORAND",-0.354999989271164,0.017000000923872
86,2,"RHODE I","Democrat","FOGARTY",-0.284000009298325,-0.246999993920326
86,1,"SOUTH C","Democrat","RIVERS  L.",-0.017000000923872,1.03999996185303
86,2,"SOUTH C","Democrat","RILEY",0.0270000007003546,0.976999998092651
86,3,"SOUTH C","Democrat","DORN  W.",0.0750000029802322,0.936999976634979
86,4,"SOUTH C","Democrat","ASHMORE",0.150999993085861,1.00300002098083
86,5,"SOUTH C","Democrat","HEMPHILL",-0.0299999993294477,0.972000002861023
86,6,"SOUTH C","Democrat","MCMILLAN",0.0560000017285347,1.00300002098083
86,1,"SOUTH D","Democrat","MCGOVERN",-0.42399999499321,0.442999988794327
86,2,"SOUTH D","Republican","BERRY",0.331999987363815,0.0209999997168779
86,1,"TENNESS","Republican","REECE",0.25,-0.0570000000298023
86,2,"TENNESS","Republican","BAKER",0.118000000715256,-0.0729999989271164
86,3,"TENNESS","Democrat","FRAZIER",-0.179000005125999,0.85699999332428
86,4,"TENNESS","Democrat","EVINS",-0.25,0.890999972820282
86,5,"TENNESS","Democrat","LOSER",-0.109999999403954,0.728999972343445
86,6,"TENNESS","Democrat","BASS  R.",-0.26800000667572,0.855000019073486
86,7,"TENNESS","Democrat","MURRAY",0.0260000005364418,0.899999976158142
86,8,"TENNESS","Democrat","EVERETT",-0.116999998688698,0.973999977111816
86,9,"TENNESS","Democrat","DAVIS  C.",-0.14300000667572,0.722000002861023
86,1,"TEXAS","Democrat","PATMAN",-0.324000000953674,0.870000004768372
86,2,"TEXAS","Democrat","BROOKS  J.",-0.310000002384186,0.796999990940094
86,3,"TEXAS","Democrat","BECKWORTH",-0.167999997735023,0.676999986171722
86,5,"TEXAS","Republican","ALGER",0.609000027179718,-0.0240000002086163
86,6,"TEXAS","Democrat","TEAGUE  O.",-0.00600000005215406,0.996999979019165
86,7,"TEXAS","Democrat","DOWDY",0.179000005125999,1.00600004196167
86,8,"TEXAS","Democrat","THOMAS",-0.142000004649162,0.583000004291534
86,9,"TEXAS","Democrat","THOMPSON  C",-0.24600000679493,0.825999975204468
86,10,"TEXAS","Democrat","THORNBERRY",-0.229000002145767,0.663999974727631
86,11,"TEXAS","Democrat","POAGE",0.00800000037997961,1.02300000190735
86,12,"TEXAS","Democrat","WRIGHT",-0.245000004768372,0.694999992847443
86,13,"TEXAS","Democrat","IKARD",-0.148000001907349,0.63400000333786
86,14,"TEXAS","Democrat","YOUNG",-0.24099999666214,0.810000002384186
86,15,"TEXAS","Democrat","KILGORE",0.0160000007599592,0.648999989032745
86,16,"TEXAS","Democrat","RUTHERFORD",-0.0520000010728836,0.800999999046326
86,17,"TEXAS","Democrat","BURLESON",0.101999998092651,0.962000012397766
86,18,"TEXAS","Democrat","ROGERS  W.",0.0450000017881393,0.998000025749207
86,19,"TEXAS","Democrat","MAHON",-0.0949999988079071,0.867999970912933
86,20,"TEXAS","Democrat","KILDAY",-0.123000003397465,0.46000000834465
86,21,"TEXAS","Democrat","FISHER",0.112999998033047,0.890999972820282
86,22,"TEXAS","Democrat","CASEY",0.00999999977648258,0.565999984741211
86,1,"UTAH","Republican","DIXON",0.196999996900558,-0.419999986886978
86,2,"UTAH","Democrat","KING  D.",-0.202000007033348,0.23199999332428
86,1,"VERMONT","Democrat","MEYER",-0.999000012874603,-0.0399999991059303
86,1,"VIRGINI","Democrat","DOWNING",-0.0219999998807907,0.662999987602234
86,2,"VIRGINI","Democrat","HARDY",-0.0700000002980232,0.720000028610229
86,3,"VIRGINI","Democrat","GARY",0.00899999961256981,0.64300000667572
86,4,"VIRGINI","Democrat","ABBITT",0.157000005245209,0.874000012874603
86,5,"VIRGINI","Democrat","TUCK",0.231000006198883,0.874000012874603
86,6,"VIRGINI","Republican","POFF",0.296999990940094,0.0219999998807907
86,7,"VIRGINI","Democrat","HARRISON",0.141000002622604,0.796999990940094
86,8,"VIRGINI","Democrat","SMITH  H.",0.149000003933907,0.981000006198883
86,9,"VIRGINI","Democrat","JENNINGS",-0.123999997973442,0.815999984741211
86,10,"VIRGINI","Republican","BROYHILL",0.187000006437302,0.0309999994933605
86,1,"WASHING","Republican","PELLY",0.162000000476837,-0.504000008106232
86,2,"WASHING","Republican","WESTLAND",0.216000005602837,-0.347000002861023
86,3,"WASHING","Republican","MACK  R.",0.282000005245209,-0.0949999988079071
86,4,"WASHING","Republican","MAY",0.145999997854233,-0.200000002980232
86,5,"WASHING","Republican","HORAN",0.159999996423721,-0.136999994516373
86,6,"WASHING","Republican","TOLLEFSON",0.100000001490116,-0.421000003814697
86,7,"WASHING","Democrat","MAGNUSON",-0.34799998998642,0.36599999666214
86,1,"WEST VI","Republican","MOORE",0.141000002622604,-0.178000003099442
86,2,"WEST VI","Democrat","STAGGERS",-0.300999999046326,0.331999987363815
86,3,"WEST VI","Democrat","BAILEY",-0.197999998927116,0.572000026702881
86,4,"WEST VI","Democrat","HECHLER",-0.335999995470047,0.0659999996423721
86,5,"WEST VI","Democrat","KEE",-0.310999989509583,0.34400001168251
86,6,"WEST VI","Democrat","SLACK",-0.221000000834465,0.404000014066696
86,1,"WISCONS","Democrat","FLYNN",-0.574000000953674,0.187999993562698
86,2,"WISCONS","Democrat","KASTENMEIER",-0.495999991893768,-0.425000011920929
86,3,"WISCONS","Republican","WITHROW",0.149000003933907,-0.0930000022053719
86,4,"WISCONS","Democrat","ZABLOCKI",-0.308999985456467,0.259999990463257
86,5,"WISCONS","Democrat","REUSS",-0.49099999666214,-0.221000000834465
86,6,"WISCONS","Republican","VAN PELT",0.379000008106232,-0.141000002622604
86,7,"WISCONS","Republican","LAIRD",0.416000008583069,-0.522000014781952
86,8,"WISCONS","Republican","BYRNES",0.324999988079071,-0.465999990701675
86,9,"WISCONS","Democrat","JOHNSON  L.",-0.303000003099442,0.379999995231628
86,10,"WISCONS","Republican","O'KONSKI",0.0879999995231628,-0.0309999994933605
86,1,"WYOMING","Republican","THOMSON",0.293999999761581,-0.0659999996423721
87,0,"USA","Democrat","KENNEDY",-0.601000010967255,0.368000000715256
87,1,"ALABAMA","Democrat","BOYKIN",-0.0320000015199184,0.777999997138977
87,2,"ALABAMA","Democrat","GRANT",0.0160000007599592,1.00199997425079
87,3,"ALABAMA","Democrat","ANDREWS",0.0860000029206276,0.995999991893768
87,4,"ALABAMA","Democrat","ROBERTS",-0.175999999046326,0.953000009059906
87,5,"ALABAMA","Democrat","RAINS",-0.300000011920929,1.00399994850159
87,6,"ALABAMA","Democrat","SELDEN",0.0189999993890524,0.736000001430511
87,7,"ALABAMA","Democrat","ELLIOTT",-0.314000010490417,0.961000025272369
87,8,"ALABAMA","Democrat","JONES  R.",-0.273000001907349,0.875999987125397
87,9,"ALABAMA","Democrat","HUDDLESTON",0.0160000007599592,0.749000012874603
87,1,"ALASKA","Democrat","RIVERS  R.",-0.449999988079071,0.541000008583069
87,1,"ARIZONA","Republican","RHODES  J.",0.226999998092651,-0.142000004649162
87,2,"ARIZONA","Democrat","UDALL  M.",-0.354000002145767,0.063000001013279
87,1,"ARKANSA","Democrat","GATHINGS",0.100000001490116,0.925999999046326
87,2,"ARKANSA","Democrat","MILLS",-0.165000006556511,0.885999977588654
87,3,"ARKANSA","Democrat","TRIMBLE",-0.342000007629395,0.893999993801117
87,4,"ARKANSA","Democrat","HARRIS",-0.120999999344349,0.894999980926514
87,5,"ARKANSA","Democrat","ALFORD",0.0949999988079071,0.995000004768372
87,6,"ARKANSA","Democrat","NORRELL  C.",-0.0240000002086163,1
87,1,"CALIFOR","Democrat","MILLER  C.",-0.421999990940094,0.331000000238419
87,2,"CALIFOR","Democrat","JOHNSON  H.",-0.386000007390976,0.574999988079071
87,3,"CALIFOR","Democrat","MOSS",-0.523999989032745,0.215000003576279
87,4,"CALIFOR","Republican","MAILLIARD",0.101999998092651,-0.579999983310699
87,5,"CALIFOR","Democrat","SHELLEY",-0.437999993562698,0.372999995946884
87,6,"CALIFOR","Republican","BALDWIN",0.063000001013279,-0.379000008106232
87,7,"CALIFOR","Democrat","COHELAN",-0.529999971389771,-0.162000000476837
87,8,"CALIFOR","Democrat","MILLER  G.",-0.377000004053116,0.308999985456467
87,9,"CALIFOR","Republican","YOUNGER",0.294999986886978,-0.423000007867813
87,10,"CALIFOR","Republican","GUBSER",0.190999999642372,-0.310999989509583
87,11,"CALIFOR","Democrat","MCFALL",-0.430000007152557,0.49099999666214
87,12,"CALIFOR","Democrat","SISK",-0.372000008821487,0.575999975204468
87,13,"CALIFOR","Republican","TEAGUE  C.",0.243000000715256,-0.395999997854233
87,14,"CALIFOR","Democrat","HAGEN",-0.224999994039536,0.194000005722046
87,15,"CALIFOR","Republican","MCDONOUGH",0.300999999046326,-0.229000002145767
87,16,"CALIFOR","Republican","BELL",0.153999999165535,-0.646000027656555
87,17,"CALIFOR","Democrat","KING  C.",-0.437000006437302,0.324000000953674
87,18,"CALIFOR","Republican","HOSMER",0.248999997973442,-0.448000013828278
87,19,"CALIFOR","Democrat","HOLIFIELD",-0.42399999499321,0.337999999523163
87,20,"CALIFOR","Republican","SMITH",0.428000003099442,-0.155000001192093
87,21,"CALIFOR","Republican","HIESTAND",0.611000001430511,-0.437999993562698
87,22,"CALIFOR","Democrat","CORMAN",-0.476000010967255,0.0799999982118607
87,23,"CALIFOR","Democrat","DOYLE",-0.310000002384186,0.398000001907349
87,24,"CALIFOR","Republican","LIPSCOMB",0.351999998092651,-0.189999997615814
87,25,"CALIFOR","Republican","ROUSSELOT",0.550999999046326,0.104000002145767
87,26,"CALIFOR","Democrat","ROOSEVELT",-0.580999970436096,-0.0509999990463257
87,27,"CALIFOR","Democrat","SHEPPARD",-0.261000007390976,0.344999998807907
87,28,"CALIFOR","Republican","UTT",0.477999985218048,0.0149999996647239
87,29,"CALIFOR","Democrat","SAUND",-0.412000000476837,0.41100001335144
87,30,"CALIFOR","Republican","WILSON  R.",0.225999996066093,-0.342999994754791
87,1,"COLORAD","Democrat","ROGERS  B.",-0.24099999666214,0.210999995470047
87,2,"COLORAD","Republican","DOMINICK",0.186000004410744,-0.223000004887581
87,3,"COLORAD","Republican","CHENOWETH",0.119999997317791,-0.143999993801117
87,4,"COLORAD","Democrat","ASPINALL",-0.256000012159348,0.53600001335144
87,1,"CONNECT","Democrat","DADDARIO",-0.337999999523163,-0.187000006437302
87,2,"CONNECT","Republican","SEELY-BROWN",-0.0020000000949949,-0.737999975681305
87,3,"CONNECT","Democrat","GIAIMO",-0.266999989748001,0.061999998986721
87,4,"CONNECT","Republican","SIBAL",0.068000003695488,-0.912000000476837
87,5,"CONNECT","Democrat","MONAGAN",-0.207000002264977,-0.0799999982118607
87,99,"CONNECT","Democrat","KOWALSKI",-0.372999995946884,0.0140000004321337
87,1,"DELAWAR","Democrat","MCDOWELL",-0.35699999332428,0.155000001192093
87,1,"FLORIDA","Republican","CRAMER",0.244000002741814,-0.0509999990463257
87,2,"FLORIDA","Democrat","BENNETT  C.",-0.0379999987781048,0.495999991893768
87,3,"FLORIDA","Democrat","SIKES",-0.0520000010728836,0.899999976158142
87,4,"FLORIDA","Democrat","FASCELL",-0.319000005722046,0.29899999499321
87,5,"FLORIDA","Democrat","HERLONG",0.0540000014007092,0.638000011444092
87,6,"FLORIDA","Democrat","ROGERS  P.",-0.00999999977648258,0.453000009059906
87,7,"FLORIDA","Democrat","HALEY",0.168999999761581,0.640999972820282
87,8,"FLORIDA","Democrat","MATTHEWS",-0.0890000015497208,0.915000021457672
87,1,"GEORGIA","Democrat","HAGAN",-0.00300000002607703,0.970000028610229
87,2,"GEORGIA","Democrat","PILCHER",-0.0599999986588955,0.957000017166138
87,3,"GEORGIA","Democrat","FORRESTER",0.0659999996423721,0.976999998092651
87,4,"GEORGIA","Democrat","FLYNT",0.0890000015497208,0.955999970436096
87,5,"GEORGIA","Democrat","DAVIS  J.",0.189999997615814,0.897000014781952
87,6,"GEORGIA","Democrat","VINSON",-0.0710000023245811,0.934000015258789
87,7,"GEORGIA","Democrat","DAVIS  J.",-0.101999998092651,1.07099997997284
87,8,"GEORGIA","Democrat","BLITCH",0.00700000021606684,1
87,9,"GEORGIA","Democrat","LANDRUM",-0.0489999987185001,0.992999970912933
87,10,"GEORGIA","Democrat","STEPHENS",-0.0710000023245811,0.930000007152557
87,1,"HAWAII","Democrat","INOUYE",-0.391000002622604,0.319999992847443
87,1,"IDAHO","Democrat","PFOST",-0.296999990940094,0.839999973773956
87,2,"IDAHO","Democrat","HARDING",-0.287999987602234,0.215000003576279
87,1,"ILLINOI","Democrat","DAWSON",-0.493999987840652,0.217999994754791
87,2,"ILLINOI","Democrat","O'HARA  B.",-0.49099999666214,-0.0560000017285347
87,3,"ILLINOI","Democrat","MURPHY  W.",-0.400000005960464,0.186000004410744
87,4,"ILLINOI","Republican","DERWINSKI",0.330000013113022,-0.29899999499321
87,5,"ILLINOI","Democrat","KLUCZYNSKI",-0.349999994039536,0.301999986171722
87,6,"ILLINOI","Democrat","O'BRIEN  T.",-0.354000002145767,0.0209999997168779
87,7,"ILLINOI","Democrat","LIBONATI",-0.379999995231628,0.184000000357628
87,8,"ILLINOI","Democrat","ROSTENKOWSK",-0.377999991178513,0.319000005722046
87,9,"ILLINOI","Democrat","YATES",-0.456000000238419,-0.437000006437302
87,10,"ILLINOI","Republican","COLLIER",0.358000010251999,-0.337000012397766
87,11,"ILLINOI","Democrat","PUCINSKI",-0.250999987125397,0.046000000089407
87,12,"ILLINOI","Democrat","FINNEGAN",-0.43299999833107,0.0949999988079071
87,13,"ILLINOI","Republican","CHURCH",0.245000004768372,-0.211999997496605
87,14,"ILLINOI","Republican","HOFFMAN  E.",0.540000021457672,-0.145999997854233
87,15,"ILLINOI","Republican","MASON",0.772000014781952,0.246999993920326
87,16,"ILLINOI","Republican","ANDERSON  J",0.319000005722046,-0.565999984741211
87,17,"ILLINOI","Republican","ARENDS",0.280000001192093,-0.324999988079071
87,18,"ILLINOI","Republican","MICHEL",0.337999999523163,-0.279000014066696
87,19,"ILLINOI","Republican","CHIPERFIELD",0.209999993443489,-0.416999995708466
87,20,"ILLINOI","Republican","FINDLEY",0.33899998664856,-0.654999971389771
87,21,"ILLINOI","Democrat","MACK  P.",-0.17399999499321,0.409999996423721
87,22,"ILLINOI","Republican","SPRINGER",0.185000002384186,-0.31700000166893
87,23,"ILLINOI","Democrat","SHIPLEY",-0.207000002264977,0.458999991416931
87,24,"ILLINOI","Democrat","PRICE",-0.402999997138977,0.375999987125397
87,25,"ILLINOI","Democrat","GRAY",-0.29899999499321,0.488999992609024
87,1,"INDIANA","Democrat","MADDEN",-0.388999998569489,0.0850000008940697
87,2,"INDIANA","Republican","HALLECK",0.231000006198883,-0.430000007152557
87,3,"INDIANA","Democrat","BRADEMAS",-0.437999993562698,-0.0299999993294477
87,4,"INDIANA","Republican","ADAIR",0.263000011444092,-0.129999995231628
87,5,"INDIANA","Democrat","ROUSH",-0.20100000500679,0.307000011205673
87,6,"INDIANA","Republican","ROUDEBUSH",0.305000007152557,-0.090999998152256
87,7,"INDIANA","Republican","BRAY",0.226999998092651,0.00800000037997961
87,8,"INDIANA","Democrat","DENTON",-0.331000000238419,0.287999987602234
87,9,"INDIANA","Republican","WILSON  E.",0.310999989509583,-0.0270000007003546
87,10,"INDIANA","Republican","HARVEY",0.307000011205673,-0.101000003516674
87,11,"INDIANA","Republican","BRUCE",0.483999997377396,-0.157000005245209
87,1,"IOWA","Republican","SCHWENGEL",0.148000001907349,-0.651000022888184
87,2,"IOWA","Republican","BROMWELL",0.293999999761581,-0.416999995708466
87,3,"IOWA","Republican","GROSS",0.998000025749207,-0.0599999986588955
87,4,"IOWA","Republican","KYL",0.298000007867813,-0.145999997854233
87,5,"IOWA","Democrat","SMITH  N.",-0.28099998831749,0.202000007033348
87,6,"IOWA","Democrat","COAD",-0.312000006437302,0.345999985933304
87,7,"IOWA","Republican","JENSEN",0.351000010967255,0.0930000022053719
87,8,"IOWA","Republican","HOEVEN",0.335999995470047,-0.155000001192093
87,1,"KANSAS","Republican","AVERY",0.175999999046326,-0.175999999046326
87,2,"KANSAS","Republican","ELLSWORTH",0.141000002622604,-0.451999992132187
87,3,"KANSAS","Republican","MCVEY",0.36599999666214,0.025000000372529
87,4,"KANSAS","Republican","SHRIVER",0.187000006437302,-0.172999992966652
87,5,"KANSAS","Democrat","BREEDING",-0.190999999642372,0.337999999523163
87,6,"KANSAS","Republican","DOLE",0.335999995470047,-0.0469999983906746
87,1,"KENTUCK","Democrat","STUBBLEFIEL",-0.214000001549721,0.712000012397766
87,2,"KENTUCK","Democrat","NATCHER",-0.194999992847443,0.589999973773956
87,3,"KENTUCK","Democrat","BURKE  F.",-0.291999995708466,0.345999985933304
87,4,"KENTUCK","Democrat","CHELF",-0.140000000596046,0.628000020980835
87,5,"KENTUCK","Democrat","SPENCE",-0.291999995708466,0.691999971866608
87,6,"KENTUCK","Democrat","WATTS",-0.138999998569489,0.629000008106232
87,7,"KENTUCK","Democrat","PERKINS",-0.308999985456467,0.382999986410141
87,8,"KENTUCK","Republican","SILER",0.219999998807907,0.118000000715256
87,1,"LOUISIA","Democrat","HEBERT",-0.00899999961256981,0.796999990940094
87,2,"LOUISIA","Democrat","BOGGS",-0.293000012636185,0.572000026702881
87,3,"LOUISIA","Democrat","WILLIS",-0.138999998569489,0.99099999666214
87,4,"LOUISIA","Democrat","BROOKS  O.",0.046000000089407,0.972000002861023
87,4,"LOUISIA","Democrat","WAGGONNER",0.142000004649162,0.763000011444092
87,5,"LOUISIA","Democrat","PASSMAN",0.025000000372529,0.904999971389771
87,6,"LOUISIA","Democrat","MORRISON",-0.28999999165535,0.799000024795532
87,7,"LOUISIA","Democrat","THOMPSON  T",-0.146999999880791,0.947000026702881
87,8,"LOUISIA","Democrat","MCSWEEN",0.0759999975562096,0.856000006198883
87,1,"MAINE","Republican","GARLAND",0.224000006914139,-0.153999999165535
87,2,"MAINE","Republican","TUPPER",-0.0359999984502792,-0.5
87,3,"MAINE","Republican","MCINTIRE",0.178000003099442,-0.175999999046326
87,1,"MARYLAN","Democrat","JOHNSON  T.",-0.126000002026558,0.257999986410141
87,2,"MARYLAN","Democrat","BREWSTER",-0.172999992966652,-0.0979999974370003
87,3,"MARYLAN","Democrat","GARMATZ",-0.270999997854233,0.317999988794327
87,4,"MARYLAN","Democrat","FALLON",-0.163000002503395,0.0890000015497208
87,5,"MARYLAN","Democrat","LANKFORD",-0.263000011444092,0.239999994635582
87,6,"MARYLAN","Republican","MATHIAS",-0.0120000001043081,-0.813000023365021
87,7,"MARYLAN","Democrat","FRIEDEL",-0.337999999523163,0.101000003516674
87,1,"MASSACH","Republican","CONTE",-0.0299999993294477,-0.736000001430511
87,2,"MASSACH","Democrat","BOLAND",-0.279000014066696,-0.164000004529953
87,3,"MASSACH","Democrat","PHILBIN",-0.245000004768372,-0.0149999996647239
87,4,"MASSACH","Democrat","DONOHUE",-0.275000005960464,-0.0659999996423721
87,5,"MASSACH","Republican","MORSE  F.",0.0500000007450581,-0.930999994277954
87,6,"MASSACH","Republican","BATES",0.168999999761581,-0.597000002861023
87,7,"MASSACH","Democrat","LANE",-0.23199999332428,0.119999997317791
87,8,"MASSACH","Democrat","MACDONALD",-0.261000007390976,-0.14300000667572
87,9,"MASSACH","Republican","KEITH",0.144999995827675,-0.507000029087067
87,10,"MASSACH","Republican","CURTIS  L.",0.136999994516373,-0.547999978065491
87,11,"MASSACH","Democrat","O'NEILL",-0.367000013589859,0.0879999995231628
87,12,"MASSACH","Democrat","MCCORMACK",-0.300000011920929,0.407000005245209
87,13,"MASSACH","Democrat","BURKE  J.",-0.36599999666214,0.101000003516674
87,14,"MASSACH","Republican","MARTIN",0.0640000030398369,-0.433999985456467
87,1,"MICHIGA","Democrat","MACHROWICZ",-0.469999998807907,0.0829999968409538
87,1,"MICHIGA","Democrat","NEDZI",-0.444999992847443,-0.0719999969005585
87,2,"MICHIGA","Republican","MEADER",0.209999993443489,-0.256999999284744
87,3,"MICHIGA","Republican","JOHANSEN",0.660000026226044,0.0480000004172325
87,4,"MICHIGA","Republican","HOFFMAN  C.",0.736000001430511,-0.0750000029802322
87,5,"MICHIGA","Republican","FORD",0.252999991178513,-0.575999975204468
87,6,"MICHIGA","Republican","CHAMBERLAIN",0.221000000834465,-0.379000008106232
87,7,"MICHIGA","Democrat","O'HARA  J.",-0.430999994277954,0.158000007271767
87,8,"MICHIGA","Republican","HARVEY",0.231000006198883,-0.519999980926514
87,9,"MICHIGA","Republican","GRIFFIN",0.215000003576279,-0.726999998092651
87,10,"MICHIGA","Republican","CEDERBERG",0.273999989032745,-0.273999989032745
87,11,"MICHIGA","Republican","KNOX",0.250999987125397,-0.136000007390976
87,12,"MICHIGA","Republican","BENNETT  J.",0.0879999995231628,0
87,13,"MICHIGA","Democrat","DIGGS",-0.527999997138977,-0.025000000372529
87,14,"MICHIGA","Democrat","RABAUT",-0.319999992847443,0.112999998033047
87,14,"MICHIGA","Democrat","RYAN  H.",-0.321000009775162,0.13400000333786
87,15,"MICHIGA","Democrat","DINGELL",-0.448000013828278,0.388999998569489
87,16,"MICHIGA","Democrat","LESINSKI",-0.263999998569489,0.259999990463257
87,17,"MICHIGA","Democrat","GRIFFITHS",-0.324000000953674,0.167999997735023
87,18,"MICHIGA","Republican","BROOMFIELD",0.130999997258186,-0.549000024795532
87,1,"MINNESO","Republican","QUIE",0.157000005245209,-0.485000014305115
87,2,"MINNESO","Republican","NELSEN",0.24600000679493,-0.379000008106232
87,3,"MINNESO","Republican","MACGREGOR",0.282999992370605,-0.930000007152557
87,4,"MINNESO","Democrat","KARTH",-0.368000000715256,0.0430000014603138
87,5,"MINNESO","Republican","JUDD",0.10700000077486,-0.523000001907349
87,6,"MINNESO","Democrat","MARSHALL",-0.0939999967813492,0.256000012159348
87,7,"MINNESO","Republican","ANDERSEN",0.254999995231628,0.0579999983310699
87,8,"MINNESO","Democrat","BLATNIK",-0.446000009775162,0.221000000834465
87,9,"MINNESO","Republican","LANGEN",0.266999989748001,-0.165999993681908
87,1,"MISSISS","Democrat","ABERNETHY",0.185000002384186,0.98199999332428
87,2,"MISSISS","Democrat","WHITTEN",-0.046000000089407,1.02199995517731
87,3,"MISSISS","Democrat","SMITH  F.",-0.200000002980232,0.892000019550323
87,4,"MISSISS","Democrat","WILLIAMS  J",0.25900000333786,0.97299998998642
87,5,"MISSISS","Democrat","WINSTEAD",0.244000002741814,0.982999980449677
87,6,"MISSISS","Democrat","COLMER",0.188999995589256,0.959999978542328
87,1,"MISSOUR","Democrat","KARSTEN",-0.449999988079071,0.158999994397163
87,2,"MISSOUR","Republican","CURTIS  T.",0.499000012874603,-0.938000023365021
87,3,"MISSOUR","Democrat","SULLIVAN",-0.354000002145767,0.301999986171722
87,4,"MISSOUR","Democrat","RANDALL",-0.127000004053116,0.476000010967255
87,5,"MISSOUR","Democrat","BOLLING",-0.477999985218048,0.261000007390976
87,6,"MISSOUR","Democrat","HULL",-0.0520000010728836,0.666000008583069
87,7,"MISSOUR","Republican","HALL  D.",0.505999982357025,-0.120999999344349
87,8,"MISSOUR","Democrat","ICHORD",-0.108000002801418,0.587999999523163
87,9,"MISSOUR","Democrat","CANNON",-0.0540000014007092,0.25900000333786
87,10,"MISSOUR","Democrat","JONES  P.",-0.00499999988824129,0.805999994277954
87,11,"MISSOUR","Democrat","MOULDER",-0.170000001788139,0.725000023841858
87,1,"MONTANA","Democrat","OLSEN",-0.42399999499321,0.544000029563904
87,2,"MONTANA","Republican","BATTIN",0.244000002741814,-0.0219999998807907
87,1,"NEBRASK","Republican","WEAVER",0.248999997973442,0.101999998092651
87,2,"NEBRASK","Republican","CUNNINGHAM",0.225999996066093,-0.165999993681908
87,3,"NEBRASK","Republican","BEERMANN",0.586000025272369,0.0109999999403954
87,4,"NEBRASK","Republican","MARTIN  D.",0.328000009059906,0.105999998748302
87,1,"NEVADA","Democrat","BARING",-0.025000000372529,0.476000010967255
87,1,"NEW HAM","Republican","MERROW",-0.104000002145767,-0.490000009536743
87,2,"NEW HAM","Republican","BASS  P.",0.202999994158745,-0.85699999332428
87,1,"NEW JER","Republican","CAHILL",0.0750000029802322,-0.819000005722046
87,2,"NEW JER","Republican","GLENN",0.126000002026558,-0.559000015258789
87,3,"NEW JER","Republican","AUCHINCLOSS",0.17399999499321,-0.574999988079071
87,4,"NEW JER","Democrat","THOMPSON  F",-0.510999977588654,-0.0900000035762787
87,5,"NEW JER","Republican","FRELINGHUYS",0.142000004649162,-0.632000029087067
87,6,"NEW JER","Republican","DWYER",0.0439999997615814,-0.78600001335144
87,7,"NEW JER","Republican","WIDNALL",0.108999997377396,-0.50900000333786
87,8,"NEW JER","Democrat","JOELSON",-0.28600001335144,-0.370000004768372
87,9,"NEW JER","Republican","OSMERS",0.0759999975562096,-0.788999974727631
87,10,"NEW JER","Democrat","RODINO",-0.388999998569489,-0.165000006556511
87,11,"NEW JER","Democrat","ADDONIZIO",-0.388000011444092,-0.28099998831749
87,12,"NEW JER","Republican","WALLHAUSER",0.0640000030398369,-0.672999978065491
