"","caseid","gaytherm"
"4333",549,50
"4334",364,60
"4335",256,53
"4336",663,NA
"4337",278,84
"4338",127,100
"4339",971,55
"4340",550,51
"4341",156,11
"4342",628,11
"4343",867,100
"4344",289,8
"4345",866,83
"4346",769,31
"4347",276,69
"4348",82,86
"4349",550,41
"4350",164,1
"4351",868,81
"4352",971,50
"4353",665,72
"4354",856,87
"4355",605,NA
"4356",665,55
"4357",27,100
"4358",942,18
"4359",988,70
"4360",889,59
"4361",895,78
"4362",50,22
"4363",815,1
"4364",565,NA
"4365",456,42
"4366",688,61
"4367",613,49
"4368",787,50
"4369",377,3
"4370",542,71
"4371",650,51
"4372",677,50
"4373",415,100
"4374",244,46
"4375",202,51
"4376",601,75
"4377",609,70
"4378",947,99
"4379",600,23
"4380",90,98
"4381",472,70
"4382",387,50
"4383",105,38
"4384",58,51
"4385",501,74
"4386",620,47
"4387",781,4
"4388",910,NA
"4389",854,86
"4390",862,92
"4391",770,82
"4392",353,50
"4393",882,93
"4394",898,71
"4395",290,70
"4396",273,NA
"4397",647,9
"4398",371,50
"4399",456,70
"4400",918,7
"4401",431,41
"4402",886,91
"4403",308,52
"4404",376,NA
"4405",539,50
"4406",874,51
"4407",121,63
"4408",759,81
"4409",186,1
"4410",627,9
"4411",966,9
"4412",554,74
"4413",107,50
"4414",351,5
"4415",337,99
"4416",644,51
"4417",1,100
"4418",963,50
"4419",2,100
"4420",516,60
"4421",446,NA
"4422",588,50
"4423",526,NA
"4424",295,50
"4425",920,67
"4426",960,98
"4427",410,48
"4428",139,80
"4429",805,48
"4430",627,80
"4431",660,50
"4432",151,52
"4433",318,69
"4434",599,100
"4435",245,90
"4436",720,50
"4437",510,9
"4438",591,100
"4439",808,70
"4440",850,50
"4441",379,50
"4442",923,65
"4443",188,50
"4444",290,100
"4445",509,81
"4446",49,100
"4447",548,50
"4448",496,100
"4449",846,50
"4450",892,NA
"4451",600,76
"4452",336,91
"4453",601,100
"4454",207,72
"4455",233,NA
"4456",947,50
"4457",936,50
"4458",113,5
"4459",657,83
"4460",171,51
"4461",18,50
"4462",726,36
"4463",236,4
"4464",510,24
"4465",636,12
"4466",121,NA
"4467",157,84
"4468",658,50
"4469",365,50
"4470",499,21
"4471",90,48
"4472",940,63
"4473",704,100
"4474",161,83
"4475",246,40
"4476",992,50
"4477",143,NA
"4478",191,6
"4479",809,50
"4480",181,95
"4481",978,50
"4482",642,26
"4483",101,54
"4484",38,NA
"4485",435,1
"4486",978,73
"4487",188,NA
"4488",344,84
"4489",543,13
"4490",656,56
"4491",781,37
"4492",571,85
"4493",581,NA
"4494",188,75
"4495",238,5
"4496",57,51
"4497",595,100
"4498",906,100
"4499",309,6
"4500",196,78
"4501",840,50
"4502",649,50
"4503",396,90
"4504",158,100
"4505",731,NA
"4506",977,50
"4507",900,12
"4508",309,50
"4509",167,51
"4510",896,50
"4511",858,63
"4512",115,70
"4513",213,6
"4514",183,59
"4515",477,94
"4516",14,99
"4517",487,70
"4518",745,27
"4519",803,7
"4520",576,96
"4521",189,70
"4522",277,79
"4523",549,18
"4524",230,NA
"4525",436,72
"4526",464,100
"4527",626,7
"4528",418,50
"4529",568,100
"4530",897,15
"4531",371,NA
"4532",308,37
"4533",678,51
"4534",718,51
"4535",740,92
"4536",958,1
"4537",935,53
"4538",701,52
"4539",472,57
"4540",165,97
"4541",614,1
"4542",982,80
"4543",383,81
"4544",844,98
"4545",710,70
"4546",904,50
"4547",506,6
"4548",618,96
"4549",439,61
"4550",153,95
"4551",137,30
"4552",213,2
"4553",256,1
"4554",11,75
"4555",812,31
"4556",278,50
"4557",612,71
"4558",319,71
"4559",975,62
"4560",431,18
"4561",417,93
"4562",232,99
"4563",280,51
"4564",575,90
"4565",681,69
"4566",276,87
"4567",640,76
"4568",991,86
"4569",732,50
"4570",318,26
"4571",775,31
"4572",411,3
"4573",292,90
"4574",633,91
"4575",778,70
"4576",418,50
"4577",533,88
"4578",970,1
"4579",510,99
"4580",266,21
"4581",640,96
"4582",418,50
"4583",278,87
"4584",751,53
"4585",908,7
"4586",218,71
"4587",320,26
"4588",152,98
"4589",221,50
"4590",761,50
"4591",699,50
"4592",909,24
"4593",563,60
"4594",127,51
"4595",469,76
"4596",7,94
"4597",304,100
"4598",590,51
"4599",395,70
"4600",539,100
"4601",743,70
"4602",340,74
"4603",238,41
"4604",147,96
"4605",359,52
"4606",403,36
"4607",640,NA
"4608",472,50
"4609",763,100
"4610",172,2
"4611",64,73
"4612",317,50
"4613",960,88
"4614",580,27
"4615",960,1
"4616",857,100
"4617",428,41
"4618",549,40
"4619",818,100
"4620",741,100
"4621",207,100
"4622",742,NA
"4623",649,6
"4624",509,100
"4625",767,97
"4626",249,15
"4627",929,12
"4628",690,66
"4629",626,51
"4630",35,67
"4631",674,92
"4632",858,18
"4633",8,50
"4634",997,100
"4635",745,NA
"4636",341,96
"4637",236,74
"4638",148,90
"4639",190,16
"4640",134,74
"4641",49,39
"4642",454,71
"4643",929,58
"4644",54,72
"4645",536,51
"4646",480,54
"4647",816,46
"4648",222,21
"4649",249,56
"4650",429,NA
"4651",389,82
"4652",959,75
"4653",382,70
"4654",884,50
"4655",810,21
"4656",107,72
"4657",871,1
"4658",475,51
"4659",239,91
"4660",873,51
"4661",329,70
"4662",936,NA
"4663",801,50
"4664",246,56
"4665",671,38
"4666",649,89
"4667",492,1
"4668",532,30
"4669",33,45
"4670",242,30
"4671",398,96
"4672",113,68
"4673",811,NA
"4674",941,72
"4675",225,50
"4676",786,41
"4677",574,50
"4678",120,100
"4679",240,88
"4680",213,100
"4681",869,50
"4682",255,50
"4683",23,75
"4684",98,70
"4685",110,100
"4686",983,100
"4687",778,95
"4688",179,11
"4689",764,94
"4690",265,38
"4691",965,60
"4692",182,31
"4693",573,98
"4694",935,60
"4695",999,50
"4696",381,80
"4697",695,99
"4698",307,70
"4699",178,61
"4700",269,NA
"4701",702,42
"4702",441,1
"4703",238,51
"4704",75,99
"4705",825,NA
"4706",755,80
"4707",54,50
"4708",702,100
"4709",281,NA
"4710",463,95
"4711",392,50
"4712",393,86
"4713",419,53
"4714",892,100
"4715",27,51
"4716",746,31
"4717",992,85
"4718",334,69
"4719",757,50
"4720",677,NA
"4721",397,90
"4722",821,47
"4723",375,50
"4724",268,55
"4725",942,72
"4726",458,5
"4727",227,70
"4728",592,1
"4729",569,41
"4730",864,7
"4731",56,50
"4732",509,4
"4733",377,100
"4734",473,80
"4735",48,31
"4736",749,19
"4737",727,46
"4738",22,8
"4739",974,90
"4740",462,78
"4741",280,71
"4742",292,100
"4743",657,100
"4744",489,52
"4745",675,100
"4746",420,51
"4747",716,69
"4748",818,13
"4749",903,7
"4750",68,75
"4751",118,72
"4752",595,100
"4753",129,72
"4754",604,72
"4755",989,23
"4756",376,NA
"4757",357,50
"4758",837,42
"4759",250,NA
"4760",818,1
"4761",150,82
"4762",386,84
"4763",686,50
"4764",891,100
"4765",742,68
"4766",153,54
"4767",674,53
"4768",607,36
"4769",325,99
"4770",226,51
"4771",277,100
"4772",369,3
"4773",331,50
"4774",544,54
"4775",399,31
"4776",221,62
"4777",918,75
"4778",78,3
"4779",332,50
"4780",4,50
"4781",555,50
"4782",207,50
"4783",861,63
"4784",238,80
"4785",312,12
"4786",596,51
"4787",791,47
"4788",92,31
"4789",813,99
"4790",904,70
"4791",501,51
"4792",672,86
"4793",236,51
"4794",487,81
"4795",402,100
"4796",8,90
"4797",260,91
"4798",890,100
"4799",597,58
"4800",152,61
"4801",246,100
"4802",4,96
"4803",161,100
"4804",912,75
"4805",991,100
"4806",831,86
"4807",926,78
"4808",688,48
"4809",421,50
"4810",364,26
"4811",628,50
"4812",153,51
"4813",510,100
"4814",429,78
"4815",116,80
"4816",831,1
"4817",829,81
"4818",259,42
"4819",213,51
"4820",711,31
"4821",273,54
"4822",335,84
"4823",392,76
"4824",55,1
"4825",676,69
"4826",528,87
"4827",294,9
"4828",849,50
"4829",562,80
"4830",334,6
"4831",354,69
"4832",40,100
"4833",949,50
"4834",173,100
"4835",752,1
"4836",685,41
"4837",959,100
"4838",803,15
"4839",290,41
"4840",505,50
"4841",478,55
"4842",539,12
"4843",223,51
"4844",478,69
"4845",559,63
"4846",15,80
"4847",377,69
"4848",449,36
"4849",454,55
"4850",219,12
"4851",746,5
"4852",783,100
"4853",729,76
"4854",491,92
"4855",772,88
"4856",883,50
"4857",489,16
"4858",197,29
"4859",631,52
"4860",217,85
"4861",863,1
"4862",733,50
"4863",408,71
"4864",967,60
"4865",528,65
"4866",848,51
"4867",838,79
"4868",114,70
"4869",35,100
"4870",87,55
"4871",651,90
"4872",470,51
"4873",914,100
"4874",916,87
"4875",145,50
"4876",57,NA
"4877",832,59
"4878",281,1
"4879",888,NA
"4880",209,NA
"4881",689,NA
"4882",792,99
"4883",559,100
"4884",730,41
"4885",364,51
"4886",826,100
"4887",379,100
"4888",557,52
"4889",556,51
"4890",190,1
"4891",385,98
"4892",124,81
"4893",718,99
"4894",612,72
"4895",820,50
"4896",71,100
"4897",184,100
"4898",477,50
"4899",756,6
"4900",290,7
"4901",952,46
"4902",116,53
"4903",318,52
"4904",360,71
"4905",198,70
"4906",507,81
"4907",220,68
"4908",233,86
"4909",710,2
"4910",531,76
"4911",75,91
"4912",863,100
"4913",291,20
"4914",713,75
"4915",467,72
"4916",192,91
"4917",886,50
"4918",930,67
"4919",763,100
"4920",163,70
"4921",546,73
"4922",165,17
"4923",757,69
"4924",359,41
"4925",618,80
"4926",373,77
"4927",910,50
"4928",473,57
"4929",81,55
"4930",125,73
"4931",296,100
"4932",632,3
"4933",26,10
"4934",498,NA
"4935",380,100
"4936",40,NA
"4937",73,11
"4938",728,50
"4939",254,48
"4940",942,86
"4941",268,89
"4942",109,94
"4943",710,95
"4944",574,12
"4945",230,95
"4946",946,50
"4947",509,52
"4948",704,71
"4949",311,51
"4950",626,61
"4951",672,11
"4952",386,50
"4953",855,NA
"4954",484,100
"4955",703,NA
"4956",861,18
"4957",361,7
"4958",408,41
"4959",389,50
"4960",33,95
"4961",345,NA
"4962",364,71
"4963",55,99
"4964",554,48
"4965",288,NA
"4966",669,100
"4967",350,90
"4968",68,81
"4969",243,2
"4970",377,1
"4971",336,51
"4972",186,62
"4973",362,50
"4974",930,86
"4975",546,29
"4976",656,NA
"4977",398,41
"4978",997,91
"4979",878,8
"4980",809,NA
"4981",966,NA
"4982",197,14
"4983",660,75
"4984",515,51
"4985",731,91
"4986",976,65
"4987",519,77
"4988",638,70
"4989",95,60
"4990",758,41
"4991",726,74
"4992",149,68
"4993",387,70
"4994",436,44
"4995",477,64
"4996",703,34
"4997",301,3
"4998",828,51
"4999",491,50
"5000",219,42
"5001",936,50
"5002",458,50
"5003",781,50
"5004",940,NA
"5005",687,71
"5006",816,46
"5007",40,50
"5008",84,46
"5009",380,90
"5010",480,49
"5011",322,100
"5012",181,44
"5013",93,50
"5014",865,73
"5015",614,92
"5016",160,50
"5017",842,100
"5018",162,87
"5019",172,10
"5020",763,50
"5021",497,43
"5022",871,31
"5023",758,65
"5024",302,50
"5025",473,1
"5026",95,11
"5027",888,95
"5028",920,43
"5029",904,97
"5030",321,50
"5031",952,50
"5032",227,1
"5033",958,86
"5034",679,49
"5035",54,94
"5036",272,88
"5037",671,94
"5038",773,61
"5039",536,41
"5040",756,99
"5041",257,96
"5042",861,31
"5043",603,11
"5044",469,50
"5045",84,100
"5046",220,41
"5047",465,81
"5048",337,92
"5049",732,71
"5050",313,75
"5051",999,62
"5052",91,52
"5053",493,57
"5054",103,52
"5055",872,99
"5056",591,50
"5057",990,64
"5058",380,31
"5059",965,72
"5060",531,43
"5061",318,87
"5062",194,22
"5063",257,25
"5064",710,9
"5065",774,45
"5066",571,100
"5067",547,100
"5068",773,100
"5069",880,34
"5070",293,51
"5071",423,70
"5072",88,52
"5073",581,51
"5074",528,82
"5075",604,51
"5076",681,80
"5077",87,45
"5078",946,100
"5079",387,50
"5080",731,100
"5081",776,53
"5082",749,90
"5083",753,8
"5084",524,76
"5085",203,NA
"5086",420,94
"5087",547,95
"5088",643,90
"5089",156,NA
"5090",852,98
"5091",932,50
"5092",808,100
"5093",856,50
"5094",441,51
"5095",408,100
"5096",439,65
"5097",231,16
"5098",119,31
"5099",95,40
"5100",715,NA
"5101",91,51
"5102",408,81
"5103",84,11
"5104",71,52
"5105",304,6
"5106",161,69
"5107",623,50
"5108",692,10
"5109",275,100
"5110",228,81
"5111",2,50
"5112",814,50
"5113",565,12
"5114",504,85
"5115",376,19
"5116",465,NA
"5117",304,100
"5118",895,51
"5119",415,52
"5120",567,51
"5121",325,72
"5122",9,67
"5123",990,50
"5124",647,50
"5125",913,63
"5126",703,3
"5127",716,NA
"5128",556,54
"5129",337,89
"5130",253,66
"5131",957,86
"5132",953,NA
"5133",770,94
"5134",201,87
"5135",158,85
"5136",754,22
"5137",767,41
"5138",390,94
"5139",189,50
"5140",732,97
"5141",335,52
"5142",44,52
"5143",402,53
"5144",268,65
"5145",719,55
"5146",883,50
"5147",742,52
"5148",349,16
"5149",174,80
"5150",823,98
"5151",851,51
"5152",777,44
"5153",635,100
"5154",209,52
"5155",572,55
"5156",578,32
"5157",111,90
"5158",863,95
"5159",675,50
"5160",962,19
"5161",687,100
"5162",142,47
"5163",414,50
"5164",986,70
"5165",361,71
"5166",207,51
"5167",886,100
"5168",885,NA
"5169",623,71
"5170",841,9
"5171",971,50
"5172",795,52
"5173",766,53
"5174",90,60
"5175",417,11
"5176",951,41
"5177",32,6
"5178",922,82
"5179",371,50
"5180",46,50
"5181",356,83
"5182",84,NA
"5183",915,54
"5184",776,50
"5185",903,81
"5186",394,50
"5187",472,50
"5188",906,7
"5189",955,50
"5190",978,2
"5191",703,58
"5192",641,50
"5193",657,90
"5194",585,100
"5195",943,22
"5196",148,50
"5197",365,66
"5198",292,50
"5199",790,56
"5200",860,83
"5201",449,100
"5202",239,81
"5203",389,100
"5204",26,72
"5205",821,41
"5206",20,68
"5207",420,40
"5208",105,10
"5209",184,89
"5210",331,51
"5211",67,52
"5212",237,NA
"5213",225,100
"5214",243,100
"5215",351,76
"5216",498,57
"5217",642,50
"5218",801,NA
"5219",841,28
"5220",880,91
"5221",549,100
"5222",850,100
"5223",661,50
"5224",15,100
"5225",242,50
"5226",642,12
"5227",940,69
"5228",721,45
"5229",278,50
"5230",979,NA
"5231",854,81
"5232",61,31
"5233",244,81
"5234",993,97
"5235",224,50
"5236",892,12
"5237",696,52
"5238",819,70
"5239",952,5
"5240",576,85
"5241",828,63
"5242",469,NA
"5243",344,58
"5244",488,50
"5245",32,NA
"5246",964,51
"5247",538,80
"5248",704,100
"5249",516,65
"5250",217,97
"5251",809,50
"5252",539,7
"5253",642,6
"5254",875,50
"5255",989,10
"5256",989,100
"5257",3,74
"5258",146,85
"5259",264,12
"5260",562,37
"5261",227,54
"5262",513,41
"5263",196,99
"5264",354,52
"5265",612,1
"5266",656,90
"5267",354,54
"5268",65,91
"5269",464,50
"5270",379,40
"5271",308,85
"5272",702,82
"5273",38,52
"5274",693,75
"5275",538,76
"5276",76,11
"5277",1000,NA
"5278",974,80
"5279",459,77
"5280",931,84
"5281",557,49
"5282",719,50
"5283",301,52
"5284",347,50
"5285",772,61
"5286",54,94
"5287",864,NA
"5288",899,72
"5289",602,80
"5290",449,50
"5291",495,85
"5292",410,100
"5293",956,12
"5294",685,1
"5295",615,50
"5296",60,91
"5297",382,52
"5298",350,55
"5299",588,56
"5300",653,81
"5301",766,22
"5302",202,98
"5303",766,31
"5304",242,25
"5305",601,98
"5306",577,NA
"5307",752,15
"5308",213,67
"5309",412,94
"5310",513,78
"5311",443,37
"5312",28,50
"5313",754,20
"5314",404,91
"5315",473,50
"5316",722,50
"5317",856,67
"5318",112,86
"5319",516,4
"5320",656,3
"5321",68,55
"5322",432,NA
"5323",416,23
"5324",433,81
"5325",109,72
"5326",483,100
"5327",353,81
"5328",784,96
"5329",972,71
"5330",776,59
"5331",36,100
"5332",27,3
"5333",634,1
"5334",935,NA
"5335",201,80
"5336",830,99
"5337",510,100
"5338",758,61
"5339",689,21
"5340",934,47
"5341",988,100
"5342",1,50
"5343",776,70
"5344",190,30
"5345",506,95
"5346",422,87
"5347",393,4
"5348",314,74
"5349",558,63
"5350",650,50
"5351",660,86
"5352",836,97
"5353",143,50
"5354",572,86
"5355",961,81
"5356",187,85
"5357",28,NA
"5358",434,75
"5359",556,95
"5360",449,15
"5361",976,89
"5362",294,87
"5363",512,94
"5364",679,50
"5365",106,38
"5366",444,50
"5367",268,70
"5368",436,90
"5369",614,14
"5370",771,1
"5371",305,60
"5372",399,99
"5373",241,NA
"5374",752,50
"5375",199,53
"5376",642,41
"5377",684,38
"5378",177,100
"5379",454,44
"5380",501,90
"5381",845,18
"5382",133,52
"5383",503,NA
"5384",900,74
"5385",902,54
"5386",420,NA
"5387",301,17
"5388",380,42
"5389",478,47
"5390",515,71
"5391",520,46
"5392",363,NA
"5393",102,50
"5394",755,65
"5395",868,100
"5396",490,34
"5397",486,61
"5398",291,85
"5399",270,43
"5400",243,51
"5401",685,54
"5402",333,100
"5403",943,95
"5404",311,44
"5405",732,94
"5406",534,50
"5407",432,41
"5408",422,11
"5409",724,50
"5410",243,81
"5411",586,89
"5412",409,51
"5413",187,28
"5414",577,80
"5415",109,50
"5416",727,53
"5417",335,100
"5418",236,83
"5419",300,90
"5420",249,72
"5421",272,NA
"5422",354,79
"5423",428,31
"5424",390,4
"5425",773,51
"5426",750,71
"5427",791,75
"5428",536,8
"5429",703,100
"5430",434,42
"5431",90,73
"5432",262,51
"5433",781,62
"5434",29,5
"5435",944,80
"5436",953,58
"5437",472,91
"5438",418,100
"5439",988,NA
"5440",158,2
"5441",776,1
"5442",582,50
"5443",349,59
"5444",697,1
"5445",629,44
"5446",831,61
"5447",412,95
"5448",971,41
"5449",275,82
"5450",896,100
"5451",770,51
"5452",617,56
"5453",437,62
"5454",13,61
"5455",221,1
"5456",491,73
"5457",982,99
"5458",660,70
"5459",409,56
"5460",640,62
"5461",551,92
"5462",426,90
"5463",975,85
"5464",655,79
"5465",640,51
"5466",76,51
"5467",794,20
"5468",829,51
"5469",519,89
"5470",804,21
"5471",923,61
"5472",482,50
"5473",350,10
"5474",622,55
"5475",158,83
"5476",200,56
"5477",618,38
"5478",672,72
"5479",623,22
"5480",302,52
"5481",932,100
"5482",573,5
"5483",922,50
"5484",887,60
"5485",133,52
"5486",879,50
"5487",987,78
"5488",920,50
"5489",993,81
"5490",524,51
"5491",314,50
"5492",87,46
"5493",440,26
"5494",869,50
"5495",713,97
"5496",131,84
"5497",847,68
"5498",956,12
"5499",921,50
"5500",130,99
"5501",410,99
"5502",297,NA
"5503",419,1
"5504",100,97
"5505",790,50
"5506",875,50
"5507",765,1
"5508",575,88
"5509",280,100
"5510",700,12
"5511",29,95
"5512",626,50
"5513",949,59
"5514",651,50
"5515",108,31
"5516",68,50
"5517",9,71
"5518",935,94
"5519",431,87
"5520",868,85
"5521",88,47
"5522",833,29
"5523",368,50
"5524",541,51
"5525",851,78
"5526",216,3
"5527",199,40
"5528",549,NA
"5529",631,NA
"5530",243,100
"5531",2,52
"5532",51,NA
"5533",650,73
"5534",528,NA
"5535",902,NA
"5536",389,NA
"5537",385,60
"5538",506,91
"5539",267,100
"5540",994,51
"5541",95,30
"5542",593,96
"5543",893,51
"5544",855,51
"5545",620,47
"5546",304,99
"5547",990,54
"5548",469,52
"5549",304,80
"5550",403,91
"5551",255,91
"5552",916,51
"5553",677,98
"5554",402,76
"5555",501,29
"5556",343,63
"5557",868,50
"5558",89,32
"5559",254,79
"5560",962,60
"5561",637,100
"5562",807,67
"5563",592,56
"5564",29,75
"5565",421,90
"5566",960,50
"5567",828,NA
"5568",642,45
"5569",944,51
"5570",194,53
"5571",23,51
"5572",570,63
"5573",766,52
"5574",850,50
"5575",574,50
"5576",997,63
"5577",790,64
"5578",700,56
"5579",960,NA
"5580",954,50
"5581",251,50
"5582",697,33
"5583",321,18
"5584",474,54
"5585",621,50
"5586",416,NA
"5587",357,6
"5588",801,71
"5589",623,50
"5590",154,95
"5591",681,3
"5592",572,21
"5593",800,97
"5594",860,15
"5595",847,71
"5596",848,36
"5597",14,63
"5598",818,NA
"5599",917,63
"5600",997,100
"5601",699,48
"5602",784,100
"5603",500,81
"5604",281,100
"5605",271,22
"5606",733,62
"5607",778,41
"5608",857,50
"5609",865,41
"5610",793,50
"5611",918,88
"5612",236,50
"5613",822,NA
"5614",523,51
"5615",430,22
"5616",513,82
"5617",739,100
"5618",413,69
"5619",684,62
"5620",969,17
"5621",816,91
"5622",165,56
"5623",969,99
"5624",18,50
"5625",306,2
"5626",77,50
"5627",706,13
"5628",5,50
"5629",972,56
"5630",457,50
"5631",555,80
"5632",92,89
"5633",293,99
"5634",936,99
"5635",686,52
"5636",153,1
"5637",746,89
"5638",723,50
"5639",258,28
"5640",717,5
"5641",40,62
"5642",486,60
"5643",410,47
"5644",449,46
"5645",917,3
"5646",946,50
"5647",435,95
"5648",894,99
"5649",768,NA
"5650",650,97
"5651",963,86
"5652",13,50
"5653",945,100
"5654",615,63
"5655",274,48
"5656",190,81
"5657",858,99
"5658",33,50
"5659",849,NA
"5660",99,100
"5661",860,75
"5662",579,NA
"5663",893,18
"5664",456,50
"5665",511,NA
"5666",302,50
"5667",366,75
"5668",607,86
"5669",8,33
"5670",442,89
"5671",489,10
"5672",796,90
"5673",818,51
"5674",821,50
"5675",497,50
"5676",97,67
"5677",676,90
"5678",852,51
"5679",499,98
"5680",945,11
"5681",516,84
"5682",663,1
"5683",440,50
"5684",308,100
"5685",848,37
"5686",21,85
"5687",733,4
"5688",652,NA
"5689",681,11
"5690",797,31
"5691",253,NA
"5692",335,70
"5693",967,30
"5694",310,79
"5695",121,1
"5696",467,43
"5697",991,52
"5698",191,50
"5699",67,75
"5700",625,100
"5701",833,100
"5702",115,96
"5703",786,6
"5704",118,89
"5705",954,100
"5706",239,3
"5707",162,91
"5708",561,48
"5709",879,100
"5710",491,NA
"5711",791,56
"5712",99,63
"5713",563,1
"5714",965,84
"5715",410,54
"5716",252,86
"5717",286,51
"5718",830,51
"5719",645,95
"5720",889,2
"5721",578,48
"5722",640,3
"5723",680,96
"5724",702,29
"5725",298,100
"5726",813,74
"5727",89,91
"5728",211,72
"5729",85,90
"5730",752,7
"5731",22,99
"5732",32,50
"5733",13,63
"5734",172,81
"5735",66,54
"5736",778,50
"5737",527,100
"5738",939,21
"5739",166,100
"5740",659,52
"5741",522,49
"5742",485,50
"5743",505,88
"5744",844,50
"5745",836,90
"5746",328,100
"5747",786,50
"5748",1,85
"5749",405,NA
"5750",702,47
"5751",761,69
"5752",101,89
"5753",400,81
"5754",948,100
"5755",935,52
"5756",498,50
"5757",173,50
"5758",107,80
"5759",809,36
"5760",395,75
"5761",119,50
"5762",259,86
"5763",592,2
"5764",521,50
"5765",235,52
"5766",256,59
"5767",54,95
"5768",428,29
"5769",747,51
"5770",108,28
"5771",780,50
"5772",875,50
"5773",15,65
"5774",83,36
"5775",429,91
"5776",861,50
"5777",480,70
"5778",128,90
"5779",661,35
"5780",183,3
"5781",234,72
"5782",362,47
"5783",78,60
"5784",889,100
"5785",341,50
"5786",387,65
"5787",214,6
"5788",166,36
"5789",80,24
"5790",865,6
"5791",447,50
"5792",324,50
"5793",825,80
"5794",454,75
"5795",582,46
"5796",535,12
"5797",13,2
"5798",620,50
"5799",227,69
"5800",519,35
"5801",274,99
"5802",520,41
"5803",447,71
"5804",436,34
"5805",761,38
"5806",985,51
"5807",430,50
"5808",99,77
"5809",560,100
"5810",210,73
"5811",286,52
"5812",535,86
"5813",181,96
"5814",233,48
"5815",494,100
"5816",756,26
"5817",768,53
"5818",813,99
"5819",122,NA
"5820",874,27
"5821",554,70
"5822",750,100
"5823",55,NA
"5824",7,83
"5825",789,81
"5826",741,50
"5827",745,96
"5828",490,51
"5829",188,5
"5830",413,96
"5831",160,75
"5832",749,50
"5833",21,36
"5834",783,37
"5835",289,15
"5836",671,87
"5837",608,6
"5838",205,100
"5839",565,50
"5840",716,59
"5841",929,75
"5842",465,20
"5843",525,50
"5844",525,96
"5845",910,6
"5846",296,50
"5847",713,58
"5848",672,100
"5849",135,80
"5850",153,50
"5851",423,56
"5852",471,31
"5853",97,31
"5854",617,54
"5855",936,73
"5856",233,22
"5857",228,30
"5858",568,75
"5859",866,29
"5860",655,13
"5861",342,17
"5862",468,NA
"5863",595,50
"5864",793,56
"5865",25,51
"5866",973,50
"5867",312,53
"5868",856,78
"5869",431,50
"5870",724,100
"5871",298,100
"5872",822,98
"5873",456,97
"5874",264,80
"5875",280,32
"5876",643,50
"5877",778,50
"5878",979,100
"5879",112,100
"5880",755,58
"5881",5,NA
"5882",22,51
"5883",299,52
"5884",53,43
"5885",324,100
"5886",619,96
"5887",165,NA
"5888",169,41
"5889",85,99
"5890",898,50
"5891",168,74
"5892",950,45
"5893",919,91
"5894",226,45
"5895",448,1
"5896",735,6
"5897",380,NA
"5898",34,50
"5899",119,50
"5900",29,100
"5901",742,51
"5902",862,75
"5903",299,75
"5904",604,52
"5905",427,94
"5906",899,50
"5907",266,100
"5908",18,100
"5909",394,NA
"5910",539,50
"5911",526,18
"5912",635,7
"5913",307,70
"5914",897,31
"5915",432,5
"5916",911,100
"5917",113,23
"5918",288,65
"5919",481,92
"5920",413,60
"5921",541,50
"5922",113,100
"5923",497,100
"5924",781,50
"5925",313,41
"5926",455,50
"5927",903,74
"5928",457,60
"5929",444,66
"5930",116,61
"5931",901,37
"5932",88,10
"5933",316,53
"5934",835,NA
"5935",794,50
"5936",143,85
"5937",95,50
"5938",825,50
"5939",48,3
"5940",842,91
"5941",234,90
"5942",368,71
"5943",808,50
"5944",505,100
"5945",989,60
"5946",722,90
"5947",941,61
"5948",13,100
"5949",685,72
"5950",633,43
"5951",128,70
"5952",347,49
"5953",847,70
"5954",278,50
"5955",96,50
"5956",198,58
"5957",555,NA
"5958",683,90
"5959",939,47
"5960",399,17
"5961",548,91
"5962",235,71
"5963",840,53
"5964",960,21
"5965",560,41
"5966",116,76
"5967",234,51
"5968",695,2
"5969",454,100
"5970",782,1
"5971",137,80
"5972",744,87
"5973",120,92
"5974",353,50
"5975",945,100
"5976",969,50
"5977",434,NA
"5978",244,3
"5979",771,19
"5980",597,72
"5981",858,4
"5982",352,99
"5983",685,11
"5984",588,39
"5985",85,52
"5986",304,32
"5987",551,NA
"5988",977,74
"5989",414,NA
"5990",250,45
"5991",189,50
"5992",871,62
"5993",229,53
"5994",47,100
"5995",719,100
"5996",362,61
"5997",682,28
"5998",98,51
"5999",271,98
"6000",542,52
"6001",106,55
"6002",232,16
"6003",435,17
"6004",988,100
"6005",692,50
"6006",798,98
"6007",20,84
"6008",61,81
"6009",101,71
"6010",377,27
"6011",382,90
"6012",396,26
"6013",185,51
"6014",400,2
"6015",345,34
"6016",226,50
"6017",233,5
"6018",809,90
"6019",449,51
"6020",527,31
"6021",28,100
"6022",964,100
"6023",941,91
"6024",515,3
"6025",471,50
"6026",570,70
"6027",906,7
"6028",134,51
"6029",19,47
"6030",182,70
"6031",964,50
"6032",415,91
"6033",805,73
"6034",949,50
"6035",347,6
"6036",528,100
"6037",88,74
"6038",125,51
"6039",105,91
"6040",968,50
"6041",921,95
"6042",577,51
"6043",643,19
"6044",201,99
"6045",556,42
"6046",162,100
"6047",708,100
"6048",630,99
"6049",920,54
"6050",805,NA
"6051",990,49
"6052",344,85
"6053",875,65
"6054",4,51
"6055",471,59
"6056",456,59
"6057",682,50
"6058",759,NA
"6059",312,56
"6060",839,65
"6061",146,50
"6062",122,55
"6063",594,100
"6064",123,50
"6065",278,99
"6066",404,20
"6067",895,52
