"province","district","village.id","age","educ.years","employed","income","violent.exp.ISAF","violent.exp.taliban","list.group","list.response"
"Logar","Puli Alam",192,55,0,1,"2,001-10,000",0,0,"ISAF",1
"Logar","Puli Alam",192,55,2,1,"10,001-20,000",0,0,"ISAF",3
"Logar","Puli Alam",192,18,0,0,NA,0,0,"ISAF",1
"Logar","Puli Alam",192,42,12,1,"2,001-10,000",0,0,"ISAF",3
"Logar","Puli Alam",192,31,0,1,"2,001-10,000",0,0,"taliban",1
"Logar","Puli Alam",192,48,3,1,"2,001-10,000",0,1,"taliban",2
"Logar","Puli Alam",192,53,0,1,"2,001-10,000",1,0,"taliban",1
"Logar","Puli Alam",192,49,10,1,"20,001-30,000",0,0,"taliban",3
"Logar","Puli Alam",192,19,12,1,NA,0,0,"taliban",2
"Logar","Puli Alam",192,37,0,0,"less than 2,000",0,0,"taliban",3
"Logar","Puli Alam",98,21,12,0,"2,001-10,000",0,0,"control",3
"Logar","Puli Alam",98,32,6,1,"10,001-20,000",0,0,"control",3
"Logar","Puli Alam",98,41,0,1,"2,001-10,000",0,0,"control",1
"Logar","Puli Alam",98,51,10,0,"2,001-10,000",0,1,"control",2
"Logar","Puli Alam",98,67,0,0,"10,001-20,000",0,0,"control",3
"Logar","Puli Alam",98,47,10,1,"20,001-30,000",0,0,"control",3
"Logar","Puli Alam",98,33,9,1,"10,001-20,000",1,0,"ISAF",1
"Logar","Puli Alam",98,56,7,1,"2,001-10,000",0,0,"ISAF",1
"Logar","Puli Alam",98,18,9,0,"10,001-20,000",0,0,"ISAF",2
"Logar","Puli Alam",98,36,3,1,"2,001-10,000",0,0,"ISAF",3
"Logar","Puli Alam",98,35,0,1,"2,001-10,000",0,0,"ISAF",1
"Logar","Puli Alam",98,19,2,0,NA,0,0,"ISAF",2
"Logar","Puli Alam",98,26,10,1,"2,001-10,000",0,0,"taliban",3
"Logar","Puli Alam",98,62,0,1,"less than 2,000",0,0,"taliban",3
"Logar","Puli Alam",98,36,12,1,"10,001-20,000",0,0,"taliban",2
"Logar","Puli Alam",98,37,11,1,"20,001-30,000",0,0,"taliban",1
"Logar","Puli Alam",98,20,7,0,"2,001-10,000",0,0,"taliban",2
"Logar","Puli Alam",98,53,0,1,"2,001-10,000",0,0,"taliban",3
"Logar","Puli Alam",126,20,12,0,NA,0,0,"control",1
"Logar","Puli Alam",126,16,9,0,"2,001-10,000",0,0,"control",2
"Logar","Puli Alam",126,42,0,0,"2,001-10,000",0,0,"control",2
"Logar","Puli Alam",126,29,7,0,"2,001-10,000",0,0,"control",2
"Logar","Puli Alam",126,33,12,1,"10,001-20,000",0,0,"control",2
"Logar","Puli Alam",126,28,10,1,"2,001-10,000",0,0,"control",2
"Logar","Puli Alam",126,18,10,0,"2,001-10,000",0,0,"ISAF",2
"Logar","Puli Alam",126,43,0,1,"10,001-20,000",0,0,"ISAF",3
"Logar","Puli Alam",126,21,9,1,"10,001-20,000",0,0,"ISAF",3
"Logar","Puli Alam",126,32,0,1,"2,001-10,000",0,0,"ISAF",2
"Logar","Puli Alam",126,21,10,0,"2,001-10,000",0,0,"ISAF",3
"Logar","Puli Alam",126,21,11,0,"2,001-10,000",0,0,"ISAF",2
"Logar","Puli Alam",126,48,0,0,"2,001-10,000",0,0,"taliban",3
"Logar","Puli Alam",126,39,0,1,"2,001-10,000",1,0,"taliban",2
"Logar","Puli Alam",126,25,14,1,"20,001-30,000",0,0,"taliban",1
"Logar","Puli Alam",126,29,4,1,"10,001-20,000",0,0,"taliban",2
"Logar","Puli Alam",126,49,12,1,"10,001-20,000",0,0,"taliban",1
"Logar","Puli Alam",126,44,0,1,"2,001-10,000",0,0,"taliban",2
"Logar","Puli Alam",85,33,10,1,"2,001-10,000",0,0,"control",3
"Logar","Puli Alam",85,36,9,1,"10,001-20,000",0,0,"control",2
"Logar","Puli Alam",85,50,5,1,"less than 2,000",1,0,"control",1
"Logar","Puli Alam",85,28,3,0,"less than 2,000",0,0,"control",3
"Logar","Puli Alam",85,36,16,1,"2,001-10,000",0,0,"control",2
"Logar","Puli Alam",85,27,5,1,"less than 2,000",0,0,"control",2
"Logar","Puli Alam",85,49,8,1,"10,001-20,000",0,0,"ISAF",1
"Logar","Puli Alam",85,29,0,0,"less than 2,000",0,0,"ISAF",2
"Logar","Puli Alam",85,30,9,1,"2,001-10,000",0,0,"ISAF",1
"Logar","Puli Alam",85,25,7,1,"2,001-10,000",0,0,"ISAF",1
"Logar","Puli Alam",85,21,4,0,"2,001-10,000",0,0,"ISAF",4
"Logar","Puli Alam",85,66,0,0,"2,001-10,000",0,0,"ISAF",4
"Logar","Puli Alam",85,61,3,1,"less than 2,000",0,0,"taliban",3
"Logar","Puli Alam",85,40,10,1,"10,001-20,000",0,0,"taliban",3
"Logar","Puli Alam",85,52,5,1,"2,001-10,000",0,0,"taliban",2
"Logar","Puli Alam",85,28,11,1,"10,001-20,000",0,0,"taliban",2
"Logar","Puli Alam",85,44,12,1,"2,001-10,000",0,0,"taliban",1
"Logar","Puli Alam",85,18,10,0,NA,0,0,"taliban",3
"Logar","Puli Alam",82,42,3,1,"2,001-10,000",0,1,"control",3
"Logar","Puli Alam",82,22,6,1,"2,001-10,000",0,0,"control",3
"Logar","Puli Alam",82,18,10,0,NA,0,0,"control",3
"Logar","Puli Alam",82,32,3,1,"less than 2,000",0,0,"control",1
"Logar","Puli Alam",82,27,9,1,"2,001-10,000",0,0,"control",1
"Logar","Puli Alam",82,41,0,0,NA,0,0,"control",2
"Logar","Puli Alam",82,33,14,1,"2,001-10,000",0,0,"ISAF",4
"Logar","Puli Alam",82,22,5,0,"less than 2,000",0,0,"ISAF",1
"Logar","Puli Alam",82,30,7,1,"2,001-10,000",0,0,"ISAF",3
"Logar","Puli Alam",82,44,12,1,"10,001-20,000",0,0,"ISAF",4
"Logar","Puli Alam",82,28,0,1,"2,001-10,000",0,0,"ISAF",2
"Logar","Puli Alam",82,27,2,1,"2,001-10,000",0,0,"ISAF",1
"Logar","Puli Alam",82,20,8,0,"2,001-10,000",0,0,"taliban",3
"Logar","Puli Alam",82,47,3,1,"2,001-10,000",0,0,"taliban",3
"Logar","Puli Alam",82,28,16,1,"2,001-10,000",0,0,"taliban",3
"Logar","Puli Alam",82,50,0,1,"2,001-10,000",0,0,"taliban",1
"Logar","Puli Alam",82,39,2,0,"less than 2,000",0,0,"taliban",2
"Logar","Puli Alam",82,39,10,1,"2,001-10,000",0,0,"taliban",3
"Logar","Puli Alam",162,47,12,1,"10,001-20,000",0,0,"control",3
"Logar","Puli Alam",162,58,0,0,"less than 2,000",0,0,"control",3
"Logar","Puli Alam",162,43,4,1,"2,001-10,000",0,0,"control",3
"Logar","Puli Alam",162,33,2,0,"2,001-10,000",1,0,"control",2
"Logar","Puli Alam",162,18,11,0,NA,0,0,"control",3
"Logar","Puli Alam",162,67,5,0,"2,001-10,000",0,0,"control",3
"Logar","Puli Alam",162,20,0,1,"2,001-10,000",0,0,"ISAF",4
"Logar","Puli Alam",162,19,6,0,"less than 2,000",0,0,"ISAF",0
"Logar","Puli Alam",162,38,3,1,"2,001-10,000",0,0,"ISAF",1
"Logar","Puli Alam",162,44,12,1,"2,001-10,000",0,0,"ISAF",3
"Logar","Puli Alam",162,30,8,1,"10,001-20,000",0,0,"ISAF",4
"Logar","Puli Alam",162,51,10,1,"2,001-10,000",0,0,"ISAF",2
"Logar","Puli Alam",162,24,0,0,"2,001-10,000",0,0,"taliban",3
"Logar","Puli Alam",162,31,12,1,"2,001-10,000",0,0,"taliban",3
"Logar","Puli Alam",162,45,0,1,"less than 2,000",0,0,"taliban",3
"Logar","Puli Alam",162,53,7,1,"2,001-10,000",0,0,"taliban",2
"Logar","Puli Alam",162,29,9,1,"2,001-10,000",0,0,"taliban",1
"Logar","Puli Alam",162,21,3,1,"2,001-10,000",0,0,"taliban",2
"Logar","Puli Alam",136,47,6,1,"2,001-10,000",1,0,"control",2
"Logar","Puli Alam",136,26,9,1,"2,001-10,000",0,0,"control",3
"Logar","Puli Alam",136,31,0,1,"2,001-10,000",0,1,"control",3
"Logar","Puli Alam",136,38,12,1,"10,001-20,000",0,0,"control",3
"Logar","Puli Alam",136,21,6,1,"2,001-10,000",1,0,"control",1
"Logar","Puli Alam",136,28,0,1,"20,001-30,000",0,0,"control",1
"Logar","Puli Alam",136,33,0,1,"2,001-10,000",0,0,"ISAF",3
"Logar","Puli Alam",136,45,9,1,"2,001-10,000",0,0,"ISAF",3
"Logar","Puli Alam",136,18,0,0,NA,0,0,"ISAF",1
"Logar","Puli Alam",136,63,6,1,"20,001-30,000",0,0,"ISAF",4
"Logar","Puli Alam",136,36,12,1,"2,001-10,000",0,0,"ISAF",1
"Logar","Puli Alam",136,46,12,1,"2,001-10,000",0,1,"ISAF",3
"Logar","Puli Alam",136,19,9,0,"10,001-20,000",0,0,"taliban",2
"Logar","Puli Alam",136,23,4,0,NA,0,0,"taliban",3
"Logar","Puli Alam",136,31,12,1,"2,001-10,000",0,0,"taliban",3
"Logar","Puli Alam",136,29,6,1,"10,001-20,000",0,0,"taliban",1
"Logar","Puli Alam",136,29,6,1,"2,001-10,000",0,0,"taliban",3
"Logar","Puli Alam",136,37,0,0,"less than 2,000",0,0,"taliban",1
"Logar","Puli Alam",90,18,4,0,"2,001-10,000",0,0,"control",1
"Logar","Puli Alam",90,49,6,1,"2,001-10,000",0,1,"control",3
"Logar","Puli Alam",90,41,10,1,"10,001-20,000",1,0,"control",3
"Logar","Puli Alam",90,32,12,1,"2,001-10,000",0,0,"control",2
"Logar","Puli Alam",90,24,9,1,"10,001-20,000",0,0,"control",1
"Logar","Puli Alam",90,18,0,0,"2,001-10,000",0,0,"control",1
"Logar","Puli Alam",90,23,10,1,"10,001-20,000",0,0,"ISAF",3
"Logar","Puli Alam",90,25,18,1,"10,001-20,000",0,0,"ISAF",4
"Logar","Puli Alam",90,62,2,1,"2,001-10,000",0,0,"ISAF",1
"Logar","Puli Alam",90,56,12,1,"10,001-20,000",0,0,"ISAF",3
"Logar","Puli Alam",90,19,0,0,"less than 2,000",0,0,"ISAF",1
"Logar","Puli Alam",90,33,10,1,"2,001-10,000",0,0,"ISAF",1
"Logar","Puli Alam",90,44,6,1,"2,001-10,000",0,0,"taliban",3
"Logar","Puli Alam",90,53,7,1,"2,001-10,000",1,0,"taliban",1
"Logar","Puli Alam",90,20,6,1,"2,001-10,000",0,0,"taliban",3
"Logar","Puli Alam",90,41,18,1,"20,001-30,000",1,0,"taliban",3
"Logar","Puli Alam",90,26,8,1,"10,001-20,000",0,1,"taliban",3
"Logar","Puli Alam",90,19,6,0,"2,001-10,000",0,1,"taliban",3
"Kunar","Asadabad",120,22,6,0,"2,001-10,000",0,0,"control",3
"Kunar","Asadabad",120,24,0,1,"10,001-20,000",0,0,"control",1
"Kunar","Asadabad",120,27,12,1,"2,001-10,000",0,0,"control",3
"Kunar","Asadabad",120,20,10,0,"2,001-10,000",0,0,"control",3
"Kunar","Asadabad",120,24,12,1,"2,001-10,000",1,0,"control",3
"Kunar","Asadabad",120,27,12,0,"2,001-10,000",0,0,"control",3
"Kunar","Asadabad",120,18,10,0,"2,001-10,000",0,0,"ISAF",4
"Kunar","Asadabad",120,25,0,1,"2,001-10,000",0,0,"ISAF",1
"Kunar","Asadabad",120,35,0,0,"2,001-10,000",0,0,"ISAF",3
"Kunar","Asadabad",120,21,12,0,"2,001-10,000",0,0,"ISAF",3
"Kunar","Asadabad",120,28,12,0,"2,001-10,000",0,0,"ISAF",3
"Kunar","Asadabad",120,25,12,1,"2,001-10,000",0,0,"ISAF",2
"Kunar","Asadabad",120,25,0,0,"2,001-10,000",0,0,"taliban",3
"Kunar","Asadabad",120,29,7,0,"2,001-10,000",0,0,"taliban",3
"Kunar","Asadabad",120,25,14,1,"2,001-10,000",0,0,"taliban",3
"Kunar","Asadabad",120,27,12,0,"2,001-10,000",0,0,"taliban",2
"Kunar","Asadabad",120,30,0,0,"less than 2,000",0,0,"taliban",2
"Kunar","Asadabad",120,20,12,0,"less than 2,000",0,0,"taliban",1
"Kunar","Asadabad",110,43,12,0,"2,001-10,000",0,1,"control",2
"Kunar","Asadabad",110,52,14,0,"10,001-20,000",0,0,"control",2
"Kunar","Asadabad",110,25,12,0,"2,001-10,000",0,1,"control",3
"Kunar","Asadabad",110,41,6,1,"2,001-10,000",0,1,"control",3
"Kunar","Asadabad",110,17,6,0,"2,001-10,000",1,1,"control",2
"Kunar","Asadabad",110,21,8,0,"2,001-10,000",0,1,"control",2
"Kunar","Asadabad",110,44,14,0,"10,001-20,000",0,1,"ISAF",1
"Kunar","Asadabad",110,35,12,1,"2,001-10,000",0,0,"ISAF",3
"Kunar","Asadabad",110,23,6,0,"10,001-20,000",0,0,"ISAF",3
"Kunar","Asadabad",110,40,12,0,"2,001-10,000",0,0,"ISAF",3
"Kunar","Asadabad",110,55,0,0,"2,001-10,000",1,0,"ISAF",4
"Kunar","Asadabad",110,35,10,1,"2,001-10,000",0,0,"ISAF",1
"Kunar","Asadabad",110,23,14,0,"10,001-20,000",1,0,"taliban",2
"Kunar","Asadabad",110,30,0,0,"2,001-10,000",0,0,"taliban",3
"Kunar","Asadabad",110,23,12,0,"2,001-10,000",0,1,"taliban",3
"Kunar","Asadabad",110,32,0,1,"10,001-20,000",0,0,"taliban",1
"Kunar","Asadabad",110,43,12,1,"2,001-10,000",0,0,"taliban",1
"Kunar","Asadabad",110,16,6,0,"10,001-20,000",0,0,"taliban",3
"Kunar","Asadabad",86,17,10,0,"2,001-10,000",0,0,"control",3
"Kunar","Asadabad",86,43,0,1,"2,001-10,000",0,0,"control",2
"Kunar","Asadabad",86,21,8,0,"less than 2,000",0,0,"control",3
"Kunar","Asadabad",86,32,12,0,"10,001-20,000",0,0,"control",2
"Kunar","Asadabad",86,18,9,0,"2,001-10,000",0,0,"control",2
"Kunar","Asadabad",86,17,12,0,"2,001-10,000",1,0,"control",3
"Kunar","Asadabad",86,16,0,0,"2,001-10,000",0,0,"ISAF",3
"Kunar","Asadabad",86,25,8,0,"10,001-20,000",1,0,"ISAF",2
"Kunar","Asadabad",86,35,0,0,"2,001-10,000",1,0,"ISAF",3
"Kunar","Asadabad",86,16,10,0,"2,001-10,000",0,0,"ISAF",2
"Kunar","Asadabad",86,21,0,1,"10,001-20,000",0,0,"ISAF",3
"Kunar","Asadabad",86,19,0,0,"2,001-10,000",0,0,"ISAF",2
"Kunar","Asadabad",86,34,9,0,"2,001-10,000",0,0,"taliban",3
"Kunar","Asadabad",86,25,0,0,"10,001-20,000",0,0,"taliban",2
"Kunar","Asadabad",86,29,11,1,"2,001-10,000",1,0,"taliban",3
"Kunar","Asadabad",86,26,0,0,"less than 2,000",1,0,"taliban",1
"Kunar","Asadabad",86,19,0,0,"2,001-10,000",0,0,"taliban",1
"Kunar","Asadabad",86,32,0,1,"2,001-10,000",0,0,"taliban",3
"Kunar","Chapa Dara",94,40,10,0,"2,001-10,000",1,0,"control",2
"Kunar","Chapa Dara",94,35,6,0,"less than 2,000",1,0,"control",3
"Kunar","Chapa Dara",94,28,12,0,"less than 2,000",0,1,"control",0
"Kunar","Chapa Dara",94,25,0,1,"less than 2,000",1,0,"ISAF",3
"Kunar","Chapa Dara",94,50,12,1,"2,001-10,000",1,0,"ISAF",0
"Kunar","Chapa Dara",94,35,11,1,"2,001-10,000",1,0,"ISAF",2
"Kunar","Chapa Dara",94,30,13,1,"less than 2,000",1,0,"taliban",1
"Kunar","Chapa Dara",94,25,0,0,"less than 2,000",1,1,"taliban",3
"Kunar","Chapa Dara",94,30,12,0,"less than 2,000",1,0,"taliban",1
"Kunar","Chapa Dara",45,36,0,0,"2,001-10,000",1,1,"control",1
"Kunar","Chapa Dara",45,39,8,0,"2,001-10,000",0,1,"control",1
"Kunar","Chapa Dara",45,25,0,0,"2,001-10,000",1,0,"control",1
"Kunar","Chapa Dara",45,30,10,0,"10,001-20,000",1,0,"ISAF",1
"Kunar","Chapa Dara",45,35,0,0,"2,001-10,000",0,1,"ISAF",2
"Kunar","Chapa Dara",45,62,12,0,"10,001-20,000",0,0,"ISAF",2
"Kunar","Chapa Dara",45,45,0,1,"10,001-20,000",1,0,"taliban",1
"Kunar","Chapa Dara",45,54,0,1,"2,001-10,000",1,0,"taliban",2
"Kunar","Chapa Dara",45,28,0,0,"10,001-20,000",0,1,"taliban",1
"Kunar","Chapa Dara",47,25,12,0,"2,001-10,000",1,1,"control",3
"Kunar","Chapa Dara",47,18,12,1,"10,001-20,000",1,0,"control",2
"Kunar","Chapa Dara",47,35,14,0,"2,001-10,000",1,0,"control",1
"Kunar","Chapa Dara",47,35,8,0,"2,001-10,000",1,0,"ISAF",2
"Kunar","Chapa Dara",47,23,14,1,"2,001-10,000",1,0,"ISAF",2
"Kunar","Chapa Dara",47,45,10,0,"2,001-10,000",1,0,"ISAF",3
"Kunar","Chapa Dara",47,23,0,0,"2,001-10,000",1,0,"taliban",1
"Kunar","Chapa Dara",47,42,0,1,"2,001-10,000",0,0,"taliban",2
"Kunar","Chapa Dara",47,35,10,1,"less than 2,000",0,0,"taliban",1
"Kunar","Chapa Dara",138,30,0,1,"10,001-20,000",0,1,"control",2
"Kunar","Chapa Dara",138,50,12,1,"10,001-20,000",1,0,"control",2
"Kunar","Chapa Dara",138,25,0,0,"2,001-10,000",0,1,"control",1
"Kunar","Chapa Dara",138,53,0,1,"2,001-10,000",0,0,"ISAF",2
"Kunar","Chapa Dara",138,32,6,1,"2,001-10,000",0,1,"ISAF",2
"Kunar","Chapa Dara",138,22,0,0,"10,001-20,000",1,0,"ISAF",1
"Kunar","Chapa Dara",138,32,0,1,"10,001-20,000",0,0,"taliban",2
"Kunar","Chapa Dara",138,60,0,0,"2,001-10,000",1,0,"taliban",1
"Kunar","Chapa Dara",138,45,0,1,"2,001-10,000",1,0,"taliban",2
"Kunar","Chapa Dara",113,35,8,0,"2,001-10,000",0,0,"control",2
"Kunar","Chapa Dara",113,30,13,0,"2,001-10,000",0,1,"control",2
"Kunar","Chapa Dara",113,35,14,1,"2,001-10,000",0,1,"control",3
"Kunar","Chapa Dara",113,30,0,0,"10,001-20,000",0,0,"control",0
"Kunar","Chapa Dara",113,26,0,0,"2,001-10,000",1,0,"control",1
"Kunar","Chapa Dara",113,42,14,1,"20,001-30,000",0,0,"control",2
"Kunar","Chapa Dara",113,33,8,0,"2,001-10,000",0,1,"ISAF",3
"Kunar","Chapa Dara",113,62,0,0,"2,001-10,000",0,0,"ISAF",3
"Kunar","Chapa Dara",113,26,0,1,"2,001-10,000",0,0,"ISAF",1
"Kunar","Chapa Dara",113,30,14,1,"10,001-20,000",0,0,"ISAF",2
"Kunar","Chapa Dara",113,45,0,1,"10,001-20,000",0,0,"ISAF",2
"Kunar","Chapa Dara",113,35,12,1,"10,001-20,000",0,0,"ISAF",2
"Kunar","Chapa Dara",113,22,11,0,"2,001-10,000",0,0,"taliban",2
"Kunar","Chapa Dara",113,27,12,1,"10,001-20,000",0,0,"taliban",3
"Kunar","Chapa Dara",113,20,10,0,"2,001-10,000",0,0,"taliban",1
"Kunar","Chapa Dara",113,35,8,0,"2,001-10,000",0,0,"taliban",1
"Kunar","Chapa Dara",113,65,0,0,"2,001-10,000",0,0,"taliban",2
"Kunar","Chapa Dara",113,75,12,1,"10,001-20,000",0,0,"taliban",2
"Kunar","Chapa Dara",122,36,8,0,"2,001-10,000",1,0,"control",3
"Kunar","Chapa Dara",122,49,10,1,"10,001-20,000",0,0,"control",1
"Kunar","Chapa Dara",122,25,0,0,"2,001-10,000",0,0,"control",2
"Kunar","Chapa Dara",122,34,6,1,"2,001-10,000",0,0,"control",2
"Kunar","Chapa Dara",122,54,12,1,"2,001-10,000",0,0,"control",0
"Kunar","Chapa Dara",122,34,8,0,"2,001-10,000",0,0,"control",3
"Kunar","Chapa Dara",122,48,0,0,"2,001-10,000",0,0,"ISAF",0
"Kunar","Chapa Dara",122,32,14,1,"10,001-20,000",1,1,"ISAF",3
"Kunar","Chapa Dara",122,22,11,0,"2,001-10,000",0,0,"ISAF",3
"Kunar","Chapa Dara",122,49,8,0,"2,001-10,000",0,0,"ISAF",1
"Kunar","Chapa Dara",122,72,0,0,"2,001-10,000",0,0,"ISAF",3
"Kunar","Chapa Dara",122,18,12,0,"2,001-10,000",0,1,"ISAF",0
"Kunar","Chapa Dara",122,17,10,0,"2,001-10,000",0,0,"taliban",1
"Kunar","Chapa Dara",122,26,0,0,"2,001-10,000",0,0,"taliban",3
"Kunar","Chapa Dara",122,17,8,0,"2,001-10,000",0,0,"taliban",2
"Kunar","Chapa Dara",122,56,8,1,"10,001-20,000",0,0,"taliban",1
"Kunar","Chapa Dara",122,27,0,1,"2,001-10,000",1,0,"taliban",2
"Kunar","Chapa Dara",122,36,12,1,"2,001-10,000",1,0,"taliban",2
"Kunar","Chapa Dara",3,26,8,0,"2,001-10,000",0,1,"control",2
"Kunar","Chapa Dara",3,22,12,1,"10,001-20,000",0,0,"control",3
"Kunar","Chapa Dara",3,30,12,1,"10,001-20,000",0,1,"control",0
"Kunar","Chapa Dara",3,22,8,1,"10,001-20,000",0,0,"control",1
"Kunar","Chapa Dara",3,29,0,0,"2,001-10,000",0,0,"control",2
"Kunar","Chapa Dara",3,30,10,0,"less than 2,000",0,0,"control",3
"Kunar","Chapa Dara",3,27,13,1,"2,001-10,000",0,1,"ISAF",2
"Kunar","Chapa Dara",3,25,0,1,"10,001-20,000",0,1,"ISAF",0
"Kunar","Chapa Dara",3,27,0,1,"10,001-20,000",0,1,"ISAF",0
"Kunar","Chapa Dara",3,31,8,1,"10,001-20,000",1,1,"ISAF",1
"Kunar","Chapa Dara",3,21,0,0,"2,001-10,000",1,0,"ISAF",3
"Kunar","Chapa Dara",3,23,10,0,"10,001-20,000",1,1,"ISAF",0
"Kunar","Chapa Dara",3,29,0,0,"10,001-20,000",1,1,"taliban",1
"Kunar","Chapa Dara",3,33,0,0,"20,001-30,000",1,0,"taliban",1
"Kunar","Chapa Dara",3,24,0,0,"2,001-10,000",0,0,"taliban",1
"Kunar","Chapa Dara",3,21,8,0,"2,001-10,000",0,0,"taliban",1
"Kunar","Chapa Dara",3,24,8,0,"2,001-10,000",0,1,"taliban",3
"Kunar","Chapa Dara",3,24,0,0,"2,001-10,000",1,0,"taliban",1
"Kunar","Chapa Dara",103,58,0,0,"less than 2,000",0,0,"control",1
"Kunar","Chapa Dara",103,60,0,1,"2,001-10,000",1,0,"control",1
"Kunar","Chapa Dara",103,18,6,0,"10,001-20,000",0,0,"control",1
"Kunar","Chapa Dara",103,25,0,1,"10,001-20,000",1,1,"control",0
"Kunar","Chapa Dara",103,23,0,0,"2,001-10,000",1,1,"control",3
"Kunar","Chapa Dara",103,52,14,1,"less than 2,000",1,1,"control",3
"Kunar","Chapa Dara",103,18,12,1,"2,001-10,000",0,1,"ISAF",3
"Kunar","Chapa Dara",103,18,3,0,"20,001-30,000",0,0,"ISAF",3
"Kunar","Chapa Dara",103,28,8,0,"10,001-20,000",1,1,"ISAF",3
"Kunar","Chapa Dara",103,55,0,0,"10,001-20,000",0,0,"ISAF",1
"Kunar","Chapa Dara",103,35,8,0,"2,001-10,000",0,0,"ISAF",3
"Kunar","Chapa Dara",103,38,14,1,"less than 2,000",1,1,"ISAF",3
"Kunar","Chapa Dara",103,47,0,1,"10,001-20,000",0,0,"taliban",3
"Kunar","Chapa Dara",103,65,3,0,"2,001-10,000",1,1,"taliban",2
"Kunar","Chapa Dara",103,16,1,0,"20,001-30,000",1,1,"taliban",1
"Kunar","Chapa Dara",103,63,12,1,"2,001-10,000",0,0,"taliban",1
"Kunar","Chapa Dara",103,45,0,0,"10,001-20,000",0,0,"taliban",1
"Kunar","Chapa Dara",103,28,12,0,"2,001-10,000",1,1,"taliban",3
"Kunar","Dangam",79,21,8,0,"2,001-10,000",0,0,"control",1
"Kunar","Dangam",79,24,11,1,"2,001-10,000",1,1,"control",3
"Kunar","Dangam",79,44,12,1,NA,1,1,"control",0
"Kunar","Dangam",79,27,12,1,"2,001-10,000",0,0,"ISAF",0
"Kunar","Dangam",79,71,0,0,NA,1,0,"ISAF",0
"Kunar","Dangam",79,28,12,1,"2,001-10,000",1,1,"ISAF",0
"Kunar","Dangam",79,24,10,1,"less than 2,000",1,1,"taliban",2
"Kunar","Dangam",79,29,0,1,"2,001-10,000",1,0,"taliban",1
"Kunar","Dangam",79,18,9,0,"2,001-10,000",1,0,"taliban",1
"Kunar","Dangam",176,17,11,0,"10,001-20,000",0,1,"control",1
"Kunar","Dangam",176,18,4,0,"2,001-10,000",1,1,"control",2
"Kunar","Dangam",176,22,12,0,"2,001-10,000",1,1,"control",2
"Kunar","Dangam",176,55,0,1,"2,001-10,000",0,1,"ISAF",2
"Kunar","Dangam",176,19,3,0,"10,001-20,000",1,1,"ISAF",2
"Kunar","Dangam",176,19,12,1,"2,001-10,000",1,1,"ISAF",3
"Kunar","Dangam",176,61,0,1,"10,001-20,000",1,1,"taliban",2
"Kunar","Dangam",176,17,10,0,"less than 2,000",1,1,"taliban",3
"Kunar","Dangam",176,51,0,0,"2,001-10,000",1,1,"taliban",2
"Kunar","Dangam",189,44,0,0,"2,001-10,000",1,1,"control",2
"Kunar","Dangam",189,30,0,0,"10,001-20,000",1,1,"control",2
"Kunar","Dangam",189,18,10,0,"2,001-10,000",1,1,"control",1
"Kunar","Dangam",189,33,8,1,"2,001-10,000",1,1,"ISAF",0
"Kunar","Dangam",189,21,8,0,"2,001-10,000",1,1,"ISAF",1
"Kunar","Dangam",189,24,8,1,"2,001-10,000",0,1,"ISAF",2
"Kunar","Dangam",189,34,0,1,"less than 2,000",0,1,"taliban",1
"Kunar","Dangam",189,35,0,1,"2,001-10,000",1,1,"taliban",2
"Kunar","Dangam",189,50,0,0,"2,001-10,000",1,1,"taliban",1
"Kunar","Dangam",163,50,0,1,"10,001-20,000",0,0,"control",1
"Kunar","Dangam",163,47,0,1,"2,001-10,000",1,0,"control",0
"Kunar","Dangam",163,17,0,1,"2,001-10,000",1,0,"control",0
"Kunar","Dangam",163,24,0,1,"2,001-10,000",0,0,"control",3
"Kunar","Dangam",163,25,6,1,"10,001-20,000",0,1,"control",0
"Kunar","Dangam",163,24,0,1,"2,001-10,000",1,1,"control",2
"Kunar","Dangam",163,30,0,1,"2,001-10,000",1,1,"ISAF",1
"Kunar","Dangam",163,18,10,1,"2,001-10,000",1,0,"ISAF",2
"Kunar","Dangam",163,45,0,1,"2,001-10,000",1,0,"ISAF",3
"Kunar","Dangam",163,27,0,1,"2,001-10,000",0,1,"ISAF",3
"Kunar","Dangam",163,29,8,1,"10,001-20,000",1,0,"ISAF",0
"Kunar","Dangam",163,35,0,1,"10,001-20,000",1,0,"ISAF",2
"Kunar","Dangam",163,22,10,1,"2,001-10,000",0,0,"taliban",1
"Kunar","Dangam",163,28,0,1,"2,001-10,000",0,0,"taliban",2
"Kunar","Dangam",163,30,6,1,"2,001-10,000",0,0,"taliban",2
"Kunar","Dangam",163,34,0,1,"2,001-10,000",0,0,"taliban",1
"Kunar","Dangam",163,23,8,1,"2,001-10,000",1,1,"taliban",1
"Kunar","Dangam",163,19,6,1,"2,001-10,000",0,0,"taliban",1
"Kunar","Dangam",26,65,6,1,"2,001-10,000",0,0,"control",1
"Kunar","Dangam",26,48,10,1,"less than 2,000",0,0,"control",2
"Kunar","Dangam",26,22,9,0,"2,001-10,000",0,0,"control",3
"Kunar","Dangam",26,24,0,1,"2,001-10,000",0,0,"control",3
"Kunar","Dangam",26,19,8,0,"less than 2,000",0,0,"control",2
"Kunar","Dangam",26,33,0,1,"2,001-10,000",1,0,"control",2
"Kunar","Dangam",26,30,0,1,"2,001-10,000",0,0,"ISAF",3
