"admin","biryr","birpop","han","sex","teasown","orch","cashcrop","post"
320107,1965,NA,1,0.5,0,0,1.850000024,0
320704,1965,27,1,0,0.01,0.02,0.460000008,0
532301,1965,83,0.879518092,0.457831323,0.02,0.159999996,1.859999895,0
512534,1965,62,0.919354856,0.59677422,0,0,0.569999993,0
610323,1965,40,1,0.5,0,0.239999995,1.059999943,0
532325,1965,25,0,0.400000006,0,0.100000001,1.639999986,0
522701,1965,65,0.200000003,0.676923096,0,0,0.939999998,0
370282,1965,235,1,0.502127647,0,0.159999996,1.079999924,0
420302,1965,3,1,0,0,0.409999996,2.569999933,0
342327,1965,114,1,0.578947365,0,0,0,0
440229,1965,47,1,0.46808511,0,0.129999995,2.890000105,0
342322,1965,183,1,0.459016383,0,0,0,0
532901,1965,78,0.03846154,0.538461566,0,0.129999995,0.639999986,0
320121,1965,116,1,0.422413796,0,0.01,1,0
433026,1965,51,0,0.607843161,0,0.059999999,0.790000021,0
370726,1965,140,1,0.514285743,0,0,0,0
320823,1965,230,1,0.513043463,0,0,0,0
321002,1965,NA,1,0.333333343,0,0,0,0
532228,1965,15,1,0.400000006,0,0.180000007,2.870000124,0
362324,1965,43,1,0.558139563,0.01,0,0.620000005,0
412728,1965,229,0.746724904,0.445414841,0,0,0.180000007,0
362522,1965,64,1,0.40625,0,1.129999995,4.559999943,0
452528,1965,264,0.962121189,0.503787875,0.01,0.330000013,1.130000114,0
320525,1965,NA,1,0.477419347,0,0,0,0
340104,1965,1,1,1,0,0,0,0
350426,1965,31,1,0.483870953,0,0,0.629999995,0
612724,1965,61,1,0.409836054,0,0.079999998,0.629999936,0
610303,1965,1,1,0,0,0.090000004,1.26000011,0
510422,1965,22,0.636363626,0.545454562,0,0.079999998,0.819999993,0
511112,1965,40,1,0.474999994,0.02,0.050000001,0.539999962,0
532931,1965,47,0.08510638,0.404255331,0,0.219999999,0.730000019,0
510522,1965,223,1,0.591928244,0,0.01,0.25999999,0
430421,1965,245,1,0.50612247,0,0.01,0.350000024,0
440221,1965,65,1,0.523076952,0.090000004,0.219999999,2.559999943,0
342221,1965,121,1,0.520661175,0,2.950000048,6.190000057,0
510824,1965,153,1,0.470588237,0,0.129999995,0.980000019,0
532101,1965,92,0.978260875,0.478260875,0,0.109999999,1.149999976,0
533524,1965,68,0.691176474,0.558823526,0.850000024,0.07,3.269999981,0
510304,1965,34,1,0.323529422,0,0.01,0.74000001,0
452327,1965,71,0.985915482,0.507042229,0,0.209999993,0.560000002,0
420624,1965,27,1,0.407407403,0.01,0.039999999,0.769999981,0
430304,1965,5,1,0.200000003,0,0.029999999,0.909999967,0
411002,1965,1,1,0,0,0.129999995,1,0
360123,1965,28,1,0.642857134,0,0.079999998,0.75999999,0
342130,1965,172,1,0.540697694,0,0,0,0
340222,1965,118,1,0.576271176,0.02,0,0.849999964,0
441422,1965,139,1,0.589928031,0.289999992,0.569999993,2.180000067,0
372325,1965,30,1,0.566666663,0,0.129999995,0.930000007,0
612132,1965,118,1,0.415254235,0,2.49000001,5.449999809,0
330283,1965,28,1,0.535714269,0.140000001,0.419999987,1.450000048,0
612130,1965,69,1,0.449275374,0,4.460000038,8.950000763,0
430702,1965,12,1,0.583333313,0,0.330000013,1.639999986,0
320114,1965,28,1,0.428571433,0,0.039999999,2.179999828,0
522728,1965,43,0,0.348837197,0,0,1.269999862,0
612326,1965,52,1,0.557692289,0.01,0.01,0.210000008,0
412923,1965,99,1,0.50505048,0,0,0,0
360426,1965,45,1,0.444444448,0,0.050000001,0.75999999,0
360222,1965,40,1,0.649999976,0.209999993,0.059999999,1.879999995,0
320322,1965,126,1,0.452380955,0,0.090000004,0.560000002,0
440721,1965,86,1,0.45348838,0,0,0,0
321082,1965,413,1,0.486682802,0,0,0,0
320524,1965,NA,1,0.454861104,0,0,0,0
513128,1965,4,1,0,0.170000002,0.079999998,1.029999971,0
410211,1965,36,1,0.611111104,0,0.039999999,1.470000029,0
320811,1965,54,1,0.407407403,0,0,1.060000062,0
420112,1965,19,1,0.578947365,0,0.239999995,14.88000011,0
320581,1965,148,1,0.506756783,0,0,1.279999971,0
522423,1965,118,0.847457647,0.525423706,0,0,1.159999967,0
320325,1965,NA,1,0.493023247,0,0,0,0
612424,1965,11,0.454545468,0.454545468,0,0.239999995,1.069999933,0
321081,1965,158,1,0.430379748,0.02,0.01,0.550000012,0
350621,1965,172,1,0.54651165,0,0,0,0
320881,1965,292,1,0.489726037,0,0,0,0
440524,1965,497,1,0.515090525,0,0,0,0
410329,1965,76,1,0.486842096,0,0.07,0.519999981,0
513122,1965,69,1,0.463768125,0.150000006,0.039999999,0.669999957,0
320623,1965,256,1,0.4765625,0,0.02,0.810000002,0
370611,1965,40,1,0.375,0,1.049999952,2.179999828,0
522323,1965,14,1,0.642857134,0,0,0.580000043,0
330622,1965,185,1,0.502702713,0,0,0,0
320923,1965,NA,1,0.522988498,0,0.01,0.439999998,0
513030,1965,246,1,0.552845538,0,0.039999999,0.420000017,0
422432,1965,134,1,0.470149249,0,0,0,0
510402,1965,6,1,1,0,0.050000001,1.149999976,0
433030,1965,14,0,0.428571433,0.01,0.219999999,1.139999986,0
510523,1965,106,1,0.566037714,0,0,0,0
410123,1965,153,1,0.529411793,0,0,0,0
452723,1965,32,0,0.53125,0,0.01,0.629999995,0
532331,1965,63,1,0.476190478,0,0.109999999,1.580000043,0
522324,1965,43,0.465116292,0.418604642,0,0,0.699999988,0
420626,1965,34,1,0.647058845,0.02,0.02,1.150000095,0
610113,1965,40,1,0.600000024,0,0.25999999,1.269999981,0
342422,1965,217,0.990783393,0.497695863,0,0.029999999,0.720000029,0
520203,1965,165,0.981818199,0.539393961,0,0,0.75,0
452231,1965,97,0,0.515463889,0,0.02,1.350000024,0
321025,1965,259,1,0.490347505,0,0,0,0
320502,1965,2,1,0.5,0,0,0,0
341022,1965,224,1,0.486607134,1.909999967,0.01,4.25,0
430821,1965,152,0.743421078,0.519736826,0.029999999,0.209999993,0.850000024,0
330424,1965,83,1,0.590361416,0.01,0.07,2.120000124,0
513223,1965,12,0,0.666666687,0,1.039999962,2.690000057,0
441826,1965,16,0.0625,0.5625,0.039999999,0.079999998,0.75,0
612732,1965,43,1,0.488372087,0,0.109999999,0.629999995,0
342223,1965,252,1,0.492063493,0,0,0,0
430103,1965,9,1,0,0,0,1.289999962,0
320723,1965,134,1,0.514925361,0,0.029999999,0.560000002,0
612133,1965,139,1,0.489208639,0,0.680000007,1.590000033,0
412927,1965,141,1,0.510638297,0,0,0,0
370832,1965,110,0.981818199,0.445454538,0,0.159999996,0.480000019,0
513327,1965,4,0,0.5,0,0.029999999,0.179999992,0
530201,1965,41,0.756097555,0.560975611,0,0,0,0
320525,1965,155,1,0.477419347,0,0,0,0
410823,1965,83,1,0.457831323,0,0.079999998,0.469999969,0
432927,1965,39,1,0.410256416,0,0,0,0
320524,1965,288,1,0.454861104,0,0,0,0
422322,1965,56,1,0.517857134,0.050000001,0.01,1.700000048,0
410426,1965,101,0.970297039,0.504950523,0,0,0,0
430404,1965,4,1,0,0,0,0,0
610431,1965,58,1,0.551724136,0,0.25,0.769999981,0
512530,1965,70,1,0.528571427,0.029999999,0.07,0.629999995,0
320821,1965,188,1,0.489361703,0,0.02,0.899999976,0
532530,1965,56,0.196428567,0.571428597,0.050000001,0.270000011,1.029999971,0
321121,1965,72,1,0.486111104,0.029999999,0.01,0.569999993,0
532724,1965,17,0.70588237,0.647058845,0.50999999,0.119999997,2.25,0
432826,1965,46,1,0.586956501,0,0,0,0
430481,1965,226,1,0.482300878,0.01,0.01,0.310000002,0
510525,1965,117,0.982905984,0.512820542,0.01,0.01,1.230000019,0
320821,1965,188,1,0.489361703,0,0.02,0.899999976,0
330481,1965,122,1,0.467213124,0,0.029999999,2.00999999,0
340322,1965,187,0.99465239,0.540106952,0,0.01,0.289999992,0
511132,1965,16,1,0.5,0,0,0.419999987,0
452421,1965,86,1,0.558139563,0,0,0,0
320581,1965,NA,1,0.506756783,0,0,1.279999971,0
522627,1965,36,0.027777778,0.583333313,0,0,0.629999936,0
410326,1965,30,1,0.466666669,0,0.029999999,0.219999999,0
362524,1965,65,1,0.461538464,0,2.819999933,9.170000076,0
522223,1965,14,0.285714298,0.285714298,0,0,0.339999974,0
332602,1965,187,1,0.502673805,0,0,0,0
440104,1965,4,1,0.25,0,0,0,0
533124,1965,13,0.461538464,0.538461566,0.860000014,0.02,6.199999809,0
520201,1965,45,0.888888896,0.377777785,0,0,0.620000005,0
320823,1965,230,1,0.513043463,0,0,0,0
372801,1965,202,1,0.514851511,0,0,0,0
410724,1965,48,1,0.395833343,0,0.01,0.219999999,0
510222,1965,255,0.996078432,0.556862772,0,0,0,0
370206,1965,2,1,1,0,0,0,0
320703,1965,12,1,0,0.029999999,0.02,0.169999987,0
612525,1965,63,1,0.460317463,0,0.01,0.159999996,0
512923,1965,226,1,0.566371679,0,0,0,0
432325,1965,172,0.988372087,0.465116292,0,0,0,0
362430,1965,79,1,0.531645596,0.01,0.02,0.659999967,0
362422,1965,55,1,0.4909091,0,0.119999997,0.860000014,0
532822,1965,90,0.377777785,0.411111116,2.619999886,0.100000001,8.659999847,0
610321,1965,147,1,0.442176878,0,0.730000019,1.580000043,0
610423,1965,47,1,0.340425521,0,0.379999995,1.220000029,0
513229,1965,6,0,0.333333343,0,0.129999995,0.610000014,0
511126,1965,77,1,0.584415555,0.129999995,0.079999998,0.879999995,0
370306,1965,41,1,0.317073166,0,0.159999996,0.590000033,0
433125,1965,22,0.272727281,0.409090906,0.01,0.720000029,2.039999962,0
410121,1965,80,1,0.550000012,0,0,0,0
362531,1965,65,1,0.55384618,0,0.079999998,2.920000076,0
330782,1965,64,1,0.5625,0.050000001,0.129999995,0.879999995,0
342626,1965,95,0.989473701,0.50526315,0,0,0.930000007,0
512925,1965,235,1,0.557446837,0,0,0,0
532823,1965,1,0,1,0.469999999,0.310000002,3.869999886,0
512927,1965,180,1,0.51111114,0,0,0,0
370982,1965,248,0.927419364,0.483870953,0,0.180000007,0.579999983,0
610430,1965,54,1,0.870370388,0,2.319999933,4.889999866,0
612129,1965,73,1,0.493150681,0,2.069999933,4.670000076,0
533528,1965,15,0.13333334,0.600000024,1.289999962,0.029999999,5.059999943,0
510823,1965,113,1,0.495575219,0,0.02,0.899999976,0
320925,1965,144,1,0.5,0,0.029999999,0.769999981,0
362426,1965,86,1,0.534883738,0.01,0.079999998,1.359999895,0
370125,1965,97,0.969072163,0.515463889,0,0.5,2.480000019,0
510311,1965,86,1,0.430232555,0,0.01,0.360000014,0
362529,1965,31,1,0.419354826,0,0.189999998,2.5,0
332601,1965,167,1,0.419161677,0,0,0,0
321023,1965,248,1,0.495967746,0,0.01,1.139999986,0
372826,1965,204,1,0.455882341,0,0,0,0
610421,1965,78,1,0.5,0,0,0,0
612322,1965,66,1,0.409090906,0,0.090000004,0.649999976,0
430624,1965,125,1,0.463999987,0.01,0.01,0.700000048,0
370304,1965,25,1,0.400000006,0,0.090000004,0.290000021,0
430422,1965,194,1,0.448453605,0,0.02,0.469999969,0
330501,1965,197,1,0.431472093,0.02,0.01,2.819999933,0
362425,1965,49,1,0.53061223,0.01,0.02,0.900000036,0
610324,1965,71,1,0.422535211,0,0.829999983,2.139999866,0
350430,1965,25,1,0.479999989,0,0,0.949999988,0
520102,1965,7,1,0.285714298,0,0,1.99000001,0
370105,1965,7,1,0.857142866,0,0.01,0.109999999,0
320881,1965,292,1,0.489726037,0,0,0,0
350525,1965,151,1,0.370860934,0,0,0.289999992,0
511131,1965,61,1,0.475409836,0.01,0.119999997,0.620000005,0
532130,1965,35,0.800000012,0.514285743,0,0.02,2.159999847,0
362526,1965,77,1,0.428571433,0,0.01,1.930000067,0
362424,1965,44,1,0.477272719,0,0.529999971,1.939999938,0
320281,1965,NA,1,0.426315784,0,0.01,0.689999998,0
612527,1965,24,1,0.458333343,0,0,0.140000001,0
321121,1965,NA,1,0.486111104,0.029999999,0.01,0.569999993,0
320624,1965,330,1,0.512121201,0,0,0,0
511133,1965,13,0.538461566,0.538461566,0.170000002,0.01,0.910000026,0
450305,1965,7,0.714285731,0,0,0,0,0
362135,1965,67,1,0.567164183,0.01,3.869999886,8.850000381,0
513021,1965,223,1,0.502242148,0,0.039999999,0.649999976,0
511123,1965,108,1,0.620370388,0,0.02,0.529999971,0
410223,1965,157,1,0.528662443,0,0.050000001,0.200000003,0
522426,1965,102,0.588235319,0.59803921,0,0,0.710000038,0
410521,1965,152,1,0.519736826,0,0,0,0
522325,1965,76,0.407894731,0.381578952,0,0,0.960000038,0
411122,1965,44,1,0.545454562,0,0.01,0.74000001,0
513428,1965,6,0,0.666666687,0,0.029999999,1.120000005,0
321011,1965,95,1,0.463157892,0,0,1.590000033,0
433126,1965,23,0.130434781,0.608695626,1.549999952,0.439999998,4.75,0
513024,1965,69,1,0.536231875,0,0,0,0
340311,1965,207,0.98550725,0.507246375,0,0.029999999,0.939999998,0
342922,1965,65,1,0.55384618,1.809999943,0.01,4.139999866,0
450402,1965,2,1,0.5,0,0,0,0
410324,1965,49,1,0.46938777,0,0.039999999,0.269999981,0
513025,1965,93,1,0.537634432,0,0,0,0
350622,1965,82,1,0.426829278,0,0,0.520000041,0
320829,1965,101,1,0.504950523,0,0.01,1.590000033,0
513429,1965,17,0,0.470588237,0,0,0.639999986,0
422123,1965,72,1,0.486111104,0,0,0,0
320114,1965,NA,1,0.428571433,0,0.039999999,2.179999828,0
420681,1965,256,0.9921875,0.48828125,0,0,0,0
410902,1965,28,1,0.535714269,0,0.430000007,1.360000014,0
452330,1965,150,0.779999971,0.526666641,0.029999999,0.360000014,1.309999943,0
522129,1965,50,1,0.519999981,0,0,2.420000076,0
532501,1965,37,0.216216221,0.64864862,0.01,0.370000005,1.809999943,0
440528,1965,140,1,0.485714287,0,0,0,0
320124,1965,124,1,0.524193525,0.01,0.01,0.909999967,0
511022,1965,161,1,0.552795053,0,0.01,0.300000012,0
320222,1965,158,1,0.487341762,0,0,0,0
522729,1965,50,0.680000007,0.519999981,0,0,1.25999999,0
522425,1965,112,0.723214269,0.508928597,0,0,0.75,0
510623,1965,320,0.996874988,0.53125,0,0.029999999,0.310000002,0
320703,1965,12,1,0,0.029999999,0.02,0.169999987,0
420122,1965,92,1,0.521739125,0,0,0,0
342901,1965,77,1,0.519480526,0.129999995,0.02,1.079999924,0
450211,1965,42,0.690476179,0.452380955,0,0.159999996,2.839999914,0
370828,1965,118,1,0.457627118,0,0.119999997,3.300000191,0
532227,1965,17,0.70588237,0.529411793,0,0.079999998,2.25999999,0
533422,1965,13,0,0.307692319,0,0.129999995,0.319999993,0
440126,1965,95,1,0.50526315,0,0,0,0
513221,1965,14,0.214285716,0.571428597,0.029999999,0.170000002,1.430000067,0
350104,1965,1,1,0,0,0,0.879999995,0
533523,1965,72,0.25,0.569444418,0.75999999,0.01,2.289999962,0
430511,1965,45,1,0.48888889,0,0.119999997,0.719999969,0
441522,1965,137,1,0.445255488,0,0,0,0
413029,1965,42,1,0.523809552,0.419999987,0,1.149999976,0
352128,1965,69,1,0.492753625,0,0,0,0
352102,1965,11,1,0.545454562,0,0,0,0
433031,1965,29,0.068965517,0.448275864,0,0.270000011,1.329999924,0
612629,1965,24,1,0.416666657,0,6.360000134,13.65000057,0
520113,1965,13,1,0.384615391,0,0,1.449999928,0
330422,1965,74,1,0.554054081,0,0,0,0
610411,1965,5,1,0.600000024,0,0,0,0
320321,1965,206,1,0.5,0,0.469999999,1.269999981,0
320321,1965,NA,1,0.5,0,0.469999999,1.269999981,0
512528,1965,58,1,0.551724136,0.01,0.02,0.409999996,0
320881,1965,NA,1,0.489726037,0,0,0,0
612428,1965,2,1,0,0.059999999,0,1.519999862,0
412325,1965,197,1,0.487309635,0,0.02,0.239999995,0
522227,1965,48,0.541666687,0.541666687,0,0,2.089999914,0
350526,1965,86,1,0.476744175,0,0,0.479999989,0
370830,1965,103,1,0.495145619,0,0.01,0.220000014,0
422828,1965,28,0.25,0.642857134,0.800000012,0.02,2.930000067,0
513125,1965,9,1,0.666666687,0,0.029999999,0.439999998,0
350428,1965,22,1,0.272727281,0,0,1.350000024,0
430528,1965,121,1,0.479338855,0,0.140000001,0.529999971,0
370283,1965,247,1,0.518218637,0,0.479999989,1.819999933,0
370223,1965,183,0.994535506,0.459016383,0,0,0,0
340721,1965,182,1,0.461538464,0.01,0.01,0.540000021,0
330681,1965,276,1,0.413043469,0.330000013,0.159999996,1.460000038,0
522528,1965,44,0.318181813,0.568181813,0,0,1.039999962,0
522727,1965,48,0.958333313,0.6875,0,0,1.409999967,0
420202,1965,8,1,0.375,0,0.670000017,1.539999962,0
320706,1965,NA,1,0.25,0,0.289999992,1.309999943,0
320680,1965,NA,1,0.469635636,0,0,0,0
332523,1965,16,0.9375,0.5625,0.100000001,0.119999997,0.790000021,0
370321,1965,86,0.988372087,0.430232555,0,0,0.060000002,0
530125,1965,165,0.987878799,0.5090909,0,0.07,1.429999948,0
610330,1965,15,1,0.400000006,0,0.779999971,1.879999995,0
342423,1965,218,1,0.509174287,0,0.01,0.419999987,0
412721,1965,73,1,0.410958916,0,0.090000004,0.439999998,0
332626,1965,116,1,0.543103456,0,0,0,0
371002,1965,34,1,0.5,0,1.25,2.769999981,0
452201,1965,40,0.25,0.449999988,0,0.029999999,0.850000024,0
440921,1965,194,1,0.427835047,0,0,0,0
330225,1965,181,1,0.486187845,0.01,0.430000007,1.319999933,0
330226,1965,77,1,0.506493509,0.280000001,0.419999987,1.940000057,0
362226,1965,45,1,0.377777785,0,0.02,1.330000043,0
522322,1965,49,0.612244904,0.53061223,0,0,0.580000043,0
440603,1965,14,1,0.642857134,0,0,0.539999962,0
530112,1965,106,0.96226418,0.452830195,0,0.600000024,1.840000033,0
320305,1965,NA,1,0,0,0.050000001,0.360000014,0
342326,1965,134,1,0.477611929,0,0,0,0
510722,1965,236,1,0.495762706,0,0.02,0.350000024,0
452427,1965,40,1,0.375,0.01,0.059999999,0.980000019,0
330324,1965,107,1,0.514018714,0.029999999,0.07,0.430000007,0
410826,1965,55,1,0.436363637,0,0.620000005,1.470000029,0
342501,1965,324,1,0.509259284,0.090000004,0.01,0.870000005,0
513328,1965,17,0,0.588235319,0,0,0.01,0
320123,1965,126,0.992063463,0.46825397,0,0.01,0.700000048,0
370829,1965,86,1,0.5,0,0.07,0.300000012,0
320704,1965,NA,1,0,0.01,0.02,0.460000008,0
452428,1965,54,0.685185194,0.444444448,0,0.150000006,1.539999962,0
441611,1965,70,1,0.428571433,0,0,0,0
440111,1965,112,1,0.517857134,0,0.409999996,3.049999952,0
321124,1965,62,1,0.45161289,0,0,0,0
350122,1965,246,0.995934963,0.447154462,0,0,0.109999999,0
352129,1965,17,1,0.70588237,0,0,0,0
321124,1965,62,1,0.45161289,0,0,0,0
320504,1965,5,1,0.200000003,0,0,0,0
610329,1965,8,1,0.75,0,0.449999988,1.529999971,0
412322,1965,172,1,0.488372087,0,0.109999999,0.589999974,0
410322,1965,68,1,0.308823526,0,0.109999999,0.439999998,0
372524,1965,78,1,0.448717952,0,0.119999997,0.790000021,0
522525,1965,60,0.899999976,0.533333361,0,0,0,0
320622,1965,357,1,0.49859944,0,0,0,0
522601,1965,41,0.121951222,0.634146333,0,0,0.559999943,0
320722,1965,268,1,0.526119411,0,0.140000001,0.529999971,0
441224,1965,85,1,0.470588237,0.029999999,0.150000006,2.329999924,0
532322,1965,23,0,0.434782594,0.310000002,0.050000001,2.739999771,0
610121,1965,135,1,0.48888889,0,0.100000001,0.339999974,0
362329,1965,91,1,0.560439587,0,0,0.659999967,0
370781,1965,182,0.994505465,0.51098901,0,0.439999998,2.399999857,0
532328,1965,23,0.043478262,0.478260875,0,0.029999999,2.519999981,0
360122,1965,79,1,0.594936728,0,0,1.269999981,0
433002,1965,27,1,0.481481493,0,0.720000029,2.420000076,0
612522,1965,47,1,0.553191483,0,0.029999999,0.580000043,0
532524,1965,49,0.408163279,0.489795923,0,0.050000001,1.660000086,0
422721,1965,103,1,0.485436887,0,0,0,0
533022,1965,117,0.95726496,0.47863248,0.579999983,0.01,3.439999819,0
320703,1965,NA,1,0,0.029999999,0.02,0.169999987,0
612327,1965,23,1,0.652173936,0,0.01,0.310000002,0
441824,1965,48,1,0.5625,0,0,0,0
532425,1965,47,0.93617022,0.617021263,0,0.050000001,2.210000038,0
360203,1965,5,1,0.800000012,0,0,0,0
522630,1965,25,0.079999998,0.319999993,0,0,0.400000006,0
532930,1965,42,0.023809524,0.380952388,0,0.280000001,1.620000005,0
412929,1965,198,0.984848499,0.484848499,0,0,0,0
522229,1965,93,0.69892472,0.54838711,0,0,0.420000017,0
510411,1965,40,0.949999988,0.5,0,0.230000004,1.789999962,0
440504,1965,3,1,0.333333343,0,0,0,0
340406,1965,242,1,0.475206614,0,0,0.280000001,0
342201,1965,41,1,0.560975611,0,0.02,0.549999952,0
352201,1965,91,0.945054948,0.516483545,0,0,0.339999974,0
362401,1965,55,1,0.5090909,0,0.109999999,2.289999962,0
522328,1965,38,0.342105269,0.552631557,0,0,0.589999974,0
513423,1965,17,0.411764711,0.70588237,0,0.959999979,2.24000001,0
430623,1965,147,1,0.476190478,0.01,0.050000001,0.840000033,0
452133,1965,36,0,0.472222209,0,0.289999992,4.799999714,0
533221,1965,25,0.039999999,0.519999981,0,0.140000001,0.970000029,0
362301,1965,27,1,0.481481493,0,0.01,0.74999994,0
452426,1965,93,0.376344085,0.39784947,0.01,0.079999998,0.960000038,0
612124,1965,39,1,0.56410259,0,0.74000001,1.850000024,0
410325,1965,119,1,0.588235319,0,0.039999999,0.390000015,0
433024,1965,207,0.884057999,0.487922698,0.02,0.219999999,0.870000005,0
320831,1965,NA,1,0.388888896,0,0.01,1.569999933,0
512226,1965,149,1,0.516778529,0,0,0,0
320303,1965,NA,1,0,0,0.419999987,1.809999943,0
441227,1965,165,1,0.624242425,0,0,0,0
352626,1965,55,1,0.436363637,0,0,0,0
370502,1965,38,1,0.552631557,0,0.129999995,0.629999995,0
430381,1965,264,0.996212125,0.446969688,0.02,0,0.50999999,0
352202,1965,135,0.888888896,0.48888889,0,0,0.289999992,0
342325,1965,375,0.984000027,0.517333329,0,0,0,0
522632,1965,58,0.258620679,0.362068951,0,0,0.589999974,0
320825,1965,200,1,0.50999999,0,0,0,0
512531,1965,111,1,0.477477491,0.079999998,0.01,0.579999983,0
362129,1965,32,1,0.625,0.02,1.029999971,2.759999752,0
510111,1965,214,0.985981286,0.387850463,0,0,0,0
330302,1965,5,1,0.600000024,0,0.050000001,0.780000031,0
320203,1965,NA,1,0.25,0,0,0,0
513426,1965,31,0.967741907,0.54838711,0,0.090000004,2.400000095,0
320281,1965,190,1,0.426315784,0,0.01,0.689999998,0
320831,1965,72,1,0.388888896,0,0.01,1.569999933,0
410811,1965,1,1,0,0,0,1.129999995,0
533023,1965,172,0.994186044,0.470930219,0.610000014,0.01,2.409999847,0
320302,1965,2,1,0.5,0,0.029999999,0.529999971,0
410703,1965,1,1,1,0,0,0,0
510725,1965,93,1,0.440860212,0,0.090000004,0.889999986,0
522131,1965,63,1,0.476190478,0,0,0,0
612630,1965,21,1,0.428571433,0,1.860000014,5.829999924,0
432322,1965,139,1,0.561151087,0,0,0,0
450311,1965,45,0.977777779,0.577777803,0,0.400000006,2.660000086,0
522522,1965,58,0.879310369,0.534482777,0,0,0,0
320704,1965,27,1,0,0.01,0.02,0.460000008,0
430211,1965,2,1,0.5,0.01,0.039999999,1.220000029,0
410502,1965,1,1,0,0,0,0,0
510128,1965,160,1,0.518750012,0,0,0,0
420682,1965,70,1,0.557142854,0,0.239999995,1.189999938,0
362122,1965,112,1,0.526785731,0,0,0,0
320503,1965,NA,1,0.533333361,0,0,0.150000006,0
511130,1965,18,1,0.611111104,0.01,0.07,0.519999981,0
450105,1965,2,0.5,0,0,0,0,0
511025,1965,228,1,0.574561417,0,0.050000001,0.230000004,0
412827,1965,264,1,0.443181813,0,0,0.249999985,0
532131,1965,49,1,0.591836751,0,0.02,0.50999999,0
512535,1965,44,1,0.522727251,0.209999993,0.050000001,0.889999986,0
430426,1965,127,1,0.606299222,0,0.090000004,0.730000019,0
352230,1965,52,1,0.596153855,0,0,0.469999999,0
320121,1965,116,1,0.422413796,0,0.01,1,0
330522,1965,101,1,0.495049506,0.059999999,0.039999999,1.110000014,0
430723,1965,119,1,0.436974794,0,0.07,0.579999983,0
532224,1965,148,0.966216207,0.520270288,0,0,0,0
420113,1965,18,1,0.333333343,0,0.550000012,5.140000343,0
412327,1965,159,1,0.515723288,0,0.029999999,0.449999988,0
510723,1965,177,1,0.514124274,0,0.01,0.629999995,0
430681,1965,99,1,0.404040396,0.01,0.01,0.599999964,0
352227,1965,68,1,0.426470578,0,0,0.319999993,0
330181,1965,293,1,0.457337886,0.029999999,0.02,0.709999979,0
522628,1965,85,0.282352954,0.541176498,0,0,0.589999974,0
342522,1965,97,1,0.381443292,0.07,0,0.600000024,0
452730,1965,162,0.024691358,0.604938269,0,0.02,0.610000014,0
370881,1965,133,1,0.451127827,0,0.159999996,0.530000031,0
612621,1965,25,1,0.400000006,0,2.089999914,4.949999809,0
350111,1965,115,1,0.495652169,0,0,0.620000005,0
320611,1965,23,1,0.260869563,0,0,0.569999993,0
320103,1965,4,1,1,0,0,3.299999952,0
511023,1965,306,1,0.578431368,0,0.029999999,0.310000002,0
430626,1965,127,1,0.574803174,0.02,0.039999999,0.48999998,0
441225,1965,58,1,0.551724136,0.01,0.119999997,1.5,0
372422,1965,52,1,0.461538464,0,0,0,0
360521,1965,1,1,0,0,0.02,0.920000017,0
350629,1965,29,0.965517223,0.586206913,0,0,0.879999995,0
612623,1965,16,1,0.5,0,0.319999993,1.440000057,0
533525,1965,46,0.434782594,0.5,0.779999971,0.07,4.909999847,0
340803,1965,15,1,0.200000003,0,0,0,0
433021,1965,72,0.708333313,0.5,0,0.730000019,1.909999967,0
362124,1965,36,0.944444418,0.555555582,0.01,0.800000012,2.289999962,0
320723,1965,134,1,0.514925361,0,0.029999999,0.560000002,0
422421,1965,231,1,0.493506491,0,0,0,0
320222,1965,NA,1,0.487341762,0,0,0,0
320105,1965,5,1,0.400000006,0,0,3.669999838,0
362101,1965,11,1,0.272727281,0,0.569999993,3.859999657,0
430522,1965,127,0.992125988,0.527559042,0,0.039999999,0.379999995,0
321022,1965,175,1,0.4342857,0,0,0,0
452101,1965,35,0,0.400000006,0,0.560000002,1.539999962,0
452325,1965,92,0.739130437,0.565217376,0,0.159999996,0.820000052,0
532231,1965,169,0.644970417,0.520710051,0,0.01,1.149999976,0
420121,1965,42,1,0.428571433,0,0,0,0
513401,1965,39,0.846153855,0.43589744,0,0.319999993,1.50999999,0
350322,1965,114,0.771929801,0.429824561,0,0,0.269999981,0
412724,1965,109,1,0.495412856,0,0.230000004,0.590000033,0
430725,1965,223,1,0.493273556,0.079999998,0.189999998,1,0
412924,1965,131,0.969465673,0.46564886,0,0,0,0
342324,1965,128,1,0.4921875,0,0,0,0
320602,1965,2,1,0.5,0,0.029999999,0.800000012,0
320925,1965,144,1,0.5,0,0.029999999,0.769999981,0
320980,1965,NA,1,0.494623661,0,0,0,0
532726,1965,24,0.375,0.583333313,0.300000012,0.039999999,2.420000076,0
320923,1965,174,1,0.522988498,0,0.01,0.439999998,0
320925,1965,NA,1,0.5,0,0.029999999,0.769999981,0
422203,1965,70,1,0.514285743,0,0,0,0
350121,1965,57,0.982456148,0.473684222,0,0,0.550000012,0
612731,1965,44,1,0.5,0,3.970000029,8.219999313,0
340824,1965,211,1,0.54502368,0.059999999,0.01,0.449999988,0
372928,1965,165,1,0.436363637,0,0.349999994,1.210000038,0
342125,1965,172,0.994186044,0.505813956,0,0,0,0
