"shareself","shareblue","sharewhite","sharedomestic","shareunemployed","nvoter","nazivote"
0.0832703,0.3486745,0.1959121,0.0654421,0.306701,453019,119781
0.1002241,0.3623067,0.1573023,0.0888492,0.2913177,507831,160062
0.1320064,0.32507,0.1789661,0.0699079,0.2940496,486041,194112
0.1215652,0.4065384,0.1523886,0.0797132,0.2397946,163467,52388
0.1456774,0.3519236,0.1590447,0.1229156,0.2204387,213453,64349
0.1367093,0.3631472,0.1153156,0.2025001,0.1823278,240603,79236
0.0963885,0.3513817,0.1829423,0.0801219,0.2891656,92355,31253
0.1451799,0.3495613,0.1315098,0.1650881,0.2086609,103347,32654
0.0801433,0.3511198,0.1559545,0.0698824,0.3429,122458,34020
0.1631223,0.2825985,0.1470057,0.2455623,0.1617112,53524,17823
0.2001609,0.3576075,0.0586066,0.2841145,0.0995105,18607,7595
0.2663691,0.2350175,0.0481129,0.4067286,0.0437719,17828,6041
0.1988787,0.350977,0.0890832,0.2917695,0.0692916,28416,6381
0.1907008,0.3609045,0.1240704,0.241127,0.0831973,18585,7111
0.2079351,0.3067904,0.0771838,0.3147922,0.0932985,20696,5176
0.2250543,0.3012745,0.0569475,0.3452285,0.0714952,18922,7451
0.260115,0.2483219,0.0360838,0.4117189,0.0437604,28903,8925
0.2072631,0.2934035,0.0674386,0.3549474,0.0769474,32821,9985
0.2179161,0.3477297,0.0451597,0.3403399,0.0488546,13141,3809
0.2000523,0.2986409,0.1027705,0.2987977,0.0997386,22880,6782
0.1918937,0.3495883,0.1282457,0.2340722,0.0962001,24326,9822
0.2309938,0.2402149,0.0362876,0.390142,0.1023617,17454,5629
0.1264253,0.3210154,0.2618394,0.1121931,0.1785268,17851,6153
0.2280549,0.2461345,0.1180747,0.3610101,0.0467258,22510,9255
0.2222275,0.3122737,0.0535872,0.3538221,0.0580895,23727,5972
0.1971275,0.3809772,0.0790593,0.2446845,0.0981515,30020,12072
0.2427042,0.3351753,0.0579347,0.3050423,0.0591435,27217,7383
0.1493691,0.2739887,0.2650488,0.0887258,0.2228676,580782,197232
0.3133987,0.1950378,0.0386917,0.3903666,0.0625052,23638,10193
0.2022414,0.3369823,0.0558483,0.344404,0.060524,32642,12529
0.1461858,0.3135432,0.2522684,0.1144841,0.1735185,13404,4349
0.2574294,0.2690193,0.055052,0.3890788,0.0294205,15372,5059
0.2457019,0.2326729,0.0467967,0.4358184,0.0390101,13506,4270
0.188177,0.3114886,0.1321386,0.265882,0.1023138,20249,7680
0.1945049,0.367416,0.0976553,0.2614616,0.0789622,15225,6151
0.2147015,0.3375984,0.0694133,0.312584,0.0657028,38113,10904
0.2284383,0.265931,0.0601963,0.4078513,0.0375831,24209,8073
0.1787609,0.3710548,0.0859185,0.2841921,0.0800737,27662,8498
0.2102001,0.3044971,0.0816515,0.3350641,0.0685872,13783,5758
0.2064393,0.3304408,0.0765176,0.3081789,0.0784234,28285,9201
0.1083351,0.3956499,0.2189425,0.0747821,0.2022904,121306,35103
0.251429,0.2255266,0.0713915,0.3982892,0.0533637,28079,12115
0.2480394,0.2319243,0.0645562,0.4196155,0.0358646,22880,10172
0.2395175,0.2372918,0.060382,0.3869184,0.0758903,15683,7212
0.2500466,0.2364374,0.0700503,0.3855798,0.0578859,24433,10353
0.2552618,0.2264999,0.0474871,0.4174219,0.0533293,15231,5123
0.2408676,0.2675133,0.0605486,0.3999838,0.0310867,38998,17314
0.2010377,0.3355984,0.1131743,0.2883217,0.0618679,44569,16751
0.2645676,0.1975086,0.0857439,0.4202076,0.0319723,16022,6298
0.2112841,0.3027034,0.1170008,0.297485,0.0715267,32403,13656
0.2237522,0.2856939,0.0830754,0.3361084,0.0713701,31964,13759
0.253158,0.2239142,0.0672694,0.4252898,0.0303686,24961,9196
0.2055122,0.3025764,0.1162373,0.2899441,0.08573,23891,10359
0.2508091,0.2604301,0.0554644,0.394192,0.0391044,24028,11380
0.2686986,0.2028127,0.0729402,0.4184227,0.0371258,24830,13264
0.2379,0.2682845,0.0428207,0.3974186,0.0535762,15865,6032
0.2033115,0.3481532,0.0785305,0.3235552,0.0464496,29700,14215
0.2759047,0.1982815,0.0353164,0.45955,0.0309474,14173,7464
0.299143,0.1843987,0.0220536,0.4640537,0.030351,19281,5835
0.2384019,0.2245479,0.0828622,0.3664582,0.0877298,32109,9206
0.2757713,0.2370877,0.0444539,0.4040749,0.0386122,15648,5747
0.2677074,0.244716,0.0336802,0.4220716,0.0318248,26169,8871
0.2790789,0.1226314,0.0407152,0.3679914,0.1895831,12742,3803
0.245055,0.3126374,0.0326673,0.3643856,0.0452547,21056,10383
0.246304,0.2111576,0.0489261,0.3837099,0.1099024,21218,7499
0.2478802,0.209511,0.0394997,0.379381,0.1237281,17004,5499
0.2583774,0.2595984,0.0379189,0.3965541,0.0475512,15927,3402
0.2013647,0.2697277,0.1321445,0.2870987,0.1096644,38502,11844
0.2460703,0.2738878,0.0325807,0.397828,0.0496332,11374,4481
0.2338913,0.2647798,0.1023633,0.3577329,0.0412327,16346,5674
0.2315831,0.2851436,0.0518922,0.3479673,0.0834138,26036,8816
0.1515414,0.2640035,0.3177595,0.1214937,0.1452019,17310,7227
0.2543589,0.2453908,0.0508468,0.4044381,0.0449654,26487,11835
0.1922904,0.3011668,0.0580803,0.2823438,0.1661187,18331,6052
0.2547216,0.2319693,0.048823,0.4037909,0.0606952,31216,11110
0.2372784,0.2660092,0.0298742,0.4349628,0.0318754,14192,5057
0.1759126,0.2685638,0.2349334,0.1194788,0.2011114,15200,4659
0.2662428,0.252629,0.0383142,0.3586859,0.0841281,15514,5419
0.2674703,0.2840909,0.0343033,0.3873194,0.0268161,20940,5559
0.2688728,0.2437217,0.0519357,0.368755,0.0667148,29158,11546
0.2472383,0.216202,0.038506,0.432404,0.0656497,10459,3591
0.2388146,0.2315531,0.0334973,0.4236941,0.0724409,19013,7362
0.1881116,0.2707209,0.0716964,0.3246761,0.144795,41254,9440
0.1321939,0.295674,0.2222866,0.1001352,0.2497103,17057,4456
0.2613792,0.2172341,0.0465769,0.4308517,0.0439581,17449,6311
0.2496721,0.1918921,0.070148,0.4092698,0.079018,18040,4852
0.235564,0.2162142,0.0465774,0.4089484,0.092696,15621,3743
0.199591,0.317556,0.0490851,0.3186151,0.1151528,31364,8990
0.2360753,0.2198216,0.0459861,0.4267592,0.0713578,11411,3358
0.262369,0.2026034,0.0457762,0.4367506,0.0525008,41214,14693
0.189711,0.2533633,0.143338,0.284892,0.1286957,116892,33307
0.1800401,0.3417407,0.0690887,0.2834989,0.1256316,27421,7282
0.2290507,0.2398527,0.0420622,0.4138298,0.0752046,13381,3822
0.2665586,0.1720718,0.0350505,0.4662592,0.0600599,17477,6082
0.1256082,0.3333033,0.3044693,0.0800144,0.1566048,14399,4160
0.254791,0.2043017,0.0377341,0.4308938,0.0722794,36270,10437
0.1622319,0.2988086,0.2731136,0.1113582,0.1544877,36902,15469
0.1868798,0.3192407,0.1352729,0.2301823,0.1284243,48628,25038
0.1949087,0.3343093,0.0471717,0.2802245,0.1433858,29971,15712
0.1923559,0.2583424,0.2289872,0.1137409,0.2065736,18720,9889
0.2928999,0.1328784,0.0249195,0.5174053,0.0318969,14631,6624
0.2480895,0.2240403,0.0461656,0.3937337,0.0879709,26464,9045
0.2816589,0.1933363,0.0335083,0.4340267,0.0574698,17943,6833
0.1470108,0.4426134,0.1523928,0.1268414,0.1311416,48230,23941
0.1724788,0.3209411,0.0700597,0.2636576,0.1728628,37514,12435
0.2031751,0.3579753,0.0836448,0.2917455,0.0634593,28175,15232
0.1981372,0.2892194,0.0782635,0.2874168,0.1469631,25273,9402
0.1909726,0.4447072,0.0715207,0.2274046,0.0653949,22379,10973
0.1764786,0.4741279,0.0645603,0.1987527,0.0860805,18743,10095
0.1614894,0.2712051,0.0773298,0.0931923,0.3967834,5969,2872
0.2684008,0.1542229,0.034816,0.4849087,0.0576516,17049,7111
0.1468774,0.4396409,0.0972023,0.1537064,0.162573,23152,11256
0.2273411,0.2926265,0.0421345,0.3217965,0.1161014,10842,5474
0.2753173,0.1488449,0.0566158,0.4815999,0.0376221,12331,5103
0.168865,0.4176723,0.0713226,0.199976,0.1421641,31605,14266
0.2632818,0.2227567,0.0481594,0.4363627,0.0294394,22195,15515
0.1506638,0.3173647,0.265475,0.1051073,0.1613892,14967,7215
0.2832422,0.1850628,0.0444631,0.4195157,0.0677162,19272,12538
0.2194917,0.2304272,0.1110978,0.3600312,0.0789521,19520,6846
0.2081305,0.3149586,0.0456519,0.3336403,0.0976187,9301,4578
0.1382678,0.3507642,0.2461081,0.1044438,0.1604161,20895,8087
0.2793428,0.1988064,0.0310595,0.4543413,0.03645,16962,8895
0.2034566,0.3431897,0.0490271,0.2707072,0.1336194,20527,12525
0.141263,0.3004608,0.1861253,0.0748038,0.2973471,54155,22458
0.2816627,0.1685518,0.0513178,0.4572909,0.0411768,20896,14332
0.2600158,0.219715,0.0570071,0.3794141,0.083848,15830,8967
0.2788308,0.1971862,0.0373232,0.4513777,0.0352821,14837,5398
0.1751776,0.3574588,0.0772014,0.2137783,0.1763839,18996,7532
0.2814451,0.197052,0.0384393,0.4421387,0.0409249,20377,14960
0.1324289,0.3035863,0.2248347,0.0808631,0.258287,318254,124775
0.2555985,0.2385967,0.0557001,0.3920574,0.0580473,18764,13508
0.274048,0.1953278,0.0381822,0.460051,0.032391,11761,7161
0.2096862,0.328981,0.0750097,0.256141,0.1301821,31338,14231
0.2717751,0.2453369,0.0393211,0.4074945,0.0360724,20452,15153
0.231506,0.2573817,0.0781035,0.3269129,0.1060959,24235,13525
0.224746,0.2762242,0.0426321,0.3148043,0.1415934,20274,4348
0.1548477,0.3247432,0.0501892,0.2916742,0.1785457,27992,4611
0.1645914,0.2420847,0.2637258,0.155105,0.1744931,24772,7518
0.2669612,0.1939173,0.0642059,0.413829,0.0610866,9038,3643
0.2684575,0.1768683,0.0387632,0.4618228,0.0540882,12627,5800
0.2078552,0.234873,0.0832598,0.3650584,0.1089536,25241,5902
0.290183,0.1560775,0.0467583,0.4718584,0.0351228,20664,7560
0.3010799,0.121433,0.0390728,0.4845026,0.0539117,12683,4023
0.2580589,0.1980836,0.044242,0.4209499,0.0786656,19488,6143
0.2967841,0.1577214,0.0492811,0.46153,0.0346834,10477,5424
0.2817184,0.1377946,0.0450772,0.4879367,0.0474731,19987,5206
0.2538063,0.212214,0.0693204,0.381007,0.0836523,25717,7880
0.2547637,0.2150166,0.0798126,0.390468,0.0599391,26766,13279
0.3050581,0.118337,0.0335114,0.5235103,0.0195832,9702,5051
0.2707617,0.164602,0.0337233,0.4732163,0.0576967,19105,6673
0.2911266,0.1564058,0.0534646,0.4439183,0.0550847,9286,3301
0.2411202,0.2150731,0.0694048,0.349555,0.1248469,15492,3440
0.2955518,0.1281182,0.0634536,0.4704125,0.0424639,14162,3515
0.2253009,0.2895263,0.0404609,0.3868374,0.0578745,21484,3963
0.241055,0.2344455,0.0490626,0.4217985,0.0536384,17892,5337
0.1781207,0.3134201,0.1448695,0.2598325,0.1037572,51548,15390
0.1716008,0.2630782,0.2455328,0.1912788,0.1285094,101237,24774
0.2601104,0.2424589,0.0669902,0.3278618,0.1025787,26215,14110
0.2193874,0.2762029,0.0852429,0.2043074,0.2148594,35973,14150
0.1261592,0.2539712,0.1954825,0.1053163,0.3190708,16614,4939
0.2724213,0.2052485,0.0765857,0.3238718,0.1218727,87608,39919
0.1558732,0.3211904,0.1314521,0.1616824,0.2298019,88246,36288
0.2421528,0.2575195,0.0684582,0.2867235,0.145146,18965,9696
0.2242633,0.2284736,0.0626426,0.3141291,0.1704914,80425,38808
0.1253745,0.2979237,0.2061212,0.107008,0.2635726,104620,34268
0.2350993,0.2886534,0.1075276,0.2292936,0.1394261,63322,30469
0.1725492,0.4913632,0.0534423,0.1973684,0.0852769,36488,13840
0.1292649,0.4748007,0.1525874,0.0541943,0.1891527,31271,14367
0.275991,0.1842671,0.0495237,0.3604425,0.1297757,24974,14377
0.1712492,0.2469578,0.1630806,0.1775654,0.241147,35081,9155
0.1653745,0.3242755,0.1034249,0.2220173,0.1849078,35392,17769
0.1270621,0.3512164,0.1939411,0.107507,0.2202734,117504,42811
0.1323625,0.2886411,0.2464291,0.065131,0.2674363,504542,187759
0.188286,0.3231171,0.0799915,0.2080119,0.2005935,96906,49263
0.1486437,0.2457617,0.2437031,0.0871276,0.2747639,25816,12194
0.0889308,0.4250583,0.1447208,0.0460753,0.2952148,26867,6376
0.1587487,0.3793936,0.1136543,0.1617125,0.1864909,205827,83413
0.147165,0.3550896,0.0998337,0.1398095,0.2581022,95987,35693
0.1177985,0.3253943,0.1743161,0.0737045,0.3087866,23192,7412
0.1604459,0.3778731,0.0685935,0.1842882,0.2087993,74270,31965
0.1329232,0.2277758,0.2715044,0.0862659,0.2815307,27888,11295
0.1638992,0.4303134,0.0837625,0.1862082,0.1358167,54038,22919
0.1526257,0.3944101,0.1035318,0.1390327,0.2103997,76864,31099
0.1469343,0.3771325,0.1236949,0.1054196,0.2468187,89833,33078
0.1571231,0.3979068,0.1063778,0.1659377,0.1726546,61465,25119
0.1596021,0.4054161,0.1116183,0.1432373,0.1801262,150949,64340
0.1222381,0.3792615,0.1477989,0.0840804,0.2666211,83558,26045
0.1281394,0.2698311,0.248537,0.0574757,0.2960168,551683,188985
0.1214345,0.3744316,0.1516122,0.0754444,0.2770773,13229,5317
0.143366,0.4329151,0.0808063,0.1402898,0.2026228,75552,33356
0.131201,0.2845953,0.1715622,0.0750653,0.3375762,13582,5431
0.1463836,0.4085891,0.1060277,0.1027075,0.2362921,81852,41845
0.1114949,0.4990394,0.0850906,0.0790984,0.2252767,103716,40909
0.1102246,0.3179559,0.2045697,0.0500499,0.3171999,254494,103498
0.1219527,0.4287267,0.1121506,0.1009705,0.2361995,67442,31328
0.1241671,0.4914147,0.08589,0.1124332,0.186095,74337,32628
0.1349273,0.4328087,0.1493947,0.0773608,0.2055085,22611,9362
0.1639456,0.4084269,0.0788468,0.1495452,0.1992355,46232,23819
0.131814,0.3983468,0.1230265,0.0726095,0.2742032,18307,6942
0.109086,0.5413829,0.0911515,0.090594,0.1677856,57421,24811
0.1441582,0.4343249,0.1007143,0.0943891,0.2264135,90902,50123
0.1793546,0.3707956,0.1007797,0.1450127,0.2040574,52038,29736
0.1684241,0.4068808,0.0835597,0.1428609,0.1982745,47414,26305
0.1289394,0.2994671,0.1846962,0.0629358,0.3239615,82740,41819
0.1303183,0.4521869,0.1675097,0.0683725,0.1816126,23637,9757
0.1327236,0.39503,0.1144588,0.0807797,0.2770079,107219,49823
0.1325716,0.4443106,0.1387735,0.0952104,0.1891339,215250,91276
0.2282787,0.2507737,0.0810159,0.3693309,0.0706008,55323,14994
0.2346632,0.3533852,0.065263,0.3096305,0.0370581,20830,10314
0.1669549,0.5036486,0.0909943,0.1820766,0.0563256,38000,12960
0.2452872,0.2507688,0.0839164,0.3636971,0.0563305,25327,8680
0.2159424,0.3790415,0.086218,0.2457412,0.0730569,23145,9232
0.2464449,0.2343336,0.0750181,0.3637623,0.0804411,19177,9708
0.2697411,0.2184858,0.052231,0.4291987,0.0303434,34216,20056
0.2623862,0.221142,0.0664363,0.4128932,0.0371423,34231,11306
0.1465345,0.4281508,0.15507,0.152693,0.1175517,49653,15371
0.2239733,0.2771251,0.0834288,0.3267908,0.088682,25469,11141
0.1778142,0.330408,0.1216322,0.2217757,0.1483699,29324,7402
0.1667793,0.4119664,0.1091205,0.1992467,0.1128871,76146,23519
0.2263895,0.2923041,0.0881814,0.3556789,0.0374461,19372,9691
0.1968478,0.3777451,0.0968372,0.2578964,0.0706735,56909,23941
0.2159638,0.2819287,0.1195177,0.2737538,0.108836,113614,37158
0.301465,0.1592298,0.0602763,0.4235245,0.0555044,12855,4415
0.2774051,0.1824768,0.0472293,0.4673286,0.0255602,15891,6128
0.2359479,0.3117048,0.0698094,0.2973236,0.0852143,24343,9746
0.1836893,0.3650725,0.1619887,0.2000034,0.0892461,70180,23081
0.2538616,0.2191789,0.0632788,0.4380706,0.0256101,18435,8376
0.2942604,0.1798876,0.0629468,0.4269554,0.0359498,15346,7117
0.2130879,0.3874325,0.0633674,0.2567945,0.0793177,23136,8300
0.2085902,0.2822683,0.1163671,0.3174999,0.0752745,53755,18834
0.2160938,0.3586517,0.0941466,0.2619373,0.0691706,86866,33414
0.1940506,0.3359304,0.0923115,0.2751426,0.1025649,74032,19744
0.2439438,0.2443523,0.0800887,0.380188,0.0514272,19648,7003
0.1392762,0.3370288,0.264612,0.1173221,0.1417609,338976,102461
0.238696,0.2583602,0.095327,0.336008,0.0716088,68322,30179
0.197491,0.2843976,0.1630584,0.2578529,0.0972001,88525,35041
0.2485591,0.2512856,0.0601208,0.3423986,0.0976359,33132,14566
0.237626,0.3042995,0.07826,0.3035417,0.0762728,69472,28163
0.2204565,0.29672,0.0692735,0.3738798,0.0396702,36451,12085
0.2704045,0.2773651,0.055855,0.3431094,0.053266,25246,8930
0.2553665,0.2312352,0.0895964,0.3842128,0.0395891,23354,7093
0.2522829,0.218327,0.0813564,0.3608039,0.0872298,25321,9872
0.1977125,0.3059956,0.1649664,0.2228683,0.1084572,73628,24610
0.1856987,0.3699021,0.1107259,0.223695,0.1099783,18043,5529
0.2768659,0.219746,0.0588265,0.404407,0.0401546,21790,8551
0.2527738,0.2397241,0.0823225,0.3843633,0.0408163,19853,8261
0.1786813,0.3283967,0.1372519,0.2310355,0.1246346,32243,11802
0.2233194,0.2718559,0.0850434,0.3470891,0.0726922,35794,12933
0.2472756,0.2711948,0.0664607,0.3450217,0.0700472,39730,19926
0.1882215,0.2714089,0.183395,0.2345372,0.1224374,120014,39616
0.2427092,0.2102177,0.1042371,0.3545013,0.0883347,23633,13539
0.225906,0.3209794,0.0787494,0.2611065,0.1132587,42690,17899
0.1793633,0.3433793,0.1135307,0.242949,0.1207777,75019,29723
0.2646954,0.2168536,0.0669864,0.4060803,0.0453843,28720,12941
0.1974009,0.3239906,0.0881899,0.2454007,0.1450179,37317,13227
0.2059455,0.2571088,0.1039372,0.3397892,0.0932193,60387,23544
0.1946211,0.319126,0.0747389,0.3176852,0.0938288,20342,7784
0.1888899,0.2846818,0.123154,0.2113625,0.1919118,184634,79368
0.2498444,0.1809344,0.0822617,0.3997978,0.0871617,44164,17679
0.1673411,0.2342441,0.2288493,0.1731959,0.1963696,184109,76292
0.1704174,0.3288906,0.1322238,0.1548446,0.2136236,108182,52364
0.1764084,0.2791809,0.1230731,0.240273,0.1810646,75961,25135
0.2669362,0.1905295,0.0622473,0.3978553,0.0824317,72632,34119
0.2959856,0.1144339,0.0563825,0.4916554,0.0415426,24457,8748
0.1438773,0.26761,0.2439243,0.1272738,0.2173146,111524,48078
0.2303561,0.2416009,0.0539288,0.4030659,0.0710483,26345,18563
0.2501508,0.211338,0.0643146,0.3761523,0.0980443,30406,19341
0.2011966,0.2927124,0.1139142,0.2485853,0.1435915,63129,28223
0.2002778,0.2567634,0.1513641,0.2722499,0.1193448,71975,37315
0.2480163,0.1873986,0.0536857,0.447273,0.0636264,40416,29834
0.2546383,0.2322319,0.0798258,0.3566612,0.0766428,29209,14592
0.2417701,0.2233308,0.1180124,0.336646,0.0802407,32774,10789
0.1504224,0.2961154,0.1847122,0.1528086,0.2159414,175347,58928
0.1625293,0.2893748,0.126083,0.1541664,0.2678465,234409,78566
0.1591185,0.2900431,0.1591305,0.1616799,0.230028,485912,171152
0.1404359,0.2549109,0.2400133,0.0721956,0.2924443,932831,318746
0.1508803,0.4628983,0.0780591,0.2430525,0.0651098,34959,14791
0.1600839,0.2708224,0.2482975,0.1198533,0.2009429,15984,5631
0.2128516,0.3090927,0.0848099,0.3361384,0.0571074,103623,49469
0.1472868,0.4718028,0.0906352,0.2001176,0.0901576,36953,17454
0.1865271,0.4014211,0.0792157,0.2677225,0.0651136,46875,20503
0.1609087,0.2949744,0.2715862,0.1009097,0.171621,65317,20718
0.1794929,0.2835251,0.2067687,0.2288395,0.1013738,61882,27548
0.1411128,0.4726166,0.0950165,0.2136579,0.0775962,33565,15233
0.1551897,0.3753531,0.1150026,0.2028189,0.1516357,47094,18300
0.17329,0.2772638,0.2250163,0.1420195,0.1824104,13363,5563
0.1808855,0.418195,0.0728285,0.2540044,0.0740866,26085,11976
0.150037,0.4466581,0.0936395,0.2078595,0.1018059,50690,22824
0.1393519,0.2733038,0.2086042,0.0905634,0.2881767,97932,38217
